term,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],specification,bandwidth_m
C(boundary_school_name)[T.LIANHUA PRIMARY SCHOOL],-0.05816619803916866,0.010268222127710242,-5.664680537266426,1.4729870341642011e-08,-0.07829154359473797,-0.03804085248359934,uncontrolled,200
C(boundary_school_name)[T.MAHA BODHI SCHOOL],0.19370982267899842,0.013807604986037073,14.029212370638303,1.0329236485648017e-44,0.16664741419361007,0.22077223116438677,uncontrolled,200
C(boundary_school_name)[T.MARSILING PRIMARY SCHOOL],-0.31714365141647866,0.012797660224250385,-24.781377678360354,1.423533459994353e-135,-0.3422266045423902,-0.29206069829056713,uncontrolled,200
C(boundary_school_name)[T.MARYMOUNT CONVENT SCHOOL],0.030953066468765597,0.01271038122471644,2.435258700862148,0.0148811461561728,0.006041177038547271,0.05586495589898392,uncontrolled,200
C(boundary_school_name)[T.MAYFLOWER PRIMARY SCHOOL],-0.0803053492359475,0.0121400423468922,-6.614915083595679,3.717650870300967e-11,-0.10409939500664732,-0.05651130346524767,uncontrolled,200
C(boundary_school_name)[T.MEE TOH SCHOOL],0.0734448901314419,0.007748905090644542,9.478099069778755,2.589573623401438e-21,0.058257315234159515,0.08863246502872428,uncontrolled,200
C(boundary_school_name)[T.MERIDIAN PRIMARY SCHOOL],0.33090711410411544,0.013335214275287593,24.814532955600292,6.247687773921721e-136,0.30477057439842736,0.3570436538098035,uncontrolled,200
C(boundary_school_name)[T.METHODIST GIRLS' SCHOOL (PRIMARY)],0.6717724828589969,0.017904277123077964,37.52022370079977,4.311279968793673e-308,0.6366807445285397,0.7068642211894541,uncontrolled,200
C(boundary_school_name)[T.MONTFORT JUNIOR SCHOOL],0.04536504152591535,0.00954693291546442,4.751792217208485,2.0162150746200617e-06,0.026653396848785108,0.06407668620304559,uncontrolled,200
C(boundary_school_name)[T.NAN CHIAU PRIMARY SCHOOL],0.12965631947911613,0.00791913424639131,16.37253712906806,3.004245633111388e-60,0.11413510156745142,0.14517753739078085,uncontrolled,200
C(boundary_school_name)[T.NAN HUA PRIMARY SCHOOL],0.1230597783012948,0.013246048264224852,9.290301216375354,1.5385229888380878e-20,0.09709800076593479,0.1490215558366548,uncontrolled,200
C(boundary_school_name)[T.NAVAL BASE PRIMARY SCHOOL],-0.17007660792577156,0.010175199846323743,-16.71481744775947,1.0223254105792801e-62,-0.1900196331600636,-0.15013358269147953,uncontrolled,200
C(boundary_school_name)[T.NEW TOWN PRIMARY SCHOOL],0.08694636125428737,0.01436049988015365,6.054549770544414,1.4081093505992525e-09,0.05880029868919445,0.11509242381938029,uncontrolled,200
C(boundary_school_name)[T.NGEE ANN PRIMARY SCHOOL],0.26810472393625684,0.01776579441238189,15.091063068330957,1.8543043742977697e-51,0.2332844067312454,0.3029250411412683,uncontrolled,200
C(boundary_school_name)[T.NORTH SPRING PRIMARY SCHOOL],0.11090968601851214,0.00876294419816574,12.65666920961653,1.027678094410765e-36,0.09373463099157307,0.12808474104545123,uncontrolled,200
C(boundary_school_name)[T.NORTH VIEW PRIMARY SCHOOL],-0.06819630093086927,0.010533743066512715,-6.474080533411589,9.539101727926766e-11,-0.0888420579636327,-0.04755054389810584,uncontrolled,200
C(boundary_school_name)[T.NORTH VISTA PRIMARY SCHOOL],0.07180483170012757,0.009135737785700229,7.859773713352471,3.8482802937502095e-15,0.05389911466795341,0.08971054873230172,uncontrolled,200
C(boundary_school_name)[T.NORTHLAND PRIMARY SCHOOL],-0.10686833189266115,0.008795705647142929,-12.150057787276536,5.732506407589906e-34,-0.12410759817967686,-0.08962906560564544,uncontrolled,200
C(boundary_school_name)[T.NORTHOAKS PRIMARY SCHOOL],0.002983200668471234,0.010276173645225477,0.29030267212906535,0.7715846947687538,-0.017157729575050382,0.023124130911992852,uncontrolled,200
C(boundary_school_name)[T.NORTHSHORE PRIMARY SCHOOL],0.20814873300042933,0.010081307107614988,20.646998526927394,1.038763611093597e-94,0.18838973415241628,0.22790773184844237,uncontrolled,200
C(boundary_school_name)[T.OASIS PRIMARY SCHOOL],0.0773411117838329,0.008810006133279924,8.778780697061691,1.6525640083589372e-18,0.06007381705902727,0.09460840650863854,uncontrolled,200
C(boundary_school_name)[T.OPERA ESTATE PRIMARY SCHOOL],-0.21427417818509664,0.010884881399451504,-19.685485796463897,2.87170358568051e-86,-0.23560815370401153,-0.19294020266618175,uncontrolled,200
C(boundary_school_name)[T.PALM VIEW PRIMARY SCHOOL],0.05053672387680853,0.008904070671889188,5.67568764209798,1.3813263270240522e-08,0.033085066044106354,0.0679883817095107,uncontrolled,200
C(boundary_school_name)[T.PARK VIEW PRIMARY SCHOOL],0.2808039597284676,0.017051359008161862,16.468127824536275,6.2164654762520765e-61,0.24738391018500774,0.3142240092719275,uncontrolled,200
C(boundary_school_name)[T.PASIR RIS PRIMARY SCHOOL],0.13752633646062876,0.011670310838913229,11.78429078358941,4.7036268475131415e-32,0.11465294752797141,0.16039972539328612,uncontrolled,200
C(boundary_school_name)[T.PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)],0.05384061724457432,0.01922854920279793,2.8000353368698256,0.005109701273965812,0.01615335333213401,0.09152788115701463,uncontrolled,200
C(boundary_school_name)[T.PEI CHUN PUBLIC SCHOOL],0.22493013761715863,0.010781764893441905,20.86208889177079,1.1838631245085625e-96,0.20379826673623416,0.2460620084980831,uncontrolled,200
C(boundary_school_name)[T.PEI TONG PRIMARY SCHOOL],-0.11356415247737883,0.018364806782164133,-6.183792392941053,6.25796574161547e-10,-0.14955851235345746,-0.0775697926013002,uncontrolled,200
C(boundary_school_name)[T.PEIYING PRIMARY SCHOOL],-0.10720933019929971,0.0112523698954846,-9.527711157302173,1.6078907652609641e-21,-0.12926356993517224,-0.08515509046342716,uncontrolled,200
C(boundary_school_name)[T.PIONEER PRIMARY SCHOOL],-0.06592122107531345,0.012095506524351157,-5.450058742277408,5.0353185775592286e-08,-0.08962797823781096,-0.04221446391281594,uncontrolled,200
C(boundary_school_name)[T.POI CHING SCHOOL],0.1051948669317469,0.01148785319201221,9.157051815816336,5.333446649317403e-20,0.08267908841571947,0.12771064544777433,uncontrolled,200
C(boundary_school_name)[T.PRINCESS ELIZABETH PRIMARY SCHOOL],0.057121715890553294,0.009780021468554485,5.840653425374949,5.199647408848956e-09,0.037953226044157976,0.07629020573694861,uncontrolled,200
C(boundary_school_name)[T.PUNGGOL COVE PRIMARY SCHOOL],0.11709140334276659,0.008935914975137274,13.103459877198285,3.145833754844758e-39,0.09957733182258541,0.13460547486294777,uncontrolled,200
C(boundary_school_name)[T.PUNGGOL GREEN PRIMARY SCHOOL],0.0686772263081578,0.00880431624785297,7.800404298846659,6.1709150534913696e-15,0.051421083553865155,0.08593336906245044,uncontrolled,200
C(boundary_school_name)[T.PUNGGOL PRIMARY SCHOOL],0.0472808222992386,0.009421391538632395,5.0184542384597535,5.208889750297533e-07,0.0288152341992687,0.0657464103992085,uncontrolled,200
C(boundary_school_name)[T.PUNGGOL VIEW PRIMARY SCHOOL],0.1011947754514416,0.008857718455491501,11.424474141950638,3.1555997361582794e-30,0.0838339662934825,0.11855558460940069,uncontrolled,200
C(boundary_school_name)[T.QIFA PRIMARY SCHOOL],0.11925416668629304,0.013268827081833379,8.987543959297378,2.5281663730013276e-19,0.09324774348880992,0.14526058988377616,uncontrolled,200
C(boundary_school_name)[T.QIHUA PRIMARY SCHOOL],-0.1370051130900768,0.00949101002768101,-14.435251115581426,3.10512718377602e-47,-0.15560715092124006,-0.11840307525891351,uncontrolled,200
C(boundary_school_name)[T.QUEENSTOWN PRIMARY SCHOOL],0.1967057998806867,0.01758846454531298,11.183796025736958,4.8950397839759037e-29,0.1622330428285136,0.2311785569328598,uncontrolled,200
C(boundary_school_name)[T.RADIN MAS PRIMARY SCHOOL],0.35375383203899313,0.015633129080602617,22.628472535157805,2.2734239884957265e-113,0.32311346207534625,0.38439420200264,uncontrolled,200
C(boundary_school_name)[T.RAFFLES GIRLS' PRIMARY SCHOOL],-0.09547630005625972,0.012897217744866463,-7.402860209463594,1.3328203634464346e-13,-0.12075438233696888,-0.07019821777555056,uncontrolled,200
C(boundary_school_name)[T.RED SWASTIKA SCHOOL],-0.145576034801994,0.010686431316811422,-13.622511621160209,2.942705643029275e-42,-0.1665210553062053,-0.12463101429778266,uncontrolled,200
C(boundary_school_name)[T.RIVER VALLEY PRIMARY SCHOOL],0.18867459384834548,0.016082336182381956,11.731790189477364,8.758640549113155e-32,0.15715379414361147,0.2201953935530795,uncontrolled,200
C(boundary_school_name)[T.RIVERSIDE PRIMARY SCHOOL],0.018609607052906145,0.010604765601844294,1.7548343595326346,0.079287644551407,-0.002175351591197902,0.03939456569701019,uncontrolled,200
C(boundary_school_name)[T.RIVERVALE PRIMARY SCHOOL],0.046952919866994576,0.008704350145313046,5.394190155858666,6.883329266528622e-08,0.02989270707335502,0.06401313266063413,uncontrolled,200
C(boundary_school_name)[T.ROSYTH SCHOOL],-0.12719104460484187,0.010470577543056058,-12.147471720811925,5.91670935315668e-34,-0.14771299948656563,-0.10666908972311812,uncontrolled,200
C(boundary_school_name)[T.RULANG PRIMARY SCHOOL],-0.1030087829397343,0.010310494954499549,-9.990672939981486,1.6744112394307426e-23,-0.12321698171333535,-0.08280058416613324,uncontrolled,200
C(boundary_school_name)[T.SEMBAWANG PRIMARY SCHOOL],-0.042794992757370184,0.011257223023072261,-3.8015585788484096,0.00014378873321274567,-0.06485874444852693,-0.020731241066213442,uncontrolled,200
C(boundary_school_name)[T.SENG KANG PRIMARY SCHOOL],0.03151353382719307,0.008959389194265092,3.517375252251001,0.0004358371587547161,0.013953453682956155,0.04907361397142998,uncontrolled,200
C(boundary_school_name)[T.SENGKANG GREEN PRIMARY SCHOOL],0.1263584902090594,0.011577838120446582,10.913824229923287,9.900201947212676e-28,0.10366634447414919,0.1490506359439696,uncontrolled,200
C(boundary_school_name)[T.SHUQUN PRIMARY SCHOOL],-0.12082164804873255,0.011647668064185027,-10.373033244331753,3.2891530160098077e-25,-0.1436506579584126,-0.09799263813905253,uncontrolled,200
C(boundary_school_name)[T.SI LING PRIMARY SCHOOL],-0.03233417337709736,0.00985639309385915,-3.2805279851554006,0.0010361298514787187,-0.05165234885853061,-0.01301599789566411,uncontrolled,200
C(boundary_school_name)[T.SOUTH VIEW PRIMARY SCHOOL],-0.015137340684084727,0.008781313173298916,-1.7238128723289814,0.08474163005994025,-0.03234839824071774,0.0020737168725482816,uncontrolled,200
C(boundary_school_name)[T.SPRINGDALE PRIMARY SCHOOL],0.09152211656829949,0.008831200288868093,10.363496871842548,3.6342731295874777e-25,0.0742132820618583,0.10883095107474068,uncontrolled,200
C(boundary_school_name)[T.ST ANDREW'S SCHOOL (JUNIOR)],0.03604201817696338,0.013128282224349554,2.745371980967532,0.006044234427250259,0.010311057838360862,0.06177297851556589,uncontrolled,200
C(boundary_school_name)[T.ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL],-0.08431706524506717,0.012864520902466519,-6.5542328303031505,5.5928648081587696e-11,-0.10953106289226426,-0.05910306759787008,uncontrolled,200
C(boundary_school_name)[T.ST. ANTHONY'S PRIMARY SCHOOL],0.05740690707182381,0.010780220020874663,5.3252073668869375,1.0083793462442924e-07,0.03627806408549184,0.07853575005815577,uncontrolled,200
C(boundary_school_name)[T.ST. GABRIEL'S PRIMARY SCHOOL],0.15192209930255227,0.01190482846523616,12.761384991492067,2.6936868802884213e-37,0.12858906426856215,0.17525513433654238,uncontrolled,200
C(boundary_school_name)[T.ST. HILDA'S PRIMARY SCHOOL],0.12207457842467258,0.009501473720416861,12.847962538943564,8.830550241806797e-38,0.10345203213260173,0.14069712471674342,uncontrolled,200
C(boundary_school_name)[T.ST. JOSEPH'S INSTITUTION JUNIOR],-0.06847834027588698,0.01761481667630199,-3.8875420354509846,0.00010126445501589658,-0.10300274655571443,-0.03395393399605954,uncontrolled,200
C(boundary_school_name)[T.ST. MARGARET'S SCHOOL (PRIMARY)],0.095649525860667,0.015211918477296905,6.287801634187006,3.219929725439482e-10,0.06583471350940567,0.12546433821192832,uncontrolled,200
C(boundary_school_name)[T.ST. STEPHEN'S SCHOOL],0.0693299924953749,0.016059465346227375,4.317079740868311,1.58107052082175e-05,0.03785401880580017,0.10080596618494964,uncontrolled,200
C(boundary_school_name)[T.TAMPINES NORTH PRIMARY SCHOOL],0.1572109760902517,0.009461009165508487,16.61672379130417,5.273691209435986e-62,0.1386677388684517,0.17575421331205168,uncontrolled,200
C(boundary_school_name)[T.TAMPINES PRIMARY SCHOOL],0.026316842230973744,0.009334743715930146,2.8192356460802355,0.0048138164104102365,0.008021080742839064,0.044612603719108426,uncontrolled,200
C(boundary_school_name)[T.TANJONG KATONG PRIMARY SCHOOL],0.0019382722354904284,0.013339965657942114,0.14529814282816042,0.884475480974517,-0.024207580009077283,0.028084124480058138,uncontrolled,200
C(boundary_school_name)[T.TECK GHEE PRIMARY SCHOOL],-0.07353885881127271,0.011894110076876912,-6.18279621896539,6.297598797615222e-10,-0.0968508861901064,-0.05022683143243903,uncontrolled,200
C(boundary_school_name)[T.TECK WHYE PRIMARY SCHOOL],0.12214322887413437,0.00979936484066164,12.464402628149053,1.1674332002907316e-35,0.10293682671506947,0.14134963103319928,uncontrolled,200
C(boundary_school_name)[T.TELOK KURAU PRIMARY SCHOOL],-0.20006193466609967,0.012625386405034933,-15.846004886338852,1.4980696308740454e-56,-0.22480723731086977,-0.17531663202132958,uncontrolled,200
C(boundary_school_name)[T.TEMASEK PRIMARY SCHOOL],0.06100559182558734,0.014650350793181171,4.164104510997897,3.125769225436465e-05,0.03229143191007443,0.08971975174110025,uncontrolled,200
C(boundary_school_name)[T.TOWNSVILLE PRIMARY SCHOOL],0.23782524146302053,0.011537016941917217,20.614101778678574,2.050936142425408e-94,0.21521310376783437,0.2604373791582067,uncontrolled,200
C(boundary_school_name)[T.UNITY PRIMARY SCHOOL],-0.013424584819802323,0.013293463984054784,-1.0098635567001057,0.3125606648313133,-0.03947929545833004,0.012630125818725392,uncontrolled,200
C(boundary_school_name)[T.VALOUR PRIMARY SCHOOL],0.05743982792939795,0.009222050036353749,6.22853136807624,4.708278292289067e-10,0.03936494199451831,0.0755147138642776,uncontrolled,200
C(boundary_school_name)[T.WATERWAY PRIMARY SCHOOL],0.00231000399705315,0.009223287673706964,0.2504534260205643,0.8022367177487268,-0.015767307662464716,0.020387315656571016,uncontrolled,200
C(boundary_school_name)[T.WELLINGTON PRIMARY SCHOOL],0.047267863150137125,0.009315004264659468,5.074379120734102,3.8876327018518326e-07,0.02901079027556756,0.06552493602470669,uncontrolled,200
C(boundary_school_name)[T.WEST GROVE PRIMARY SCHOOL],-0.10857935959338484,0.009685376643767596,-11.210649165952068,3.615320214742655e-29,-0.12756234899187474,-0.08959637019489493,uncontrolled,200
C(boundary_school_name)[T.WEST SPRING PRIMARY SCHOOL],0.12855468354877145,0.010300644930620353,12.480255791229306,9.567878420523618e-36,0.10836579046722047,0.14874357663032242,uncontrolled,200
C(boundary_school_name)[T.WEST VIEW PRIMARY SCHOOL],-0.06748940128369604,0.010106018242395879,-6.678139665389722,2.419943664119363e-11,-0.08729683306589675,-0.04768196950149534,uncontrolled,200
C(boundary_school_name)[T.WESTWOOD PRIMARY SCHOOL],-0.11543448836321434,0.010511035651014019,-10.982218327085414,4.653539361829136e-28,-0.13603573967941834,-0.09483323704701034,uncontrolled,200
C(boundary_school_name)[T.WHITE SANDS PRIMARY SCHOOL],0.08558345766721252,0.010261046926920711,8.340616535207259,7.390418960895157e-17,0.06547217524677253,0.10569474008765252,uncontrolled,200
C(boundary_school_name)[T.WOODGROVE PRIMARY SCHOOL],-0.039483080500485025,0.010740209083657878,-3.6761929114175085,0.000236740527548856,-0.060533503490884405,-0.01843265751008565,uncontrolled,200
C(boundary_school_name)[T.WOODLANDS PRIMARY SCHOOL],-0.06593715440535634,0.009813950505059288,-6.718716827781475,1.8333178673569065e-11,-0.08517214394133121,-0.04670216486938147,uncontrolled,200
C(boundary_school_name)[T.WOODLANDS RING PRIMARY SCHOOL],0.0288486203690863,0.010065374531917203,2.8661248796661876,0.004155302939020887,0.009120848795621878,0.04857639194255073,uncontrolled,200
C(boundary_school_name)[T.XINGHUA PRIMARY SCHOOL],-0.05582122391898169,0.014519696799037736,-3.8445171887253964,0.00012079001879818295,-0.08427930671153716,-0.027363141126426224,uncontrolled,200
C(boundary_school_name)[T.XINGNAN PRIMARY SCHOOL],-0.06742633135051215,0.009991349647799689,-6.748470799974545,1.4941146067499122e-11,-0.0870090168171465,-0.04784364588387781,uncontrolled,200
C(boundary_school_name)[T.XINMIN PRIMARY SCHOOL],0.023267614932727974,0.011044720802676726,2.1066729841725818,0.035145935531713794,0.0016203599401812714,0.04491486992527467,uncontrolled,200
C(boundary_school_name)[T.XISHAN PRIMARY SCHOOL],-0.2301119513145608,0.01049969820559087,-21.916053853055605,1.826185913737044e-106,-0.25069098164605874,-0.20953292098306286,uncontrolled,200
C(boundary_school_name)[T.YANGZHENG PRIMARY SCHOOL],-0.04578272732598361,0.015524164064746571,-2.949126737841585,0.003186732619996346,-0.07620952978297782,-0.015355924868989401,uncontrolled,200
C(boundary_school_name)[T.YEW TEE PRIMARY SCHOOL],-0.10012883937415323,0.014691849416937906,-6.815264473015693,9.409050708342279e-12,-0.12892433509763732,-0.07133334365066915,uncontrolled,200
C(boundary_school_name)[T.YIO CHU KANG PRIMARY SCHOOL],0.142531006479022,0.009364834658171563,15.219810245624824,2.6128779462783296e-52,0.12417626782783328,0.16088574513021073,uncontrolled,200
C(boundary_school_name)[T.YISHUN PRIMARY SCHOOL],-0.020948933656683745,0.010077472312689306,-2.078788510319732,0.03763679340769183,-0.04070041644475435,-0.001197450868613139,uncontrolled,200
C(boundary_school_name)[T.YU NENG PRIMARY SCHOOL],-0.07567208459113989,0.011323588833031393,-6.682694480251807,2.3458832523947283e-11,-0.09786591087962136,-0.05347825830265841,uncontrolled,200
C(boundary_school_name)[T.YUHUA PRIMARY SCHOOL],0.005381247624425313,0.011323425394107188,0.475231428400258,0.6346220283436743,-0.016812258329651043,0.027574753578501667,uncontrolled,200
C(boundary_school_name)[T.ZHANGDE PRIMARY SCHOOL],0.06770471293855225,0.015998942806546183,4.231824174710466,2.318035905032435e-05,0.03634736124700556,0.09906206463009895,uncontrolled,200
C(boundary_school_name)[T.ZHENGHUA PRIMARY SCHOOL],-0.05935836290563501,0.009677179001282656,-6.1338498438199185,8.577748556964434e-10,-0.0783252852200963,-0.040391440591173715,uncontrolled,200
C(boundary_school_name)[T.ZHONGHUA PRIMARY SCHOOL],-0.08779737465716157,0.014425721793514989,-6.086168575400535,1.1564468022056906e-09,-0.11607126982344551,-0.05952347949087764,uncontrolled,200
treat,-0.0008022816613802439,0.002129031875356648,-0.3768293329313581,0.7063004404176414,-0.0049751074590170434,0.003370544136256555,uncontrolled,200
running_km,0.10304555675415773,0.01505712821233629,6.843639457737539,7.720609110626353e-12,0.07353412774737664,0.13255698576093883,uncontrolled,200
treat:running_km,-0.13515247250055834,0.021579492474644472,-6.263005149882933,3.776281431121967e-10,-0.17744750055551461,-0.09285744444560205,uncontrolled,200
treat:good_school,-0.028955721672033384,0.0054272942995271575,-5.335203892399219,9.543725451206673e-08,-0.03959302303260615,-0.018318420311460616,uncontrolled,200
running_km:good_school,-0.17525192698192243,0.037550279093584556,-4.667127148247059,3.054403302214227e-06,-0.24884912161477551,-0.10165473234906935,uncontrolled,200
treat:running_km:good_school,0.1395884003002435,0.05413459291716819,2.5785434558236897,0.009921781944688691,0.03348654786485675,0.24569025273563025,uncontrolled,200
Intercept,10.575811467338928,0.05760114943726919,183.60417406004314,0.0,10.462915288973772,10.688707645704085,controlled,200
C(boundary_school_name)[T.AHMAD IBRAHIM PRIMARY SCHOOL],0.03584823552047938,0.004871940335426165,7.358102327282219,1.8654303157905434e-13,0.026299407928216105,0.04539706311274266,controlled,200
C(boundary_school_name)[T.AI TONG SCHOOL],0.14564783573854975,0.0041586424954424715,35.02292776985946,1.0074901661157783e-268,0.13749704622290473,0.15379862525419477,controlled,200
C(boundary_school_name)[T.ALEXANDRA PRIMARY SCHOOL],0.44963874028489004,0.014745234215264264,30.493835073804664,3.145528092529265e-204,0.4207386122793644,0.4785388682904157,controlled,200
C(boundary_school_name)[T.ANCHOR GREEN PRIMARY SCHOOL],-0.09934820643467018,0.004657269784588727,-21.331855578438088,5.748188041324632e-101,-0.10847628747875071,-0.09022012539058966,controlled,200
C(boundary_school_name)[T.ANDERSON PRIMARY SCHOOL],0.09335597029762636,0.005381721838038366,17.34685907357385,2.083277792677602e-67,0.08280798932025847,0.10390395127499426,controlled,200
C(boundary_school_name)[T.ANG MO KIO PRIMARY SCHOOL],0.16279047972762556,0.004214562575570653,38.62571187606194,0.0,0.1545300888689167,0.17105087058633442,controlled,200
C(boundary_school_name)[T.ANGLO-CHINESE SCHOOL (JUNIOR)],0.23022278531588863,0.007243980804937422,31.781252810467304,1.1754310162042619e-221,0.2160248438335118,0.24442072679826546,controlled,200
C(boundary_school_name)[T.ANGSANA PRIMARY SCHOOL],0.12549214791368551,0.006724203748992329,18.66275214109796,9.947355207210894e-78,0.11231295074095134,0.13867134508641968,controlled,200
C(boundary_school_name)[T.BEACON PRIMARY SCHOOL],0.07734916262953409,0.004417859546117714,17.508289211572215,1.2386089638591664e-68,0.0686903170303869,0.08600800822868128,controlled,200
C(boundary_school_name)[T.BEDOK GREEN PRIMARY SCHOOL],0.15898839223570593,0.0060119583445249185,26.445358255101088,4.126051462534321e-154,0.14720517040388204,0.17077161406752983,controlled,200
C(boundary_school_name)[T.BENDEMEER PRIMARY SCHOOL],0.192719607518348,0.004886300521916837,39.44080120613343,0.0,0.18314263447775173,0.20229658055894426,controlled,200
C(boundary_school_name)[T.BLANGAH RISE PRIMARY SCHOOL],0.22462361551477952,0.015051033269832497,14.92413254876018,2.296019933188428e-50,0.1951241323757937,0.25412309865376537,controlled,200
C(boundary_school_name)[T.BOON LAY GARDEN PRIMARY SCHOOL],-0.02548461255092702,0.003301977347279873,-7.717985276888989,1.1818284816637127e-14,-0.03195636922936268,-0.019012855872491363,controlled,200
C(boundary_school_name)[T.BUKIT PANJANG PRIMARY SCHOOL],0.07337749946378311,0.005415327680829668,13.549964801491225,7.926814159925739e-42,0.06276365224487414,0.08399134668269208,controlled,200
C(boundary_school_name)[T.BUKIT TIMAH PRIMARY SCHOOL],0.07430944456103857,0.004997497212386292,14.869331868132448,5.213099026254596e-50,0.06451453001192212,0.08410435911015501,controlled,200
C(boundary_school_name)[T.BUKIT VIEW PRIMARY SCHOOL],0.06394829158260194,0.002506367212330077,25.514334558802172,1.3667999915502032e-143,0.05903590211440294,0.06886068105080095,controlled,200
C(boundary_school_name)[T.CANBERRA PRIMARY SCHOOL],-0.09267831993062976,0.0038655833503849343,-23.975248113949185,5.040474527214431e-127,-0.1002547240766219,-0.08510191578463762,controlled,200
C(boundary_school_name)[T.CANOSSA CATHOLIC PRIMARY SCHOOL],0.19481528984860613,0.0048556847438705935,40.12107460117227,0.0,0.18529832263033919,0.20433225706687308,controlled,200
C(boundary_school_name)[T.CANTONMENT PRIMARY SCHOOL],0.3351559628957112,0.01055210792091276,31.761991576249923,2.1688576581654774e-221,0.31447421140974235,0.35583771438168005,controlled,200
C(boundary_school_name)[T.CASUARINA PRIMARY SCHOOL],0.07162375414343107,0.006909498927434059,10.365983828299047,3.5409561768037984e-25,0.05808138509444218,0.08516612319241995,controlled,200
C(boundary_school_name)[T.CEDAR PRIMARY SCHOOL],0.3111605913457965,0.005112643092408285,60.86100393118305,0.0,0.3011399950188688,0.3211811876727242,controlled,200
C(boundary_school_name)[T.CHANGKAT PRIMARY SCHOOL],0.1448533480341556,0.006809871388944323,21.2710842482755,2.103618023521505e-100,0.13150624537247496,0.15820045069583621,controlled,200
C(boundary_school_name)[T.CHIJ (KATONG) PRIMARY],0.41231366108087103,0.023892787093912966,17.256825646176452,9.942874711598694e-67,0.3654846588865182,0.45914266327522385,controlled,200
C(boundary_school_name)[T.CHIJ (KELLOCK)],0.39503003119628627,0.015480859164547847,25.5173196136898,1.266414221020062e-143,0.3646881047840357,0.42537195760853685,controlled,200
C(boundary_school_name)[T.CHIJ OUR LADY OF GOOD COUNSEL],0.12973572963271457,0.004472834407498164,29.00526105219285,5.6474502009645e-185,0.12096913528520661,0.13850232398022252,controlled,200
C(boundary_school_name)[T.CHIJ OUR LADY OF THE NATIVITY],-0.042457455603171726,0.00473422075871781,-8.968203589785844,3.013895713742649e-19,-0.05173635778512052,-0.03317855342122293,controlled,200
C(boundary_school_name)[T.CHIJ OUR LADY QUEEN OF PEACE],0.06673331015913761,0.004501560461953302,14.824483803596612,1.0175913230272898e-49,0.05791041377947965,0.07555620653879556,controlled,200
C(boundary_school_name)[T.CHIJ PRIMARY (TOA PAYOH)],0.16503945655953245,0.004717223011669789,34.98657073266338,3.60084365975864e-268,0.1557938693496161,0.1742850437694488,controlled,200
C(boundary_school_name)[T.CHONGFU SCHOOL],0.036095763650906755,0.004334307165352328,8.327920074389235,8.227502770531754e-17,0.027600677708882297,0.04459084959293121,controlled,200
C(boundary_school_name)[T.CHONGZHENG PRIMARY SCHOOL],0.1098247323828806,0.006768583899279963,16.225658722286603,3.3213517196259205e-59,0.09655855171395418,0.12309091305180701,controlled,200
C(boundary_school_name)[T.CHUA CHU KANG PRIMARY SCHOOL],0.06316799803018198,0.00449583968132408,14.050322633296886,7.668388325937099e-45,0.054356314174520755,0.07197968188584322,controlled,200
C(boundary_school_name)[T.CLEMENTI PRIMARY SCHOOL],-0.1507956111945502,0.008018224195346117,-18.806609483690163,6.666765746970941e-79,-0.16651104183739623,-0.13508018055170418,controlled,200
C(boundary_school_name)[T.COMPASSVALE PRIMARY SCHOOL],-0.11793467469690568,0.0044691777123910485,-26.388450468175634,1.8593211506026982e-153,-0.12669410205370124,-0.10917524734011011,controlled,200
C(boundary_school_name)[T.CONCORD PRIMARY SCHOOL],0.04065947524189652,0.0033201211722102544,12.246382927894434,1.7565709935700956e-34,0.03415215732005551,0.04716679316373752,controlled,200
C(boundary_school_name)[T.CORPORATION PRIMARY SCHOOL],0.0005654227886565285,0.003135487331088989,0.1803301142537709,0.8568934154272201,-0.005580019454259506,0.006710865031572563,controlled,200
C(boundary_school_name)[T.DAMAI PRIMARY SCHOOL],0.12746955218190623,0.00586120266756963,21.748019888000556,7.21262500587314e-105,0.11598180604737966,0.1389572983164328,controlled,200
C(boundary_school_name)[T.DAZHONG PRIMARY SCHOOL],0.0343824903390534,0.0027335066925153893,12.57816212164252,2.7843232933596622e-36,0.02902491567022403,0.03974006500788277,controlled,200
C(boundary_school_name)[T.DE LA SALLE SCHOOL],-0.04619364074516157,0.0035921276407690416,-12.859688007988474,7.588232585618578e-38,-0.05323408154893973,-0.039153199941383415,controlled,200
C(boundary_school_name)[T.EAST SPRING PRIMARY SCHOOL],0.11711219301150057,0.006760280152988715,17.32357097060916,3.12358503149525e-67,0.10386228738624176,0.13036209863675938,controlled,200
C(boundary_school_name)[T.EDGEFIELD PRIMARY SCHOOL],-0.13838155236165037,0.004509520440597417,-30.68653400832965,8.608543172200232e-207,-0.1472200500127685,-0.12954305471053223,controlled,200
C(boundary_school_name)[T.ELIAS PARK PRIMARY SCHOOL],0.06558303415782407,0.006998778192151108,9.370640468556815,7.20937135781517e-21,0.05186568096542355,0.0793003873502246,controlled,200
C(boundary_school_name)[T.ENDEAVOUR PRIMARY SCHOOL],-0.07715524759843273,0.004374569351059946,-17.63722126836056,1.2758240154830286e-69,-0.08572924597438297,-0.06858124922248249,controlled,200
