OBJECTID,STATION_NA,EXIT_CODE,INC_CRC,FMEL_UPD_D,STATION_NAME_ENGLISH,lines_present,line_count,lines_present_json,is_tagged
17753,HARBOURFRONT MRT STATION,Exit A,8A673F2CF4ABB497,20251202172807,HARBOURFRONT MRT STATION,"['Circle Line', 'North East Line']",2,"[""Circle Line"", ""North East Line""]",True
17754,CHINATOWN MRT STATION,Exit A,3A1CC9F9DAB5860F,20251202172807,CHINATOWN MRT STATION,"['Downtown Line', 'North East Line']",2,"[""Downtown Line"", ""North East Line""]",True
17755,CLARKE QUAY MRT STATION,Exit B,30B1E5E1C8017C54,20251202172807,CLARKE QUAY MRT STATION,['North East Line'],1,"[""North East Line""]",True
17756,CLARKE QUAY MRT STATION,Exit G,804AAB0D2993008D,20251202172807,CLARKE QUAY MRT STATION,['North East Line'],1,"[""North East Line""]",True
17757,LITTLE INDIA MRT STATION,Exit A,42434AF40AAA3CAF,20251202172807,LITTLE INDIA MRT STATION,"['Downtown Line', 'North East Line']",2,"[""Downtown Line"", ""North East Line""]",True
17758,LITTLE INDIA MRT STATION,Exit C,8A50DC395B46AA31,20251202172807,LITTLE INDIA MRT STATION,"['Downtown Line', 'North East Line']",2,"[""Downtown Line"", ""North East Line""]",True
17759,LITTLE INDIA MRT STATION,Exit E,6710D2143B21969B,20251202172807,LITTLE INDIA MRT STATION,"['Downtown Line', 'North East Line']",2,"[""Downtown Line"", ""North East Line""]",True
17760,FARRER PARK MRT STATION,Exit D,173209DA7F23FABE,20251202172807,FARRER PARK MRT STATION,['North East Line'],1,"[""North East Line""]",True
17761,FARRER PARK MRT STATION,Exit C,6551D0EB84199FBF,20251202172807,FARRER PARK MRT STATION,['North East Line'],1,"[""North East Line""]",True
17601,MARYMOUNT MRT STATION,Exit B,00445EC81B4CF09B,20251202172807,MARYMOUNT MRT STATION,['Circle Line'],1,"[""Circle Line""]",True
17602,MARYMOUNT MRT STATION,Exit A,D6F8DA032170A0CA,20251202172807,MARYMOUNT MRT STATION,['Circle Line'],1,"[""Circle Line""]",True
17603,DHOBY GHAUT MRT STATION,Exit C,D718E6930765A66B,20251202172807,DHOBY GHAUT MRT STATION,"['Circle Line', 'North East Line', 'North-South Line']",3,"[""Circle Line"", ""North East Line"", ""North-South Line""]",True
17604,CALDECOTT MRT STATION,Exit 1,B27228AA1D3CABE9,20251202172807,CALDECOTT MRT STATION,"['Circle Line', 'Thomson-East Coast Line']",2,"[""Circle Line"", ""Thomson-East Coast Line""]",True
17605,EXPO MRT STATION,Exit A,FD3508562E82B730,20251202172807,EXPO MRT STATION,"['Changi Airport Branch Line', 'Downtown Line']",2,"[""Changi Airport Branch Line"", ""Downtown Line""]",True
17606,EXPO MRT STATION,Exit B,697283586E726E3F,20251202172807,EXPO MRT STATION,"['Changi Airport Branch Line', 'Downtown Line']",2,"[""Changi Airport Branch Line"", ""Downtown Line""]",True
17607,ADMIRALTY MRT STATION,Exit B,37905A3114C1A244,20251202172807,ADMIRALTY MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17608,ADMIRALTY MRT STATION,Exit D,746E9DB47E3B63DD,20251202172807,ADMIRALTY MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17609,ANG MO KIO MRT STATION,Exit C,65B35A9BB66315DF,20251202172807,ANG MO KIO MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17610,BAYFRONT MRT STATION,Exit A,9446A698C2D12F17,20251202172807,BAYFRONT MRT STATION,"['Circle Line Extension', 'Downtown Line']",2,"[""Circle Line Extension"", ""Downtown Line""]",True
17611,BAYFRONT MRT STATION,Exit E,2379024BE499AD08,20251202172807,BAYFRONT MRT STATION,"['Circle Line Extension', 'Downtown Line']",2,"[""Circle Line Extension"", ""Downtown Line""]",True
17612,BAYFRONT MRT STATION,Exit D,D926E2FE3DE5668D,20251202172807,BAYFRONT MRT STATION,"['Circle Line Extension', 'Downtown Line']",2,"[""Circle Line Extension"", ""Downtown Line""]",True
17613,TAMPINES MRT STATION,Exit B,B610E91C58D66F87,20251202172807,TAMPINES MRT STATION,"['Downtown Line', 'East-West Line']",2,"[""Downtown Line"", ""East-West Line""]",True
17614,HOUGANG MRT STATION,Exit C,CAD432D1FEF31915,20251202172807,HOUGANG MRT STATION,['North East Line'],1,"[""North East Line""]",True
17615,HOUGANG MRT STATION,Exit A,2D8A3BEA17E41AFD,20251202172807,HOUGANG MRT STATION,['North East Line'],1,"[""North East Line""]",True
17616,KOVAN MRT STATION,Exit B,420650AF4622E265,20251202172807,KOVAN MRT STATION,['North East Line'],1,"[""North East Line""]",True
17617,KOVAN MRT STATION,Exit C,A740F42ACFBB45B6,20251202172807,KOVAN MRT STATION,['North East Line'],1,"[""North East Line""]",True
17618,KOVAN MRT STATION,Exit A,AECA4062F6010632,20251202172807,KOVAN MRT STATION,['North East Line'],1,"[""North East Line""]",True
17619,EUNOS MRT STATION,Exit A,8EBFC6F8732D28BD,20251202172807,EUNOS MRT STATION,['East-West Line'],1,"[""East-West Line""]",True
17620,EUNOS MRT STATION,Exit B,C83CDC2726150409,20251202172807,EUNOS MRT STATION,['East-West Line'],1,"[""East-West Line""]",True
17621,KEMBANGAN MRT STATION,Exit B,E09063B99CE6B24F,20251202172807,KEMBANGAN MRT STATION,['East-West Line'],1,"[""East-West Line""]",True
17622,KEMBANGAN MRT STATION,Exit A,85173EF160C47192,20251202172807,KEMBANGAN MRT STATION,['East-West Line'],1,"[""East-West Line""]",True
17623,BEDOK MRT STATION,Exit A,20B9A6B793404FF3,20251202172807,BEDOK MRT STATION,['East-West Line'],1,"[""East-West Line""]",True
17624,BEDOK MRT STATION,Exit B,29CA710B93C2CB4B,20251202172807,BEDOK MRT STATION,['East-West Line'],1,"[""East-West Line""]",True
17625,ANG MO KIO MRT STATION,Exit B,87583D09ABBEFC42,20251202172807,ANG MO KIO MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17626,ANG MO KIO MRT STATION,Exit A,6CB268C777B52269,20251202172807,ANG MO KIO MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17627,BISHAN MRT STATION,Exit B,1B5DEBDC60CE4A0E,20251202172807,BISHAN MRT STATION,"['Circle Line', 'North-South Line']",2,"[""Circle Line"", ""North-South Line""]",True
17628,BISHAN MRT STATION,Exit E,03844339B281C755,20251202172807,BISHAN MRT STATION,"['Circle Line', 'North-South Line']",2,"[""Circle Line"", ""North-South Line""]",True
17629,BISHAN MRT STATION,Exit C,2C4E7954EAAC322A,20251202172807,BISHAN MRT STATION,"['Circle Line', 'North-South Line']",2,"[""Circle Line"", ""North-South Line""]",True
17630,BRADDELL MRT STATION,Exit C,90DD180B16820DA9,20251202172807,BRADDELL MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17631,BRADDELL MRT STATION,Exit B,B8C182EB1FFEA0F7,20251202172807,BRADDELL MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17632,BRADDELL MRT STATION,Exit A,6D90E5E9F8684602,20251202172807,BRADDELL MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17633,TOA PAYOH MRT STATION,Exit B,DE385222B3EA4A3C,20251202172807,TOA PAYOH MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17634,TOA PAYOH MRT STATION,Exit C,4C8924227130F1F0,20251202172807,TOA PAYOH MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17635,NOVENA MRT STATION,Exit B,F8D815A9ADA89BE1,20251202172807,NOVENA MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17636,NOVENA MRT STATION,Exit A,1C30DBBBBC9F938C,20251202172807,NOVENA MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17637,TOA PAYOH MRT STATION,Exit D,5AB7564CE0D0C509,20251202172807,TOA PAYOH MRT STATION,['North-South Line'],1,"[""North-South Line""]",True
17638,WOODLEIGH MRT STATION,Exit C,021A225B04A13444,20251202172807,WOODLEIGH MRT STATION,['North East Line'],1,"[""North East Line""]",True
17639,WOODLEIGH MRT STATION,Exit A,390C6CA013A0C83B,20251202172807,WOODLEIGH MRT STATION,['North East Line'],1,"[""North East Line""]",True
17640,WOODLEIGH MRT STATION,Exit B,6AA9CF467B21891C,20251202172807,WOODLEIGH MRT STATION,['North East Line'],1,"[""North East Line""]",True
17641,MACPHERSON MRT STATION,Exit A,AB2B8B46B299062B,20251202172807,MACPHERSON MRT STATION,"['Circle Line', 'Downtown Line']",2,"[""Circle Line"", ""Downtown Line""]",True
17642,MACPHERSON MRT STATION,Exit B,A4023956A12A2155,20251202172807,MACPHERSON MRT STATION,"['Circle Line', 'Downtown Line']",2,"[""Circle Line"", ""Downtown Line""]",True
17643,MACPHERSON MRT STATION,Exit C,DA5558C22F66CC7C,20251202172807,MACPHERSON MRT STATION,"['Circle Line', 'Downtown Line']",2,"[""Circle Line"", ""Downtown Line""]",True
17644,TONGKANG LRT STATION,Exit B,F83D29999DC4CC0E,20251202172807,TONGKANG LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17645,TONGKANG LRT STATION,Exit A,DB46A51FA82F6865,20251202172807,TONGKANG LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17646,RENJONG LRT STATION,Exit A,35048F84F3D858BC,20251202172807,RENJONG LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17647,RENJONG LRT STATION,Exit B,B0178F7E6DD16A1A,20251202172807,RENJONG LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17648,RANGGUNG LRT STATION,Exit A,077813950167F0B1,20251202172807,RANGGUNG LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17649,RANGGUNG LRT STATION,Exit B,8D5E7FC2B8D737C3,20251202172807,RANGGUNG LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17650,KANGKAR LRT STATION,Exit A,8F3E5F0D6E718156,20251202172807,KANGKAR LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17651,KANGKAR LRT STATION,Exit B,09AD446CDB37F542,20251202172807,KANGKAR LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17652,BAKAU LRT STATION,Exit A,8A3C1E7317417FD2,20251202172807,BAKAU LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17653,BAKAU LRT STATION,Exit B,FD691A27B9222ACC,20251202172807,BAKAU LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17654,RUMBIA LRT STATION,Exit A,19F50D0B45ED2625,20251202172807,RUMBIA LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17655,RUMBIA LRT STATION,Exit B,24270D468CB0C551,20251202172807,RUMBIA LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17656,ONE-NORTH MRT STATION,Exit A,1C5F562480779031,20251202172807,ONE-NORTH MRT STATION,['Circle Line'],1,"[""Circle Line""]",True
17657,KENT RIDGE MRT STATION,Exit B,3A15EBE767637D7E,20251202172807,KENT RIDGE MRT STATION,['Circle Line'],1,"[""Circle Line""]",True
17658,KENT RIDGE MRT STATION,Exit A,D5D0496822FDF5DF,20251202172807,KENT RIDGE MRT STATION,['Circle Line'],1,"[""Circle Line""]",True
17659,HAW PAR VILLA MRT STATION,Exit A,F33EEDAA74A75803,20251202172807,HAW PAR VILLA MRT STATION,['Circle Line'],1,"[""Circle Line""]",True
17660,PASIR PANJANG MRT STATION,Exit A,DC64D55F9888B200,20251202172807,PASIR PANJANG MRT STATION,['Circle Line'],1,"[""Circle Line""]",True
17661,LABRADOR PARK MRT STATION,Exit A,77D4BE63E9419638,20251202172807,LABRADOR PARK MRT STATION,['Circle Line'],1,"[""Circle Line""]",True
17662,TELOK BLANGAH MRT STATION,Exit A,A4D239AA865A436A,20251202172807,TELOK BLANGAH MRT STATION,['Circle Line'],1,"[""Circle Line""]",True
17663,TAN KAH KEE MRT STATION,Exit A,90A659920312F326,20251202172807,TAN KAH KEE MRT STATION,['Downtown Line'],1,"[""Downtown Line""]",True
17664,CASHEW MRT STATION,Exit A,CC93934ACEAF445A,20251202172807,CASHEW MRT STATION,['Downtown Line'],1,"[""Downtown Line""]",True
17665,SIXTH AVENUE MRT STATION,Exit A,2C20FEBDCFC154A5,20251202172807,SIXTH AVENUE MRT STATION,['Downtown Line'],1,"[""Downtown Line""]",True
17666,KING ALBERT PARK MRT STATION,Exit A,E65E02F76E0D2687,20251202172807,KING ALBERT PARK MRT STATION,['Downtown Line'],1,"[""Downtown Line""]",True
17667,HILLVIEW MRT STATION,Exit B,A858C4A736160A26,20251202172807,HILLVIEW MRT STATION,['Downtown Line'],1,"[""Downtown Line""]",True
17668,BUKIT PANJANG MRT STATION,Exit A,73796FEF5F3AC744,20251202172807,BUKIT PANJANG MRT STATION,['Downtown Line'],1,"[""Downtown Line""]",True
17669,ROCHOR MRT STATION,Exit A,3D9484B6A1206900,20251202172807,ROCHOR MRT STATION,['Downtown Line'],1,"[""Downtown Line""]",True
17670,DOWNTOWN MRT STATION,Exit F,EF75BE606A770937,20251202172807,DOWNTOWN MRT STATION,['Downtown Line'],1,"[""Downtown Line""]",True
17671,TELOK AYER MRT STATION,Exit A,974D41D519377A08,20251202172807,TELOK AYER MRT STATION,['Downtown Line'],1,"[""Downtown Line""]",True
17672,PIONEER MRT STATION,Exit A,2362DB8619A766E8,20251202172807,PIONEER MRT STATION,['East-West Line'],1,"[""East-West Line""]",True
17673,PIONEER MRT STATION,Exit B,72551C3253621E4C,20251202172807,PIONEER MRT STATION,['East-West Line'],1,"[""East-West Line""]",True
17674,TANJONG PAGAR MRT STATION,Exit I,80D1390DC9F96913,20251202172807,TANJONG PAGAR MRT STATION,['East-West Line'],1,"[""East-West Line""]",True
17675,BUONA VISTA MRT STATION,Exit D,D90F93DC24A3A902,20251202172807,BUONA VISTA MRT STATION,"['Circle Line', 'East-West Line']",2,"[""Circle Line"", ""East-West Line""]",True
17676,COMPASSVALE LRT STATION,Exit A,7A6540195C75D6C2,20251202172807,COMPASSVALE LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17677,COMPASSVALE LRT STATION,Exit B,5E01800475DDF5ED,20251202172807,COMPASSVALE LRT STATION,['Sengkang LRT'],1,"[""Sengkang LRT""]",True
17678,PUNGGOL POINT LRT STATION,Exit B,45E35F4903E99C73,20251202172807,PUNGGOL POINT LRT STATION,['Punggol LRT'],1,"[""Punggol LRT""]",True
17679,PUNGGOL POINT LRT STATION,Exit A,A61E18152335BFC3,20251202172807,PUNGGOL POINT LRT STATION,['Punggol LRT'],1,"[""Punggol LRT""]",True
17680,NIBONG LRT STATION,Exit A,853F2A40C64D662F,20251202172807,NIBONG LRT STATION,['Punggol LRT'],1,"[""Punggol LRT""]",True
17681,NIBONG LRT STATION,Exit B,BDB536DD4D5059E3,20251202172807,NIBONG LRT STATION,['Punggol LRT'],1,"[""Punggol LRT""]",True
