specification,rows,coef_log_points,std_err,p_value,premium_pct,ci_low_pct,ci_high_pct,r_squared
raw_only,100000,-0.008501377614078785,0.002191950908861294,0.00010519024084318546,-0.008465343090077182,-0.012716060308796573,-0.00419632455382668,0.00015040432628410372
structural,100000,-0.02669892763376563,0.0014923061860101518,1.7909590683908167e-71,-0.02634566218409362,-0.029189362525618767,-0.023493632070190285,0.5521680218781864
structural_plus_time,100000,-0.027108203071185128,0.0010484416335404102,6.41444422337422e-147,-0.026744073453563888,-0.028742007912799017,-0.024742029126368026,0.7796635502733751
structural_plus_time_town,100000,0.0018239428273722248,0.000751377358942448,0.015206477367444722,0.0018256072228579612,0.0003513048969621124,0.003302082352785174,0.9167717147627674
add_access_amenities,100000,-0.0008480497772485607,0.0007081545602492954,0.23109548897419277,-0.000847690284665914,-0.0022335346564458236,0.0005400789509868442,0.9327992131222992
add_school_counts,100000,-0.01686009041794606,0.001687102142331915,1.6689385629360582e-23,-0.016718754520258394,-0.019964820602000888,-0.013461936839768707,0.9340663404121123
