specification,bandwidth_m,sample_size,cutoff_coef_log_points,cutoff_std_err,cutoff_p_value,cutoff_premium_pct,cutoff_price_jump_sgd_at_local_mean_price,cutoff_price_jump_sgd_at_local_median_price,local_mean_resale_price,local_median_resale_price,cutoff_ci_low_pct,cutoff_ci_high_pct,r_squared,boundary_school_name,school_group,inside_n,outside_n
controlled,100,951,-0.005023070360454504,0.00679512139488086,0.4597751405455409,-0.005010475839077988,-2571.8150940625865,-2580.395057125164,513287.5951629863,515000.0,-0.018174326513529238,0.008329869471090046,0.9543271721685428,CONCORD PRIMARY SCHOOL,non_good,430,521
uncontrolled,100,951,0.07839303365306405,0.0297315086878925,0.008371712625824599,0.0815476597724274,41857.40217575866,41997.044782800105,513287.5951629863,515000.0,0.020323033456651762,0.14644607835260715,0.0417529196639731,CONCORD PRIMARY SCHOOL,non_good,430,521
controlled,200,1876,0.006739558337607754,0.004801163214675001,0.1603979316059848,0.0067623202672864036,3562.5672372360514,3550.2181403253617,526826.1626812367,525000.0,-0.0026671583591357795,0.016280951745649253,0.9490535189235483,CONCORD PRIMARY SCHOOL,non_good,788,1088
uncontrolled,200,1876,-0.02095557667693415,0.020181788947034852,0.2991113787303028,-0.020737534303900018,-10925.07562079416,-10887.20550954751,526826.1626812367,525000.0,-0.05871741632134575,0.018774800839812977,0.023645395281681303,CONCORD PRIMARY SCHOOL,non_good,788,1088
controlled,300,2636,0.005059803795717466,0.004154525593517277,0.22326132896722284,0.0050726262201383765,2665.8732741766203,2663.128765572648,525541.0429400607,525000.0,-0.003078318598944918,0.01329021408920572,0.944695051929286,CONCORD PRIMARY SCHOOL,non_good,1056,1580
uncontrolled,300,2636,-0.044228502389276114,0.017160041811399292,0.009954314527155622,-0.0432646838116838,-22737.367052864265,-22713.959001133997,525541.0429400607,525000.0,-0.07490809008878696,-0.010538893016793782,0.019863861074533862,CONCORD PRIMARY SCHOOL,non_good,1056,1580
controlled,500,4083,0.003979940525736761,0.003486962978011787,0.2537129305980429,0.0039878710064877865,2093.329581308637,2085.209894840386,524924.0955645359,522888.0,-0.002850436680068791,0.010873074819499617,0.9398972035499579,CONCORD PRIMARY SCHOOL,non_good,1960,2123
uncontrolled,500,4083,-0.036882912130521174,0.013803046800890255,0.007538158677396245,-0.03621102325934078,-19008.038633875833,-18934.309530030183,524924.0955645359,522888.0,-0.06193579534626925,-0.009780794237117862,0.025478059574509326,CONCORD PRIMARY SCHOOL,non_good,1960,2123
controlled,100,1720,-5.11492245330869e-05,0.008159278513479484,0.994998220837297,-5.114791643379135e-05,-24.311890326682104,-24.039520723881935,475325.1358372093,470000.0,-0.015915326287272547,0.016068772833190526,0.947517995292242,CORPORATION PRIMARY SCHOOL,non_good,899,821
uncontrolled,100,1720,0.03296900785636303,0.02769776717123888,0.23392345665238967,0.033518507790901486,15932.189268770808,15753.698661723698,475325.1358372093,470000.0,-0.021092980365660985,0.09117667410877517,0.030695782110649272,CORPORATION PRIMARY SCHOOL,non_good,899,821
controlled,200,3026,-0.018273952729005134,0.005520523877332545,0.0009323448406004949,-0.018107996484560962,-8757.217320786427,-8691.838312589261,483610.5047984137,480000.0,-0.02867501877007883,-0.0074260158049520575,0.9430330148487656,CORPORATION PRIMARY SCHOOL,non_good,1580,1446
uncontrolled,200,3026,-0.07069383827034519,0.020511471962259116,0.0005677909673766539,-0.06825288622865866,-33007.81276299032,-32761.385389756157,483610.5047984137,480000.0,-0.10496846197948129,-0.030031180866251783,0.010951125945026452,CORPORATION PRIMARY SCHOOL,non_good,1580,1446
controlled,300,4353,-0.015124124577136775,0.004572271277972931,0.0009403446004215182,-0.015010329411421108,-6987.903055991938,-6904.75152925371,465539.6203813462,460000.0,-0.0237980288089652,-0.0061435237807607734,0.9415244897236521,CORPORATION PRIMARY SCHOOL,non_good,2282,2071
uncontrolled,300,4353,-0.020077901158621743,0.017319819939209592,0.2463566513036607,-0.019877682331439828,-9253.84868663949,-9143.73387246232,465539.6203813462,460000.0,-0.05259134048472036,0.013965565908464095,0.009158353179466783,CORPORATION PRIMARY SCHOOL,non_good,2282,2071
controlled,500,6687,-0.008996609720538099,0.003764864345648018,0.016865635252994633,-0.008956261317578762,-4156.291180659988,-4119.880206086231,464065.42119336023,460000.0,-0.016242390258505268,-0.001616168194400247,0.9352201339897986,CORPORATION PRIMARY SCHOOL,non_good,3041,3646
uncontrolled,500,6687,0.007485396610121892,0.01416545059601715,0.5972034892461369,0.007513482224914325,3486.7472933336917,3456.2018234605894,464065.42119336023,460000.0,-0.020074652812207883,0.03587831438188438,0.04610612186398777,CORPORATION PRIMARY SCHOOL,non_good,3041,3646
controlled,100,1171,-0.028250920707201324,0.007413840739412218,0.00013864965082717787,-0.027855594966615493,-12652.337555828006,-11838.627860811584,454211.7147736977,425000.0,-0.04187980900930577,-0.013626105446626569,0.9578874715302683,DAMAI PRIMARY SCHOOL,non_good,708,463
uncontrolled,100,1171,0.08984572797197679,0.027189662301007146,0.0009517732894698781,0.09400549623937948,42698.39764504095,39952.33590173628,454211.7147736977,425000.0,0.03723030242695602,0.15388841128294684,0.05963917498458271,DAMAI PRIMARY SCHOOL,non_good,708,463
controlled,200,2628,-0.03352310893524538,0.005874141572591496,1.1505573542390917e-08,-0.03296743611970676,-14789.433328515563,-13681.485989678305,448607.32496194827,415000.0,-0.044037341096084814,-0.021769343295147903,0.9499640353331107,DAMAI PRIMARY SCHOOL,non_good,1561,1067
uncontrolled,200,2628,0.0910594600398219,0.023792097806234102,0.00012955736979127722,0.09533413193333184,42767.58990418145,39563.66475233272,448607.32496194827,415000.0,0.04542860362557799,0.1476219958181293,0.01981501189743562,DAMAI PRIMARY SCHOOL,non_good,1561,1067
controlled,300,3665,-0.03408325536332117,0.005092462559133248,2.1881630316597854e-11,-0.033508964274507114,-15021.388475144178,-13768.431312823679,448279.70068212826,410888.0,-0.04310774682272689,-0.02381389436885284,0.9497481579610763,DAMAI PRIMARY SCHOOL,non_good,2027,1638
uncontrolled,300,3665,0.08827948287213154,0.02036119089465973,1.453142733000186e-05,0.09229335665681382,41373.23829706541,37922.232730004915,448279.70068212826,410888.0,0.04956054576420876,0.13676603204237558,0.017583418095300507,DAMAI PRIMARY SCHOOL,non_good,2027,1638
controlled,500,5327,-0.03522706366733772,0.00419898926666741,4.885670452478142e-17,-0.03461381275903597,-15691.676153734661,-14191.663231204746,453335.67448845506,410000.0,-0.04252635454010423,-0.026635881901480807,0.9504346238352249,DAMAI PRIMARY SCHOOL,non_good,2813,2514
uncontrolled,500,5327,0.16999603704617142,0.016337537476260426,2.3465820113593067e-25,0.18530015402127442,84003.17030604905,75973.06314872252,453335.67448845506,410000.0,0.1479462354772565,0.22386956087604348,0.02879827621978348,DAMAI PRIMARY SCHOOL,non_good,2813,2514
controlled,100,1451,0.021862799996021753,0.007319395472315192,0.0028175922068864635,0.022103542239979346,11810.040081096491,12554.811992308269,534305.3141833219,568000.0,0.00754510681652909,0.036872338510348435,0.9736326343106623,DAZHONG PRIMARY SCHOOL,non_good,839,612
uncontrolled,100,1451,0.17337578109143167,0.043106571246777546,5.769951198234178e-05,0.18931294243782282,101150.91118821006,107529.75130468336,534305.3141833219,568000.0,0.09295703747729278,0.2941636556134979,0.020633517588647954,DAZHONG PRIMARY SCHOOL,non_good,839,612
controlled,200,2843,0.013062361412625265,0.004879405258328351,0.0074275841434792485,0.01314804673320391,7025.94507664037,7231.425703262151,534371.7754590221,550000.0,0.003504854796271495,0.022883905038702856,0.9692449389140319,DAZHONG PRIMARY SCHOOL,non_good,1721,1122
uncontrolled,200,2843,0.11588334830602086,0.028352099899066282,4.3643519942300866e-05,0.12286488040279098,65655.52428239983,67575.68422153503,534371.7754590221,550000.0,0.062169200361788635,0.1870289019984015,0.010070360146503754,DAZHONG PRIMARY SCHOOL,non_good,1721,1122
controlled,300,3872,0.0024041443187517997,0.004004879467163521,0.5483037939950578,0.0024070365910533464,1274.2141038156012,1275.7293932582736,529370.4751110538,530000.0,-0.005430620015671184,0.010306457477194941,0.9675795881832975,DAZHONG PRIMARY SCHOOL,non_good,2141,1731
uncontrolled,300,3872,0.029878066298140604,0.023080606659849616,0.19548946439935677,0.030328894477593016,16055.22127919643,16074.314073124298,529370.4751110538,530000.0,-0.01524256080017694,0.07800925236778822,0.01467173881244832,DAZHONG PRIMARY SCHOOL,non_good,2141,1731
controlled,500,5999,0.007106039397383428,0.0030521917734475505,0.019902764149238354,0.00713134720592179,3608.4793566144317,3494.360130901677,506002.4778513086,490000.0,0.0011243751577540984,0.013174362441212617,0.9674201891395198,DAZHONG PRIMARY SCHOOL,non_good,2806,3193
uncontrolled,500,5999,0.022772319573745793,0.018067884394295665,0.20753392064754905,0.023033588305547026,11655.05275641372,11286.458269718043,506002.4778513086,490000.0,-0.012561175341835207,0.05991145645264506,0.04513023669662408,DAZHONG PRIMARY SCHOOL,non_good,2806,3193
controlled,100,874,0.015094955066737116,0.00736692102913384,0.040460337937837404,0.015209459321025687,6799.468073556829,6676.9526419302765,447055.2128146453,439000.0,0.0006560049268107271,0.02997457789729885,0.965143153234277,DE LA SALLE SCHOOL,non_good,256,618
uncontrolled,100,874,-0.0043591932513134535,0.03561851829304356,0.9025936530103058,-0.004349705759355782,-1944.5586339298875,-1909.5208283571883,447055.2128146453,439000.0,-0.07148754958231252,0.06764266647748274,0.0022291139243364455,DE LA SALLE SCHOOL,non_good,256,618
controlled,200,1553,0.005683352385994192,0.005067664910192927,0.2620779298912853,0.005699533272535584,2623.2677858996854,2564.789972641013,460260.1056020605,450000.0,-0.004240255460770337,0.01573854212455461,0.9635355867107716,DE LA SALLE SCHOOL,non_good,487,1066
uncontrolled,200,1553,-0.022472365828832167,0.025280542974385038,0.37404638277127467,-0.022221743088283397,-10227.781820475175,-9999.784389727529,460260.1056020605,450000.0,-0.06948978971524111,0.02744742521067023,0.0022205388288049077,DE LA SALLE SCHOOL,non_good,487,1066
controlled,300,2098,-0.0017972245681106488,0.004516357287256029,0.6906768052283933,-0.0017956105271127454,-836.812543738002,-825.9808424718628,466032.3222116301,460000.0,-0.010592781966851095,0.00707977969244622,0.9602122198945067,DE LA SALLE SCHOOL,non_good,703,1395
uncontrolled,300,2098,-0.015315898669933836,0.020558531366691096,0.4562778126365672,-0.015199206800438847,-7083.321640983317,-6991.6351282018695,466032.3222116301,460000.0,-0.05409261853237224,0.025293407459973105,0.008075895768014818,DE LA SALLE SCHOOL,non_good,703,1395
controlled,500,3329,-0.0334284783267249,0.0045322541769133905,1.6350240612365075e-13,-0.03287592090972591,-15733.218092113231,-15616.062432119807,478563.57044157403,475000.0,-0.041429049220474856,-0.024246474822143926,0.945067610571815,DE LA SALLE SCHOOL,non_good,1482,1847
uncontrolled,500,3329,-0.015999746992205514,0.016132590838196997,0.3213119316544264,-0.015872430952800665,-7595.967228359641,-7539.404702580316,478563.57044157403,475000.0,-0.046503595730784886,0.015742762974590985,0.027759022909664255,DE LA SALLE SCHOOL,non_good,1482,1847
controlled,100,1526,0.005026734854903479,0.0053640977905571735,0.3487033996183667,0.005039390082493211,2660.6806507823067,2570.088942071538,527976.7208387943,510000.0,-0.005471871289990271,0.015661745965479756,0.9662920244380772,EAST SPRING PRIMARY SCHOOL,non_good,796,730
uncontrolled,100,1526,0.14237924462134322,0.02729075061637112,1.8172208688222387e-07,0.15301383992765016,80787.7454479529,78037.05836310159,527976.7208387943,510000.0,0.09295973923273082,0.21636769163883973,0.026640400767466432,EAST SPRING PRIMARY SCHOOL,non_good,796,730
controlled,200,3013,-8.357877257261144e-05,0.003912911023030107,0.9829586869220938,-8.357527996427638e-05,-44.421083406604524,-43.04126918160234,531509.8367076004,515000.0,-0.007722908286703967,0.007614571347764221,0.9620816854618436,EAST SPRING PRIMARY SCHOOL,non_good,1518,1495
uncontrolled,200,3013,0.0778129602986396,0.01973981317830685,8.082859376868364e-05,0.08092046472060899,43010.02298995402,41674.03933111363,531509.8367076004,515000.0,0.03989830682071238,0.12356087454737796,0.0340151118262042,EAST SPRING PRIMARY SCHOOL,non_good,1518,1495
controlled,300,4526,-0.00043346546972512995,0.0034078848593884015,0.8987861660016925,-0.0004333715371410696,-226.5744138775906,-218.85262625624014,522817.9390190013,505000.0,-0.007087682851694033,0.006265535718368742,0.958816609391613,EAST SPRING PRIMARY SCHOOL,non_good,2092,2434
uncontrolled,300,4526,0.01437290442874189,0.016672081444050964,0.3886356922422316,0.014476691262882202,7568.673889874456,7310.729087755512,522817.9390190013,505000.0,-0.018137867612747938,0.048174609416322456,0.022441481697669907,EAST SPRING PRIMARY SCHOOL,non_good,2092,2434
controlled,500,6582,-0.003920638874506825,0.0029380590392394847,0.1820624440083124,-0.0039129632043680695,-2073.370149695746,-2015.1760502495558,529872.1305074445,515000.0,-0.00963254157260962,0.0018396469203514343,0.955214566410884,EAST SPRING PRIMARY SCHOOL,non_good,2532,4050
uncontrolled,500,6582,-0.033135711867823915,0.013894795201048901,0.01709040020254217,-0.0325927379665617,-17269.983505412925,-16785.26005277928,529872.1305074445,515000.0,-0.05858339397814205,-0.005884531196272302,0.01570673420507973,EAST SPRING PRIMARY SCHOOL,non_good,2532,4050
controlled,100,3905,0.06836491166295267,0.003921663959445111,4.665130391994342e-68,0.0707559685373289,38827.069858741736,38208.223010157606,548746.2140845071,540000.0,0.06255719430570839,0.07901800515074076,0.9299022163225625,EDGEFIELD PRIMARY SCHOOL,non_good,1990,1915
uncontrolled,100,3905,0.11629885096952343,0.0135881681634047,1.1401654148514249e-17,0.1233315306918572,67677.71054440383,66599.0265736029,548746.2140845071,540000.0,0.09380893576856653,0.1536509591228139,0.040649509565306885,EDGEFIELD PRIMARY SCHOOL,non_good,1990,1915
controlled,200,7621,0.035563672379959645,0.00299624112240134,1.7062745726333292e-32,0.03620362357847151,19503.128725298517,19187.9204965899,538706.5381183572,530000.0,0.030136213670745704,0.04230676998638039,0.925032642952379,EDGEFIELD PRIMARY SCHOOL,non_good,3685,3936
uncontrolled,200,7621,0.06278375629047717,0.0102650728228501,9.58027195301886e-10,0.06479655877609591,34906.32986025329,34342.17615133084,538706.5381183572,530000.0,0.04358741350564421,0.08643674397409162,0.036649299539567304,EDGEFIELD PRIMARY SCHOOL,non_good,3685,3936
controlled,300,12221,0.013273561020664237,0.0026301934503581855,4.497176146860274e-07,0.013362045801023736,7228.954396331002,7081.88427454258,541006.5572277228,530000.0,0.008151425279133706,0.01859959736277772,0.9188439698273301,EDGEFIELD PRIMARY SCHOOL,non_good,6169,6052
uncontrolled,300,12221,0.017616843645472044,0.008951133679970292,0.049055023453329474,0.017772935503538756,9615.274648599867,9419.65581687554,541006.5572277228,530000.0,7.26242697448587e-05,0.03578652500350055,0.017233934209436197,EDGEFIELD PRIMARY SCHOOL,non_good,6169,6052
controlled,500,17653,0.006952840705321444,0.0022582767603741842,0.0020781817427324607,0.006977067818797034,3793.461463019182,3704.823011781225,543704.255360562,531000.0,0.0025298128448276724,0.011444050960996544,0.9139212540781552,EDGEFIELD PRIMARY SCHOOL,non_good,9383,8270
uncontrolled,500,17653,-0.015919358727277396,0.007540826069706892,0.03476461988571674,-0.015793315465121194,-8586.892824638167,-8386.250511979353,543704.255360562,531000.0,-0.030232937255588954,-0.0011386908296798781,0.00885063883849213,EDGEFIELD PRIMARY SCHOOL,non_good,9383,8270
controlled,100,829,-0.006520871177863601,0.008223435068133958,0.4277999869032205,-0.006499656435319245,-3731.0483225112785,-3574.811039425585,574037.7756332931,550000.0,-0.022384469084269387,0.00964326102570956,0.9661189498727915,ELIAS PARK PRIMARY SCHOOL,non_good,396,433
uncontrolled,100,829,0.03547371285153291,0.03911285028628371,0.36442900274072876,0.03611041138186577,20728.740226849375,19860.726260026175,574037.7756332931,550000.0,-0.040350795913547066,0.11866375755070968,0.01907540903984839,ELIAS PARK PRIMARY SCHOOL,non_good,396,433
controlled,200,1543,0.005982517177979724,0.005575206177141854,0.2832452878765602,0.006000448173534734,3447.0275842542096,3300.2464954441034,574461.6876215165,550000.0,-0.004932681102944869,0.017053703308341772,0.9611623509021204,ELIAS PARK PRIMARY SCHOOL,non_good,577,966
uncontrolled,200,1543,-0.06739045695449575,0.02725366911936847,0.013409239931270188,-0.06516988085431796,-37437.599737664656,-35843.43446987488,574461.6876215165,550000.0,-0.11379559399026451,-0.013876092540743068,0.006435671438184909,ELIAS PARK PRIMARY SCHOOL,non_good,577,966
controlled,300,2220,-0.005141950135690798,0.0049424786573609245,0.2981733321515607,-0.005128752939555836,-2929.697622521198,-2802.8634814672646,571230.0157657658,546500.0,-0.014719797089560394,0.0045556536139717,0.9501204138056532,ELIAS PARK PRIMARY SCHOOL,non_good,881,1339
uncontrolled,300,2220,-0.09227947068350095,0.021507786916601147,1.7825968097944054e-05,-0.08814972148832789,-50353.76679552541,-48173.82279337119,571230.0157657658,546500.0,-0.1257900659605944,-0.048888718777319595,0.030789264047485165,ELIAS PARK PRIMARY SCHOOL,non_good,881,1339
controlled,500,4263,-0.005434525872181601,0.004170138966324443,0.19250642702093135,-0.005419785550761724,-3186.562332137291,-3089.277763934183,587949.892535773,570000.0,-0.013515827995921659,0.0027427008426479382,0.9453203037082561,ELIAS PARK PRIMARY SCHOOL,non_good,1793,2470
uncontrolled,500,4263,0.007951821054986707,0.016407894182656486,0.6279360922036388,0.007983520751762896,4693.910168056108,4550.6068285048505,587949.892535773,570000.0,-0.023916996429295678,0.04092661627164751,0.01686026789117545,ELIAS PARK PRIMARY SCHOOL,non_good,1793,2470
controlled,100,743,0.009302426159240568,0.011424866433481916,0.41551534982254656,0.00934582820250629,4264.962876366561,4158.893550115299,456349.37685060565,445000.0,-0.013005006546508158,0.03220280514807827,0.9811311192489729,ENDEAVOUR PRIMARY SCHOOL,non_good,326,417
uncontrolled,100,743,0.0055162491217381135,0.05528910312245378,0.9205261315901918,0.005531491638208985,2524.292762151006,2461.5137790029985,456349.37685060565,445000.0,-0.0977380519104809,0.12062088267945481,0.023690153094449773,ENDEAVOUR PRIMARY SCHOOL,non_good,326,417
controlled,200,1430,0.0007460615493590991,0.006372358645897435,0.906798424365189,0.0007463399225002831,353.5546381837601,350.7797635751331,473717.9769230769,470000.0,-0.01167507258201994,0.013323866559455277,0.9771450448051362,ENDEAVOUR PRIMARY SCHOOL,non_good,708,722
uncontrolled,200,1430,-0.045169614087854124,0.03592338584670003,0.20861337583877426,-0.04416465505703293,-20921.59104512318,-20757.38787680548,473717.9769230769,470000.0,-0.10915020890004945,0.02556145353547623,0.052618734793272504,ENDEAVOUR PRIMARY SCHOOL,non_good,708,722
controlled,300,1789,0.0056350189365654965,0.005288659411889884,0.2866538020907031,0.005650925519703476,2706.8669312702095,2712.4442494576683,479013.0257126886,480000.0,-0.004719581121232608,0.016129489554264076,0.9760954971771048,ENDEAVOUR PRIMARY SCHOOL,non_good,1067,722
uncontrolled,300,1789,-0.02076045475524501,0.03156929514005768,0.5107852942502902,-0.02054644008702622,-9842.012433710906,-9862.291241772586,479013.0257126886,480000.0,-0.07931403554230354,0.04197230441246336,0.03734734660799788,ENDEAVOUR PRIMARY SCHOOL,non_good,1067,722
controlled,500,2895,0.012042069560024132,0.003666042971057197,0.0010206944813298115,0.012114867197602575,5903.334806402334,5863.595723639646,487280.1913644214,484000.0,0.00486843785683555,0.019413552869857575,0.9727030865835097,ENDEAVOUR PRIMARY SCHOOL,non_good,1722,1173
uncontrolled,500,2895,0.045914652898566936,0.019652030030446327,0.01947133150002063,0.04698505000438069,22894.88415740153,22740.764202120256,487280.1913644214,484000.0,0.007424097003524643,0.08809953841002893,0.026224768587068015,ENDEAVOUR PRIMARY SCHOOL,non_good,1722,1173
controlled,100,1722,0.004097771945767536,0.0063747000395685365,0.5203422003627776,0.004106179293102086,2083.1516599808956,2083.8859912493085,507321.1643437863,507500.0,-0.008361486807779261,0.01673059878338412,0.9577357802369428,EVERGREEN PRIMARY SCHOOL,non_good,952,770
uncontrolled,100,1722,0.06086869755986058,0.02656895984855792,0.02196513224274254,0.0627593621281044,31839.15266830325,31850.376280012984,507321.1643437863,507500.0,0.008832312974788703,0.11956907730329713,0.00642624983327611,EVERGREEN PRIMARY SCHOOL,non_good,952,770
controlled,200,3694,-0.006432365773672653,0.004373225804793219,0.14133127892112374,-0.006411722394586761,-3253.815762188392,-3205.8611972933804,507479.2016783974,500000.0,-0.014891890850552092,0.002141446431971117,0.9597458656415365,EVERGREEN PRIMARY SCHOOL,non_good,1942,1752
uncontrolled,200,3694,-0.010947835172221546,0.0182595072254712,0.5487934872504392,-0.01088812571980291,-5525.497348059607,-5444.062859901455,507479.2016783974,500000.0,-0.04566113798962035,0.02515190231396436,0.0009221226444838804,EVERGREEN PRIMARY SCHOOL,non_good,1942,1752
controlled,300,5264,-0.0018629809106893297,0.0036141487524520705,0.6062254683136977,-0.0018612466388914228,-937.3904098503523,-921.3170862512543,503635.78381458967,495000.0,-0.008906809721652031,0.005234402510083669,0.9620911465398244,EVERGREEN PRIMARY SCHOOL,non_good,2699,2565
uncontrolled,300,5264,0.00807659056670379,0.01519860595905999,0.5951392802969715,0.008109294209649232,4084.130745459804,4014.1006337763697,503635.78381458967,495000.0,-0.021478653757422528,0.03859190499451626,0.002102596544932833,EVERGREEN PRIMARY SCHOOL,non_good,2699,2565
controlled,500,8581,0.0023403062958157203,0.0027183293380829755,0.3892735544515393,0.0023430469501679596,1172.945005704334,1148.0930055823003,500606.7017224099,490000.0,-0.0029831607137628113,0.007697707983150837,0.9592902362264125,EVERGREEN PRIMARY SCHOOL,non_good,4383,4198
uncontrolled,500,8581,-0.00042273873893600297,0.011577395191113766,0.970872396556473,-0.0004226493975051371,-211.58112087001044,-207.09820477751717,500606.7017224099,490000.0,-0.022849341212545005,0.022518759878188188,0.0038628686355918207,EVERGREEN PRIMARY SCHOOL,non_good,4383,4198
controlled,100,273,0.12880169716978776,0.03602863792434637,0.00035025328892499756,0.13746453936199665,62322.21412051885,52648.91857564472,453369.3882783883,383000.0,0.05991166191809438,0.22069189800647826,0.9735281238032509,FAIRFIELD METHODIST SCHOOL (PRIMARY),good,87,186
uncontrolled,100,273,-0.5538224231388783,0.06473222428592873,1.1726657226305121e-17,-0.42525132640653796,-192795.93371750534,-162871.25801370403,453369.3882783883,383000.0,-0.4937362916669721,-0.34750203824575954,0.2578220725723611,FAIRFIELD METHODIST SCHOOL (PRIMARY),good,87,186
controlled,200,883,0.008955128732570039,0.016705143610031163,0.5919100736505742,0.008995345858082038,4516.321228419506,3733.0685311040456,502073.1053227633,415000.0,-0.023506273091712493,0.04257874875102807,0.9592164776588845,FAIRFIELD METHODIST SCHOOL (PRIMARY),good,203,680
uncontrolled,200,883,0.03174795556873644,0.06531179006512339,0.6268974130413614,0.032257297811026486,16195.521681303244,13386.778591575992,502073.1053227633,415000.0,-0.09177501747261019,0.17322816414817988,0.07815485284948787,FAIRFIELD METHODIST SCHOOL (PRIMARY),good,203,680
controlled,300,1463,0.020918865562520594,0.013970447580705765,0.13429819249585934,0.02113919872198533,12156.617697177375,10252.511380162885,575074.6684894053,485000.0,-0.0064423700684076435,0.049486443215549736,0.9616578529305821,FAIRFIELD METHODIST SCHOOL (PRIMARY),good,424,1039
uncontrolled,300,1463,0.0390002748443734,0.056916801615509556,0.49320794246307553,0.03977076942526425,22871.162042802414,19288.823171253163,575074.6684894053,485000.0,-0.06998694595147015,0.16248180414765523,0.27314937859315747,FAIRFIELD METHODIST SCHOOL (PRIMARY),good,424,1039
controlled,500,2436,-0.011038989652730091,0.010730047454043688,0.30357730976370234,-0.010978283589658355,-6949.344538268494,-6674.79642251228,633008.2914614121,608000.0,-0.031561097374719904,0.010041989101857718,0.9624790917281322,FAIRFIELD METHODIST SCHOOL (PRIMARY),good,880,1556
uncontrolled,500,2436,0.3130164813484586,0.04357461996020371,6.796959188249296e-13,0.367544069812217,232658.44366860544,223466.79444582792,633008.2914614121,608000.0,0.25559583171726463,0.48947355162906336,0.3187281603769243,FAIRFIELD METHODIST SCHOOL (PRIMARY),good,880,1556
controlled,100,555,0.009815361114765608,0.027037199124352842,0.7165811834117988,0.009863689763298877,5835.023871736357,5129.1186769154165,591566.0378378378,520000.0,-0.04225867120665305,0.06482266269872272,0.9910026501068946,FARRER PARK PRIMARY SCHOOL,non_good,225,330
uncontrolled,100,555,0.2656278893167692,0.04983100225780651,9.7902350452869e-08,0.304249643152559,179983.75591333536,158209.81443933066,591566.0378378378,520000.0,0.18288825897366134,0.43806240256329554,0.3249506331122295,FARRER PARK PRIMARY SCHOOL,non_good,225,330
controlled,200,1251,0.08778629459305026,0.01197296653550843,2.2667187515903926e-13,0.09175478319596819,57612.6647357178,52300.22642170187,627898.2166266986,570000.0,0.06643283528258581,0.11767798889597736,0.9822763966736154,FARRER PARK PRIMARY SCHOOL,non_good,423,828
uncontrolled,200,1251,-0.04019146486246303,0.047499468059823906,0.39747153722708595,-0.039394500655933085,-24735.736706759693,-22454.865373881858,627898.2166266986,570000.0,-0.12478912552456656,0.05433210701721647,0.0988161633792406,FARRER PARK PRIMARY SCHOOL,non_good,423,828
controlled,300,1813,0.05435998236789289,0.008948380551926436,1.2411121109207076e-09,0.055864626398347994,35269.718453710964,32122.160179050097,631342.5995587424,575000.0,0.03750745276629619,0.07454660331047136,0.9763841002015521,FARRER PARK PRIMARY SCHOOL,non_good,508,1305
uncontrolled,300,1813,-0.15156610057078584,0.04133015554335604,0.0002452174160266194,-0.14063892386215515,-88791.34379027708,-80867.38122073922,631342.5995587424,575000.0,-0.20750826747938778,-0.06812723858720282,0.09345750168393196,FARRER PARK PRIMARY SCHOOL,non_good,508,1305
controlled,500,2925,-0.034650875176265285,0.008683226954033578,6.591948616835018e-05,-0.03405740806691093,-20824.04574015193,-18391.000356131903,611439.5346598291,540000.0,-0.05035780294026937,-0.01747722057918688,0.9611658304835096,FARRER PARK PRIMARY SCHOOL,non_good,720,2205
uncontrolled,500,2925,-0.2624259534738322,0.03201036589285689,2.441037015932072e-16,-0.23081668238739506,-141130.4448706744,-124641.00848919334,611439.5346598291,540000.0,-0.27759277144484007,-0.1810118272531125,0.059596001730394366,FARRER PARK PRIMARY SCHOOL,non_good,720,2205
controlled,100,2053,0.05419320120276722,0.007255187474876439,8.045135950558511e-14,0.05568854274986834,28039.330301764687,26730.500519936802,503502.67608377984,480000.0,0.04078270780936433,0.07080785540633228,0.9677491868143857,FENGSHAN PRIMARY SCHOOL,non_good,1121,932
uncontrolled,100,2053,0.27022086585005,0.026371389536028005,1.2239786554992297e-24,0.31025380909870814,156213.6231463857,148921.8283673799,503502.67608377984,480000.0,0.244250004482919,0.3797589214967463,0.07324459357827928,FENGSHAN PRIMARY SCHOOL,non_good,1121,932
controlled,200,3415,0.02254041114784929,0.005168729428104861,1.29517220467023e-05,0.02279636570446697,11694.56810206015,11124.626463779881,513001.42547584185,488000.0,0.012487021321768266,0.03321068188370546,0.9665491020396277,FENGSHAN PRIMARY SCHOOL,non_good,1985,1430
uncontrolled,200,3415,0.1297215962650285,0.023290145464639415,2.5502285942262946e-08,0.1385113733796366,71056.53198837014,67593.55020926266,513001.42547584185,488000.0,0.08770819697796983,0.19168739457521933,0.09320848359796785,FENGSHAN PRIMARY SCHOOL,non_good,1985,1430
controlled,300,4739,0.00738854749392448,0.0045114671295214005,0.10147884224587714,0.007415910159564332,3746.8177477603417,3485.477774995236,505240.4448195822,470000.0,-0.001452871638565223,0.016363461690587666,0.9665419617076291,FENGSHAN PRIMARY SCHOOL,non_good,2846,1893
uncontrolled,300,4739,0.26516294736421314,0.019880659436451068,1.396398807589916e-40,0.30364338372549327,153412.9182599913,142712.39035098185,505240.4448195822,470000.0,0.2538224620420426,0.35544395110243854,0.06620687371386813,FENGSHAN PRIMARY SCHOOL,non_good,2846,1893
