specification,bandwidth_m,sample_size,cutoff_coef_log_points,cutoff_std_err,cutoff_p_value,cutoff_premium_pct,cutoff_price_jump_sgd_at_local_mean_price,cutoff_price_jump_sgd_at_local_median_price,local_mean_resale_price,local_median_resale_price,cutoff_ci_low_pct,cutoff_ci_high_pct,r_squared,boundary_school_name,school_group,inside_n,outside_n
uncontrolled,300,3847,0.1383933522396221,0.022439388143624336,6.940888843708643e-10,0.14842719785037972,70399.42636473739,67534.37502192278,474302.7382063946,455000.0,0.09901261225861013,0.20006359713379385,0.03337921294831325,NORTH VIEW PRIMARY SCHOOL,non_good,2127,1720
controlled,500,7336,-0.003847143564148156,0.0027605787801522255,0.16343832169222972,-0.003839752788176387,-1828.9794666733458,-1766.286282561138,476327.4011559433,460000.0,-0.009215155761619687,0.0015648138904800213,0.9678313461701461,NORTH VIEW PRIMARY SCHOOL,non_good,4101,3235
uncontrolled,500,7336,0.11990043750048468,0.015716270146077148,2.364634492712951e-14,0.12738460076271552,60676.77582859167,58596.91635084914,476327.4011559433,460000.0,0.09318619618778001,0.16265284218662446,0.023080598129283203,NORTH VIEW PRIMARY SCHOOL,non_good,4101,3235
controlled,100,2443,0.015116624651990818,0.006807341756173043,0.02637566044260968,0.015231458727313019,8332.846858548868,8072.6731254759,547081.3405157593,530000.0,0.0017758096957400937,0.028867841301369657,0.9081430204809658,NORTH VISTA PRIMARY SCHOOL,non_good,979,1464
uncontrolled,100,2443,0.0016435817481419528,0.020848797115985876,0.9371651302699775,0.0016449331689121216,899.9122431072794,871.8145795234244,547081.3405157593,530000.0,-0.038460911005477105,0.043423594138115584,0.0006161294974151854,NORTH VISTA PRIMARY SCHOOL,non_good,979,1464
controlled,200,4451,0.007182290726534708,0.004876128626531496,0.14076468068643752,0.007208145237714847,3978.320107263417,3841.9414117020133,551920.0815277466,533000.0,-0.00237210348688377,0.016880393360031,0.9061687338741714,NORTH VISTA PRIMARY SCHOOL,non_good,1952,2499
uncontrolled,200,4451,-0.018785447663018928,0.014821875482464187,0.205007412919901,-0.018610100847241795,-10271.288376849277,-9919.183751579876,551920.0815277466,533000.0,-0.04671019465584636,0.010318298548630978,0.0067729252250654515,NORTH VISTA PRIMARY SCHOOL,non_good,1952,2499
controlled,300,6434,-0.0016876564012398166,0.00403459441034054,0.6757304062056781,-0.0016862331099636307,-930.7754452851676,-902.1347138305424,551985.0368169101,535000.0,-0.009549571899744591,0.006239533939898401,0.9027578612320083,NORTH VISTA PRIMARY SCHOOL,non_good,3012,3422
uncontrolled,300,6434,-0.019259216490688832,0.012362339965940808,0.11925835414624046,-0.019074942666773786,-10529.082930199578,-10205.094326723976,551985.0368169101,535000.0,-0.04255729977392486,0.004983345611169643,0.010814052606190394,NORTH VISTA PRIMARY SCHOOL,non_good,3012,3422
controlled,500,12181,-0.004290775220591427,0.0033733402065371323,0.20338507645465087,-0.004281582996550015,-2342.627973788337,-2269.238988171508,547140.6196437074,530000.0,-0.0108433049327471,0.002323667123788953,0.8963348155199511,NORTH VISTA PRIMARY SCHOOL,non_good,5000,7181
uncontrolled,500,12181,0.013129147049403895,0.009930709109378297,0.18614301661094845,0.013215712730189288,7230.853252229,7004.327747000323,547140.6196437074,530000.0,-0.006315018728081934,0.03313031782898479,0.00896601271344355,NORTH VISTA PRIMARY SCHOOL,non_good,5000,7181
controlled,100,1962,-0.03068561004262193,0.007842244334645426,9.120913529447937e-05,-0.030219585622864642,-13544.244459642065,-12843.323889717472,448194.24821610603,425000.0,-0.0450119091931932,-0.015198135806129831,0.9465400326075268,NORTHLAND PRIMARY SCHOOL,good,987,975
uncontrolled,100,1962,0.057589297376596287,0.02952514968262401,0.05111456549422402,0.05927985734383978,26568.891096580282,25193.939371131906,448194.24821610603,425000.0,-0.00027995680612469265,0.12238803634427309,0.006769664889315741,NORTHLAND PRIMARY SCHOOL,good,987,975
controlled,200,4055,-0.020856478778522473,0.005525920278713808,0.0001604578240537473,-0.020640486643025868,-9383.29591136647,-8875.409256501123,454606.3314130703,430000.0,-0.031190501626600753,-0.009975585485914817,0.9438408941289814,NORTHLAND PRIMARY SCHOOL,good,2041,2014
uncontrolled,200,4055,-0.008330688967362719,0.02056097988170503,0.6853526713623035,-0.008296084936505466,-3771.452738075984,-3567.31652269735,454606.3314130703,430000.0,-0.04746669768823619,0.03248532388883474,0.00038711873964858423,NORTHLAND PRIMARY SCHOOL,good,2041,2014
controlled,300,6059,-0.011591550343309432,0.004415183174602637,0.008655134777782217,-0.011524627154386402,-5217.6081535207,-4955.589676386153,452735.5274599769,430000.0,-0.0200417491177457,-0.002933480234889041,0.944871680452782,NORTHLAND PRIMARY SCHOOL,good,2974,3085
uncontrolled,300,6059,-0.006315759243008609,0.016261388945465898,0.69772751663503,-0.006295856757413065,-2850.358029879864,-2707.218405687618,452735.5274599769,430000.0,-0.03746811064931288,0.02588593190777777,0.00020354431075131352,NORTHLAND PRIMARY SCHOOL,good,2974,3085
controlled,500,10212,-0.004173314362591371,0.0034157424716319247,0.22178767480488537,-0.004164618187703417,-1916.697007733889,-1844.9258571526138,460233.54875440657,443000.0,-0.010809324424427835,0.002524722639765331,0.9479794295531183,NORTHLAND PRIMARY SCHOOL,good,5598,4614
uncontrolled,500,10212,-0.05982542042778802,0.012454247605717539,1.5582570880215686e-06,-0.058071039213956066,-26726.240457295306,-25725.470371782536,460233.54875440657,443000.0,-0.08078547035494843,-0.034795318661820396,0.018257628390659364,NORTHLAND PRIMARY SCHOOL,good,5598,4614
controlled,100,697,0.008162645446405678,0.009441969821836357,0.3873096435687351,0.008196050666543497,4227.227170436759,4220.966093269901,515763.9139167862,515000.0,-0.010290304183162124,0.027027704058916635,0.9610588577820379,NORTHOAKS PRIMARY SCHOOL,non_good,200,497
uncontrolled,100,697,-0.0494982396103257,0.03475515312605287,0.15438899684410728,-0.048293166490129824,-24907.872564384343,-24870.98074241686,515763.9139167862,515000.0,-0.11096470268256753,0.01879632865238734,0.0059335154471250595,NORTHOAKS PRIMARY SCHOOL,non_good,200,497
controlled,200,1557,0.02722861796614021,0.006833745143478579,6.76406748679511e-05,0.027602704351373575,13735.786126475612,13525.325132173051,497624.65125240845,490000.0,0.013930616702250154,0.04145914976384524,0.9500663395757597,NORTHOAKS PRIMARY SCHOOL,non_good,726,831
uncontrolled,200,1557,-0.033441020515725645,0.024766606263189248,0.17693696470082498,-0.03288805068664591,-16365.904753313704,-16115.144836456495,497624.65125240845,490000.0,-0.07871290356771798,0.015216132003455396,0.017779940601177602,NORTHOAKS PRIMARY SCHOOL,non_good,726,831
controlled,300,2133,0.029636990589145155,0.0059608759780613915,6.629351570518322e-07,0.030080537146520925,14906.63723248871,14679.302127502211,495557.5480543835,488000.0,0.018115809730476995,0.042185872046283324,0.946919466970811,NORTHOAKS PRIMARY SCHOOL,non_good,1072,1061
uncontrolled,300,2133,-0.04338057700832172,0.020712311803534507,0.036221306808069516,-0.04245309962144139,-21037.95395570997,-20717.1126152634,495557.5480543835,488000.0,-0.08054732839436374,-0.002780572899512501,0.0165357523127857,NORTHOAKS PRIMARY SCHOOL,non_good,1072,1061
controlled,500,4234,0.054865070166681996,0.004390851419181103,7.91823642215001e-36,0.05639806544375081,27685.27354569456,27522.255936550395,490890.4822862541,488000.0,0.04734563980247142,0.06552873307781315,0.9494668020452172,NORTHOAKS PRIMARY SCHOOL,non_good,1742,2492
uncontrolled,500,4234,-0.019167404315027878,0.015298033911127799,0.21023026245060916,-0.018984877668631217,-9319.495754899914,-9264.620302292034,490890.4822862541,488000.0,-0.04796316316107663,0.010875454607707224,0.010795255518540992,NORTHOAKS PRIMARY SCHOOL,non_good,1742,2492
controlled,100,823,0.018532654417326225,0.004160770334493271,8.423004886130489e-06,0.018705449859344858,11694.977995326504,11559.968013075122,625217.6816524909,618000.0,0.010431578027097599,0.0270470719050504,0.9675821386550846,NORTHSHORE PRIMARY SCHOOL,non_good,372,451
uncontrolled,100,823,0.045416130383380285,0.018714601876491866,0.015233694796118523,0.04646323446309464,29049.635733092146,28714.278898192486,625217.6816524909,618000.0,0.00877377662204748,0.08556083282610194,0.11471541528738094,NORTHSHORE PRIMARY SCHOOL,non_good,372,451
controlled,200,1707,0.010602647549725008,0.0034256417182099695,0.0019675742118717135,0.0106590547963763,6613.922844939856,6502.023425789543,620498.0620972466,610000.0,0.0038959593775813595,0.017467712167300586,0.9678314495923984,NORTHSHORE PRIMARY SCHOOL,non_good,787,920
uncontrolled,200,1707,0.04638130837360891,0.015798252316112687,0.0033263449451130882,0.04747374532755799,29457.36697624795,28958.984649810376,620498.0620972466,610000.0,0.01553618473321916,0.08041570910521112,0.012760888412608473,NORTHSHORE PRIMARY SCHOOL,non_good,787,920
controlled,300,2806,-0.0009761053874772774,0.0031510618420802455,0.7567356348593195,-0.0009756291515783388,-593.3016329718887,-575.6211994312199,608122.0841054883,590000.0,-0.007126670579403305,0.005213519162115876,0.9641262309653384,NORTHSHORE PRIMARY SCHOOL,non_good,868,1938
uncontrolled,300,2806,0.0423135109582177,0.015171955848733092,0.005288262142359613,0.043221488856063583,26283.94188129152,25500.678425077513,608122.0841054883,590000.0,0.012655893965059839,0.07470966326949813,0.01397743174841426,NORTHSHORE PRIMARY SCHOOL,non_good,868,1938
controlled,500,4358,-0.016819190463615935,0.003040988975210815,3.1872064202563115e-08,-0.01667853753979387,-9923.155414026145,-9640.194698000856,594965.5592014686,578000.0,-0.022522034295087145,-0.010800107562957795,0.9585135215462269,NORTHSHORE PRIMARY SCHOOL,non_good,868,3490
uncontrolled,500,4358,0.026539727683023845,0.014181199798382199,0.06127959619188597,0.02689504261207598,16001.624067441113,15545.334629779916,594965.5592014686,578000.0,-0.0012546362068667216,0.055838121276801544,0.024751777221967308,NORTHSHORE PRIMARY SCHOOL,non_good,868,3490
controlled,100,2441,0.019963931949792846,0.005098953579047576,9.029193925745726e-05,0.02016454401718648,10849.807199114759,10563.96263607579,538063.6026218763,523888.0,0.010019848797542918,0.030411133116660327,0.9310557537258387,OASIS PRIMARY SCHOOL,non_good,1103,1338
uncontrolled,100,2441,0.0574352845744379,0.019999651539790813,0.004081227606498708,0.05911672724712447,31808.559237802627,30970.54400404154,538063.6026218763,523888.0,0.018403258167635217,0.10145782914415702,0.009362291441009862,OASIS PRIMARY SCHOOL,non_good,1103,1338
controlled,200,5967,0.015130151841045724,0.003912686067052485,0.00011020611396610775,0.015245192048076062,8342.32219724147,8079.9517854803125,547210.0430702196,530000.0,0.007489191911226767,0.023060900555601505,0.9114789644835667,OASIS PRIMARY SCHOOL,non_good,2388,3579
uncontrolled,200,5967,0.02220115325765872,0.014056928458438768,0.11425020068325831,0.022449432820530246,12284.555100624357,11898.19939488103,547210.0430702196,530000.0,-0.005336138482627595,0.051011183899099866,0.009893732247749032,OASIS PRIMARY SCHOOL,non_good,2388,3579
controlled,300,8081,0.0038296577615975517,0.0034352935570372257,0.26493707173407866,0.0038370002709902096,2058.292060721778,2014.42514226986,536432.6075980696,525000.0,-0.002899306479622221,0.01061881679702803,0.9094186763337914,OASIS PRIMARY SCHOOL,non_good,3048,5033
uncontrolled,300,8081,-0.030083520803644695,0.011649837775874312,0.009814069636697386,-0.029635515457660966,-15897.456834465971,-15558.645615272007,536432.6075980696,525000.0,-0.05154146109936375,-0.007223622075729796,0.0049511651275288004,OASIS PRIMARY SCHOOL,non_good,3048,5033
controlled,500,12886,-0.0013584142046016174,0.002609781004048674,0.6027089357167963,-0.0013574919776619954,-730.5639553298525,-712.6832882725475,538171.8399456774,525000.0,-0.006452676463337914,0.0037638220182325544,0.9125422273723016,OASIS PRIMARY SCHOOL,non_good,4866,8020
uncontrolled,500,12886,-0.03325608164293435,0.008449733421671825,8.293550486418945e-05,-0.032709177553088886,-17603.1582668557,-17172.318215371666,538171.8399456774,525000.0,-0.04859701656233628,-0.01655602149861657,0.003450778979714242,OASIS PRIMARY SCHOOL,non_good,4866,8020
controlled,100,955,-0.012452895429649544,0.013354287462455174,0.3510773213522128,-0.012375678982482596,-4961.980605163737,-4702.758013343387,400946.13089005236,380000.0,-0.037890778459311214,0.013816079949152904,0.9518654545857478,OPERA ESTATE PRIMARY SCHOOL,non_good,524,431
uncontrolled,100,955,0.07173118474178605,0.037273527809509543,0.054297717961816275,0.0743664991347095,29816.9600959002,28259.26967118961,400946.13089005236,380000.0,-0.001324052432922218,0.1557937059312664,0.01920462916461263,OPERA ESTATE PRIMARY SCHOOL,non_good,524,431
controlled,200,1859,0.06369343968731786,0.009969619200432477,1.6724338247744127e-10,0.06576562723254309,28354.917291259775,25977.42275685452,431151.0204410974,395000.0,0.04514223484529922,0.0867959731418797,0.9255831490346431,OPERA ESTATE PRIMARY SCHOOL,non_good,905,954
uncontrolled,200,1859,-0.04207997965224416,0.028038910795414266,0.1334148437704047,-0.04120690643237224,-17766.39975753811,-16276.728040787033,431151.0204410974,395000.0,-0.0924768874667592,0.012959541831294441,0.029219457139297855,OPERA ESTATE PRIMARY SCHOOL,non_good,905,954
controlled,300,2912,0.04123843010264706,0.007727067525255242,9.455971331281214e-08,0.04210054406638197,19028.49699313865,17046.510292478062,451977.4605082418,404900.0,0.026436790359853468,0.058003331664215674,0.9307376781182591,OPERA ESTATE PRIMARY SCHOOL,non_good,1274,1638
uncontrolled,300,2912,-0.04771913898271052,0.022472708728445968,0.033718151848517265,-0.046598477200940125,-21061.461388832122,-18867.72341866066,451977.4605082418,404900.0,-0.0876810718226797,-0.0036658940184829403,0.04337644268440499,OPERA ESTATE PRIMARY SCHOOL,non_good,1274,1638
controlled,500,4227,0.006862532832363072,0.005742669873177363,0.23208414992656534,0.006886133967767716,3101.5701702617575,2747.567453139319,450408.04968062456,399000.0,-0.004383464569877926,0.01828329552458796,0.9336945753050983,OPERA ESTATE PRIMARY SCHOOL,non_good,1565,2662
uncontrolled,500,4227,0.00020511841064046674,0.018120975784378893,0.9909686255275576,0.00020513944886002555,92.39645907360233,81.8506400951502,450408.04968062456,399000.0,-0.03469579996976602,0.03636793556744089,0.023731544925702286,OPERA ESTATE PRIMARY SCHOOL,non_good,1565,2662
controlled,100,2953,0.04163497722255763,0.005342180402615667,6.511104791695971e-15,0.042513867981576414,22784.925207850843,22229.991401150528,535941.0067727735,522888.0,0.031654994626233446,0.05348703839471636,0.9178117152690382,PALM VIEW PRIMARY SCHOOL,non_good,1305,1648
uncontrolled,100,2953,0.03352555586788999,0.01749538221493391,0.05533306586449727,0.03409387055493851,18272.30330999436,17827.275786730686,535941.0067727735,522888.0,-0.0007651004346660439,0.07016891982501816,0.006666990787566829,PALM VIEW PRIMARY SCHOOL,non_good,1305,1648
controlled,200,5977,0.012620028499268311,0.003800047829792889,0.0008968964655221404,0.012699997106884187,6754.037030582195,6603.998495579777,531814.0605655011,520000.0,0.0051853322945305536,0.020270840800313605,0.9148306407857473,PALM VIEW PRIMARY SCHOOL,non_good,2634,3343
uncontrolled,200,5977,-0.014856597469931582,0.012603985845671385,0.23850882707110133,-0.014746782722851792,-7842.5464001169885,-7668.327015882932,531814.0605655011,520000.0,-0.038788114311362976,0.009895858143202041,0.005581485874946779,PALM VIEW PRIMARY SCHOOL,non_good,2634,3343
controlled,300,8834,0.0013291998990089104,0.003232384956514296,0.680916088138807,0.0013300836767236035,712.651774487335,692.9735955729974,535794.6924383065,521000.0,-0.004993764108712995,0.007694123221137161,0.9148753582662649,PALM VIEW PRIMARY SCHOOL,non_good,3421,5413
uncontrolled,300,8834,-0.02329336498048874,0.010656198342808345,0.028823052570652867,-0.023024168767243114,-12336.227423292687,-11995.591927733662,535794.6924383065,521000.0,-0.043217813485503465,-0.002404321207045701,0.002551566660307758,PALM VIEW PRIMARY SCHOOL,non_good,3421,5413
controlled,500,14729,-0.02102312593147046,0.002762018119896867,2.709139158305623e-14,-0.02080368051936421,-11275.722441489219,-10984.343314224303,542006.1335297712,528000.0,-0.02609029156273357,-0.015488372507393211,0.9068394323229229,PALM VIEW PRIMARY SCHOOL,non_good,5302,9427
uncontrolled,500,14729,-0.04336534232542109,0.008547989993613328,3.9125809605190226e-07,-0.042438511586929906,-23001.933577990276,-22407.53411789899,542006.1335297712,528000.0,-0.05834790894287234,-0.02626032183235849,0.0036860520536807773,PALM VIEW PRIMARY SCHOOL,non_good,5302,9427
controlled,200,319,-1.2499266381793248,0.05490450058201955,1.0085189344623785e-114,-0.7134741838552829,-476753.5702498491,-463758.2195059339,668214.184952978,650000.0,-0.7427069211805893,-0.6809201254301185,0.9792272449138244,PARK VIEW PRIMARY SCHOOL,non_good,147,172
uncontrolled,200,319,0.009335325526953153,0.1067489619640842,0.9303128682668913,0.009379035588305662,6267.204621284643,6096.37313239868,668214.184952978,650000.0,-0.18118134320644996,0.2442877663229175,0.07650634009399881,PARK VIEW PRIMARY SCHOOL,non_good,147,172
controlled,300,809,0.20418962959833337,0.17454105280584425,0.24205492985261845,0.22653071793234458,138787.6097499424,135918.43075940674,612665.739184178,600000.0,-0.12882363231914185,0.7268347235318233,0.9792212803191838,PARK VIEW PRIMARY SCHOOL,non_good,246,563
uncontrolled,300,809,-0.037672372523483745,0.06158859738508885,0.540751008856091,-0.03697159622303392,-22651.23032880404,-22182.957733820353,612665.739184178,600000.0,-0.1464797604163277,0.08658666012839622,0.12834182948769313,PARK VIEW PRIMARY SCHOOL,non_good,246,563
controlled,500,1914,-0.026041010742947596,0.01100112420279293,0.017926988707946394,-0.025704867777808782,-16553.10097010542,-16194.066700019534,643967.5594984327,630000.0,-0.04648794791148858,-0.0044687924052152495,0.9751498259280449,PARK VIEW PRIMARY SCHOOL,non_good,697,1217
uncontrolled,500,1914,0.3799122318546879,0.03694734133866905,8.447830629952531e-25,0.4621562530598966,297613.6343899217,291158.4394277349,643967.5594984327,630000.0,0.3600146106712745,0.5719690741461472,0.06847477433016458,PARK VIEW PRIMARY SCHOOL,non_good,697,1217
controlled,100,592,-0.06050045964907147,0.012594768465462704,1.5582379230505833e-06,-0.05870666364630184,-34515.69336588893,-33815.03826026986,587934.847972973,576000.0,-0.0816587320286527,-0.035180955091826394,0.9633833782274507,PASIR RIS PRIMARY SCHOOL,non_good,356,236
uncontrolled,100,592,-0.12373538737813794,0.04894094618209448,0.011462975650028745,-0.11638637473166757,-68427.60553398845,-67038.55184544052,587934.847972973,576000.0,-0.1972080117716314,-0.027427963646119324,0.09211671493100138,PASIR RIS PRIMARY SCHOOL,non_good,356,236
controlled,200,1217,-0.033841943302981174,0.00866779123373844,9.448561157651731e-05,-0.033275710188996,-19409.05872719669,-18800.77625678274,583280.0747740346,565000.0,-0.04956054213441763,-0.01671185389405272,0.9544831822659966,PASIR RIS PRIMARY SCHOOL,non_good,739,478
uncontrolled,200,1217,0.03082118868931805,0.03392168572334608,0.3635621621020878,0.03130107910073354,18257.295758383832,17685.10969191445,583280.0747740346,565000.0,-0.03503680216452487,0.10219946018674664,0.012559615490190357,PASIR RIS PRIMARY SCHOOL,non_good,739,478
controlled,300,2137,-0.02745454409547313,0.00636001718191728,1.58350096127546e-05,-0.027081093542748125,-15841.835055039992,-15382.061132280935,584977.6719700515,568000.0,-0.03913386543307584,-0.014877135857631396,0.9481081951419488,PASIR RIS PRIMARY SCHOOL,non_good,1168,969
uncontrolled,300,2137,0.07467199271579372,0.026557213702528972,0.004927424232324583,0.07753065500939127,45353.70207370692,44037.41204533424,584977.6719700515,568000.0,0.022877622648140195,0.13510383527508774,0.013448559432608587,PASIR RIS PRIMARY SCHOOL,non_good,1168,969
controlled,500,3571,-0.020450751952800234,0.0050292780999776545,4.775735893706263e-05,-0.02024305359725853,-11797.730873383425,-11437.325282451071,582803.9142761132,565000.0,-0.029853450588361974,-0.010537454772594379,0.9436663709267719,PASIR RIS PRIMARY SCHOOL,non_good,1770,1801
uncontrolled,500,3571,0.04624324139144555,0.02010077415365964,0.02141593881954001,0.0473291337719155,27583.604421570133,26740.960581132258,582803.9142761132,565000.0,0.0068692095803915,0.0894148952122178,0.014475129871721615,PASIR RIS PRIMARY SCHOOL,non_good,1770,1801
controlled,100,373,0.02279134355369375,0.02811208126823962,0.417520007540388,0.02305305066114216,13134.401139853182,10788.82770941453,569746.7694369974,468000.0,-0.03179199707311253,0.08100484741201264,0.9823116637016257,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),good,193,180
uncontrolled,100,373,-0.2033989583744235,0.07288041352416756,0.005256836627455097,-0.1840473546607051,-104860.38574136203,-86134.16198120998,569746.7694369974,468000.0,-0.2926605272734947,-0.05875644565700888,0.09910394275452505,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),good,193,180
controlled,200,741,-0.04070477544034624,0.014633039564062048,0.005407443940773231,-0.03988746308767965,-21717.738199437597,-18981.965033869696,544475.2941970311,475888.0,-0.06703307878968467,-0.011952018255521724,0.9749493396475253,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),good,397,344
uncontrolled,200,741,-0.2602316961556331,0.056600842483578016,4.27252829318431e-06,-0.22912704319003452,-124754.01424938989,-109038.81032961914,544475.2941970311,475888.0,-0.3100729057106072,-0.13868418785176695,0.09302817724773726,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),good,397,344
controlled,300,1142,-0.037973433972983084,0.011106682312654038,0.000628582331761654,-0.037261483311081034,-20545.976057269912,-18630.741655540518,551399.843257443,500000.0,-0.0579929603135062,-0.01607375267084321,0.9680821810258939,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),good,535,607
uncontrolled,300,1142,-0.31703375282109303,0.04860913439420554,6.932864794005238e-11,-0.2716938276771008,-149811.93399516813,-135846.91383855042,551399.843257443,500000.0,-0.3378794607980967,-0.19889227226964734,0.07360221476084894,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),good,535,607
controlled,500,2008,-0.018303522601389288,0.008533670174641737,0.03196409105267455,-0.018137030476532034,-10268.267375725893,-9630.76318303851,566149.3147410358,531000.0,-0.034423084270029936,-0.0015762854141733174,0.9561301498223066,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),good,795,1213
uncontrolled,500,2008,-0.2872469506619556,0.03901163163195739,1.7967365174835426e-13,-0.24967358764821768,-141352.53055597437,-132576.6750412036,566149.3147410358,531000.0,-0.3049070828833941,-0.1900511266780005,0.0600683771243673,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),good,795,1213
controlled,100,2078,0.03422509473307861,0.008456661556026606,5.185243204154388e-05,0.034817512485962876,22803.96804226456,23171.054559408294,654956.8425216555,665500.0,0.017806720464668357,0.052112609021438105,0.9730907043357425,PEI CHUN PUBLIC SCHOOL,good,602,1476
uncontrolled,100,2078,0.21200016920333803,0.032249434423800676,4.9058987984375696e-11,0.23614809423886962,154666.8101701964,157156.55671596774,654956.8425216555,665500.0,0.1604307561917626,0.31680593843022486,0.024454099426982734,PEI CHUN PUBLIC SCHOOL,good,602,1476
controlled,200,3810,0.01924820173488067,0.005963801565990291,0.001248746857970334,0.019434642666235513,12626.770203448397,12924.037373046616,649704.2636850395,665000.0,0.007587793170449775,0.031420783094213256,0.9707879866618752,PEI CHUN PUBLIC SCHOOL,good,1166,2644
uncontrolled,200,3810,0.0338081951330519,0.027444360060942866,0.21799341163903474,0.03438618739478305,22340.85256226331,22866.81461753073,649704.2636850395,665000.0,-0.019784418695088735,0.09155047632352353,0.015118950902853978,PEI CHUN PUBLIC SCHOOL,good,1166,2644
controlled,300,6037,0.020115045221364893,0.004965321589154289,5.0976056223634026e-05,0.020318716067402764,12525.750851224617,12292.823220778673,616463.6982806029,605000.0,0.010437105451448714,0.030296964294781015,0.9694067672382759,PEI CHUN PUBLIC SCHOOL,good,2017,4020
uncontrolled,300,6037,0.14129325355061373,0.023780651982683226,2.8238879916029087e-09,0.151762356865774,93555.98377325569,91816.22590379327,616463.6982806029,605000.0,0.09931051162487403,0.20671685812613538,0.026262835348045632,PEI CHUN PUBLIC SCHOOL,good,2017,4020
controlled,500,7776,0.009334060116698406,0.004235225212550798,0.027530592456355717,0.009377758310531226,5674.729987741592,5439.099820108111,605126.4918364198,580000.0,0.0010335524476907665,0.017791518057266087,0.9679058698895504,PEI CHUN PUBLIC SCHOOL,good,2857,4919
uncontrolled,500,7776,0.12034025221614497,0.0203893820544014,3.588949194936046e-09,0.12788055015526556,77383.90868956718,74170.71909005403,605126.4918364198,580000.0,0.0836956125873416,0.17386701638604007,0.04045485670309268,PEI CHUN PUBLIC SCHOOL,good,2857,4919
controlled,200,638,0.08504324349522797,0.029263553530355632,0.003659472619169212,0.08876414764764218,41976.39471158384,35416.89491140923,472898.07680250786,399000.0,0.028073516494562467,0.15303755050980983,0.9766877967488461,PEI TONG PRIMARY SCHOOL,non_good,307,331
uncontrolled,200,638,0.3741068839793416,0.08805216501445147,2.1501844274989885e-05,0.45369251859464876,214550.31950309544,181023.31491926487,472898.07680250786,399000.0,0.22326637864906584,0.7275239273328384,0.18246813769666104,PEI TONG PRIMARY SCHOOL,non_good,307,331
controlled,300,1442,0.08747438237499845,0.015242765568809501,9.537931434961773e-09,0.09141430464244382,47500.376654046915,39765.22251946306,519616.45214979193,435000.0,0.059289671070097194,0.12451316850357896,0.9732963174445192,PEI TONG PRIMARY SCHOOL,non_good,749,693
uncontrolled,300,1442,0.20283775744924007,0.05080067827736654,6.529325328677289e-05,0.22487372548808704,116848.08741982603,97820.07058731787,519616.45214979193,435000.0,0.10878899917531637,0.35311194871788487,0.26920834983494313,PEI TONG PRIMARY SCHOOL,non_good,749,693
controlled,500,2612,0.048286758979501854,0.010775138514651271,7.418551871887446e-06,0.04947155757206345,25319.80465248921,21520.1275438476,511805.28560490045,435000.0,0.02753988842958388,0.07187133322485106,0.9697947698152319,PEI TONG PRIMARY SCHOOL,non_good,1561,1051
uncontrolled,500,2612,0.37642071179814945,0.03854741435968832,1.5889996754913313e-22,0.4570600071761408,233925.7275113626,198821.10312162124,511805.28560490045,435000.0,0.35103069598077363,0.5714105318465306,0.29341684513405064,PEI TONG PRIMARY SCHOOL,non_good,1561,1051
controlled,100,1349,-0.006567559145958754,0.007572168621197779,0.3857619373101401,-0.006546039864879671,-3027.7226353724113,-2788.61298243874,462527.37500370643,426000.0,-0.021181463535093314,0.008308214587574803,0.9725349927897953,PEIYING PRIMARY SCHOOL,non_good,558,791
uncontrolled,100,1349,-0.09184938668446149,0.041679742247013714,0.027545890365887227,-0.08775746492843173,-40590.229890327355,-37384.68005951191,462527.37500370643,426000.0,-0.1593178904501794,-0.01010568282530544,0.005833403934975112,PEIYING PRIMARY SCHOOL,non_good,558,791
controlled,200,2501,-0.0005199050277613472,0.005306089966816901,0.9219460297050187,-0.00051976990056124,-243.91334748670272,-228.74449599819496,469271.78203918436,440088.0,-0.010860436322856937,0.009928999954236684,0.9700385935016415,PEIYING PRIMARY SCHOOL,non_good,1105,1396
uncontrolled,200,2501,0.008024472362090255,0.028916533933119607,0.7813926428632524,0.008056754732324478,3780.8076506905395,3545.681076639215,469271.78203918436,440088.0,-0.04748739087922127,0.06683986230844119,0.0024227283597630933,PEIYING PRIMARY SCHOOL,non_good,1105,1396
controlled,300,3773,0.0016193165576576293,0.004300923428098315,0.7065419514157212,0.0016206283586928105,750.9962927566562,713.0764778248366,463398.2175669229,440000.0,-0.006787354510298216,0.010099788509050578,0.9690894083694475,PEIYING PRIMARY SCHOOL,non_good,1651,2122
uncontrolled,300,3773,0.010185882665352218,0.02308573505367717,0.6590539034588105,0.010237935352257477,4744.240993801502,4504.69155499329,463398.2175669229,440000.0,-0.03445460201705297,0.056999171822283534,0.008959225572719887,PEIYING PRIMARY SCHOOL,non_good,1651,2122
