address_key,query,latitude,longitude,x_svy21,y_svy21,matched_address,match_score,error
ANG MO KIO|406|ANG MO KIO AVE 10,406 ANG MO KIO AVE 10 SINGAPORE,1.362004539387137,103.8538799104064,30288.23466313537,38229.0674628187,406 ANG MO KIO AVENUE 10 SINGAPORE 560406,3.0,
ANG MO KIO|108|ANG MO KIO AVE 4,108 ANG MO KIO AVE 4 SINGAPORE,1.370966352226251,103.8382019403253,28543.45874657668,39220.00989209302,108 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560108,3.0,
ANG MO KIO|602|ANG MO KIO AVE 5,602 ANG MO KIO AVE 5 SINGAPORE,1.380708830448884,103.8353682266017,28228.09995370451,40297.28314881027,602 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560602,3.0,
ANG MO KIO|465|ANG MO KIO AVE 10,465 ANG MO KIO AVE 10 SINGAPORE,1.366201040829407,103.8572009672343,30657.82469323836,38693.09865687229,465 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560465,3.0,
ANG MO KIO|601|ANG MO KIO AVE 5,601 ANG MO KIO AVE 5 SINGAPORE,1.381041347844975,103.8351317448222,28201.78248668648,40334.05121229962,601 ANG MO KIO AVENUE 5 MY FIRST SKOOL SINGAPORE 560601,3.0,
ANG MO KIO|150|ANG MO KIO AVE 5,150 ANG MO KIO AVE 5 SINGAPORE,1.376806785067447,103.8420179625757,28968.13326837029,39865.81646120362,150 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560150,3.0,
ANG MO KIO|447|ANG MO KIO AVE 10,447 ANG MO KIO AVE 10 SINGAPORE,1.36747901420817,103.8559671391242,30520.51301652938,38834.40912771411,447 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560447,3.0,
ANG MO KIO|218|ANG MO KIO AVE 1,218 ANG MO KIO AVE 1 SINGAPORE,1.36511908595886,103.8417424784885,28937.47985214833,38573.45004367083,218 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560218,3.0,
ANG MO KIO|571|ANG MO KIO AVE 3,571 ANG MO KIO AVE 3 SINGAPORE,1.37005501296044,103.8548805587595,30399.58709441312,39119.24886394478,571 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560571,3.0,
ANG MO KIO|534|ANG MO KIO AVE 10,534 ANG MO KIO AVE 10 SINGAPORE,1.374058462955839,103.8541681704256,30320.30304706004,39561.92932496406,534 ANG MO KIO AVENUE 10 CHENG SAN VIEW SINGAPORE 560534,3.0,
ANG MO KIO|233|ANG MO KIO AVE 3,233 ANG MO KIO AVE 3 SINGAPORE,1.367549249779073,103.836740628478,28380.8330470454,38842.16381541081,233 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560233,3.0,
ANG MO KIO|235|ANG MO KIO AVE 3,235 ANG MO KIO AVE 3 SINGAPORE,1.366823608723433,103.8364912335099,28353.0784864286,38761.92608442716,235 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560235,3.0,
ANG MO KIO|219|ANG MO KIO AVE 1,219 ANG MO KIO AVE 1 SINGAPORE,1.365981980045068,103.8406540396118,28816.34925792646,38668.86408115365,219 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560219,3.0,
ANG MO KIO|536|ANG MO KIO AVE 10,536 ANG MO KIO AVE 10 SINGAPORE,1.374473785197393,103.8541005158259,30312.77352289483,39607.85348379426,536 ANG MO KIO AVENUE 10 CHENG SAN VIEW SINGAPORE 560536,3.0,
ANG MO KIO|230|ANG MO KIO AVE 3,230 ANG MO KIO AVE 3 SINGAPORE,1.368854452280862,103.8378963978231,28509.45602661651,38986.48667706363,230 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560230,3.0,
ANG MO KIO|570|ANG MO KIO AVE 3,570 ANG MO KIO AVE 3 SINGAPORE,1.3697435855576,103.8560231382764,30526.7426821338,39084.81397771277,570 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560570,3.0,
ANG MO KIO|624|ANG MO KIO AVE 4,624 ANG MO KIO AVE 4 SINGAPORE,1.38156171229824,103.8400022687298,28743.81012806576,40391.59143631347,624 ANG MO KIO AVENUE 4 SINGAPORE 560624,3.0,
ANG MO KIO|441|ANG MO KIO AVE 10,441 ANG MO KIO AVE 10 SINGAPORE,1.366050278290333,103.8541683098528,30320.32626260351,38676.42496295087,441 ANG MO KIO AVENUE 10 SINGAPORE 560441,3.0,
ANG MO KIO|625|ANG MO KIO AVE 9,625 ANG MO KIO AVE 9 SINGAPORE,1.382198677419213,103.8412115334746,28878.38576065376,40462.02421718836,625 ANG MO KIO AVENUE 9 YIO CHU KANG HEIGHTS SINGAPORE 560625,3.0,
ANG MO KIO|119|ANG MO KIO AVE 3,119 ANG MO KIO AVE 3 SINGAPORE,1.369563443019119,103.8446989108163,29266.49328917544,39064.88577937707,119 ANG MO KIO AVENUE 3 SINGAPORE 560119,3.0,
ANG MO KIO|255|ANG MO KIO AVE 4,255 ANG MO KIO AVE 4 SINGAPORE,1.370654870788556,103.834630215787,28145.96926301904,39185.56734806113,255 ANG MO KIO AVENUE 4 KEBUN BARU VIEW SINGAPORE 560255,3.0,
ANG MO KIO|432|ANG MO KIO AVE 10,432 ANG MO KIO AVE 10 SINGAPORE,1.368309969813522,103.8536003056639,30257.11206289847,38926.28962024301,432 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560432,3.0,
ANG MO KIO|211|ANG MO KIO AVE 3,211 ANG MO KIO AVE 3 SINGAPORE,1.369196965617022,103.8416666360859,28929.03792988136,39024.36118669808,211 ANG MO KIO AVENUE 3 SINGAPORE 560211,3.0,
ANG MO KIO|584|ANG MO KIO AVE 3,584 ANG MO KIO AVE 3 SINGAPORE,1.370713079859175,103.8534978030134,30245.70251616743,39192.01321787387,584 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560584,3.0,
ANG MO KIO|118|ANG MO KIO AVE 4,118 ANG MO KIO AVE 4 SINGAPORE,1.373295936496547,103.8354757191338,28240.06325319689,39477.60302500799,118 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560118,3.0,
ANG MO KIO|333|ANG MO KIO AVE 1,333 ANG MO KIO AVE 1 SINGAPORE,1.361342556406113,103.8516986214539,30045.48337549996,38155.86679590493,333 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560333,3.0,
ANG MO KIO|256|ANG MO KIO AVE 4,256 ANG MO KIO AVE 4 SINGAPORE,1.370615175959518,103.8359676945194,28294.8144035833,39181.17821800895,256 ANG MO KIO AVENUE 4 KEBUN BARU VIEW SINGAPORE 560256,3.0,
ANG MO KIO|330|ANG MO KIO AVE 1,330 ANG MO KIO AVE 1 SINGAPORE,1.362431864024794,103.8510306896509,29971.14950554445,38276.31633022614,330 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560330,3.0,
ANG MO KIO|557|ANG MO KIO AVE 10,557 ANG MO KIO AVE 10 SINGAPORE,1.371625702033209,103.8577361075268,30717.37331904378,39292.93073149584,557 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560557,3.0,
ANG MO KIO|302|ANG MO KIO AVE 3,302 ANG MO KIO AVE 3 SINGAPORE,1.367089831790462,103.8456601990538,29373.47444851231,38791.36696522124,302 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560302,3.0,
ANG MO KIO|575|ANG MO KIO AVE 10,575 ANG MO KIO AVE 10 SINGAPORE,1.371388550707678,103.8559533467385,30518.97401062865,39266.70579370484,575 ANG MO KIO AVENUE 10 CHENG SAN COURT SINGAPORE 560575,3.0,
ANG MO KIO|509|ANG MO KIO AVE 8,509 ANG MO KIO AVE 8 SINGAPORE,1.374000865100763,103.8501398062823,29871.99570733216,39555.5569155477,509 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560509,3.0,
ANG MO KIO|472|ANG MO KIO AVE 10,472 ANG MO KIO AVE 10 SINGAPORE,1.36314392666999,103.8581185934267,30759.94902164023,38355.05954924598,472 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560472,3.0,
ANG MO KIO|475|ANG MO KIO AVE 10,475 ANG MO KIO AVE 10 SINGAPORE,1.36266297827626,103.8565159231896,30581.59123489168,38301.87694631144,475 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560475,3.0,
ANG MO KIO|629|ANG MO KIO AVE 4,629 ANG MO KIO AVE 4 SINGAPORE,1.380104749906003,103.8404086529979,28789.03603477962,40230.48806502298,629 ANG MO KIO AVENUE 4 YIO CHU KANG VIEW SINGAPORE 560629,3.0,
ANG MO KIO|546|ANG MO KIO AVE 10,546 ANG MO KIO AVE 10 SINGAPORE,1.373651238666896,103.857022220393,30637.92415983975,39516.90348962136,546 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560546,3.0,
ANG MO KIO|131|ANG MO KIO AVE 3,131 ANG MO KIO AVE 3 SINGAPORE,1.371015363860032,103.841800323712,28943.91503736284,39225.43046422489,131 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560131,3.0,
ANG MO KIO|254|ANG MO KIO AVE 4,254 ANG MO KIO AVE 4 SINGAPORE,1.370203440421473,103.8346877225485,28152.36909522768,39135.65047896095,254 ANG MO KIO AVENUE 4 KEBUN BARU VIEW SINGAPORE 560254,3.0,
ANG MO KIO|470|ANG MO KIO AVE 10,470 ANG MO KIO AVE 10 SINGAPORE,1.364086200302029,103.8566924089404,30601.23049505521,38459.2497886084,470 ANG MO KIO AVENUE 10 LITTLE GENIUS EDUCARE CENTRE SINGAPORE 560470,3.0,
ANG MO KIO|463|ANG MO KIO AVE 10,463 ANG MO KIO AVE 10 SINGAPORE,1.366947935186131,103.8574876486749,30689.72808638308,38775.68675732799,463 ANG MO KIO AVENUE 10 SINGAPORE 560463,3.0,
ANG MO KIO|207|ANG MO KIO AVE 1,207 ANG MO KIO AVE 1 SINGAPORE,1.365820895043816,103.842847772078,29060.48557822965,38651.05297693983,207 ANG MO KIO AVENUE 1 ANG MO KIO 22 SINGAPORE 560207,3.0,
ANG MO KIO|304|ANG MO KIO AVE 1,304 ANG MO KIO AVE 1 SINGAPORE,1.366286428164685,103.8449947611994,29299.41961909831,38702.53031193838,304 ANG MO KIO AVENUE 1 TECK GHEE VISTA SINGAPORE 560304,3.0,
ANG MO KIO|646|ANG MO KIO AVE 6,646 ANG MO KIO AVE 6 SINGAPORE,1.379395176878682,103.843763599411,29162.39969548397,40152.02845701203,646 ANG MO KIO AVENUE 6 ANG MO KIO 61 SINGAPORE 560646,3.0,
ANG MO KIO|328|ANG MO KIO AVE 3,328 ANG MO KIO AVE 3 SINGAPORE,1.366617937087643,103.8478668851797,29619.05249341484,38739.18862371892,328 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560328,3.0,
ANG MO KIO|588C|ANG MO KIO ST 52,588C ANG MO KIO ST 52 SINGAPORE,1.371831570100841,103.853670978083,30264.97374791652,39315.69034836814,588C ANG MO KIO STREET 52 PARK CENTRAL @ AMK SINGAPORE 563588,3.0,
ANG MO KIO|588D|ANG MO KIO ST 52,588D ANG MO KIO ST 52 SINGAPORE,1.371754006630262,103.8538833086998,30288.6036298573,39307.11397571862,588D ANG MO KIO STREET 52 PARK CENTRAL @ AMK SINGAPORE 564588,3.0,
ANG MO KIO|101|ANG MO KIO AVE 3,101 ANG MO KIO AVE 3 SINGAPORE,1.370261583884868,103.8394678988974,28684.34473921452,39142.08051861823,101 ANG MO KIO AVENUE 3 KEBUN BARU HEIGHTS SINGAPORE 560101,3.0,
ANG MO KIO|430|ANG MO KIO AVE 3,430 ANG MO KIO AVE 3 SINGAPORE,1.36899287777802,103.85276134968,30163.74574531708,39001.80133851804,430 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560430,3.0,
ANG MO KIO|520|ANG MO KIO AVE 5,520 ANG MO KIO AVE 5 SINGAPORE,1.3734054063175,103.8511342196345,29982.66217529494,39489.71491003223,520 ANG MO KIO AVENUE 5 SINGAPORE 560520,3.0,
ANG MO KIO|716|ANG MO KIO AVE 6,716 ANG MO KIO AVE 6 SINGAPORE,1.371477830651542,103.8458687509977,29396.68124457635,39276.5696755778,716 ANG MO KIO AVENUE 6 SINGAPORE 560716,3.0,
ANG MO KIO|588A|ANG MO KIO ST 52,588A ANG MO KIO ST 52 SINGAPORE,1.372076888640365,103.8527861393412,30166.50176630635,39342.81560733728,588A ANG MO KIO STREET 52 PARK CENTRAL @ AMK SINGAPORE 561588,3.0,
ANG MO KIO|310A|ANG MO KIO AVE 1,310A ANG MO KIO AVE 1 SINGAPORE,1.364812551875871,103.8438442439858,29171.38150777668,38539.55598577112,310A ANG MO KIO AVENUE 1 PCF SPARKLETOTS PRESCHOOL @ TECK GHEE 310A (CC) SINGAPORE 561310,3.0,
ANG MO KIO|613|ANG MO KIO AVE 4,613 ANG MO KIO AVE 4 SINGAPORE,1.378456615660388,103.8392927148475,28664.84661865979,40048.24541283399,613 ANG MO KIO AVENUE 4 SINGAPORE 560613,3.0,
BEDOK|101|BEDOK NTH AVE 4,101 BEDOK NTH AVE 4 SINGAPORE,1.334484667124011,103.9379247109687,39641.57062532846,35186.29828028567,101 BEDOK NORTH AVENUE 4 PEARL GARDEN SINGAPORE 460101,3.0,
BEDOK|548|BEDOK NTH AVE 1,548 BEDOK NTH AVE 1 SINGAPORE,1.331310218345648,103.9268539170302,38409.5189768048,34835.23392095789,548 BEDOK NORTH AVENUE 1 SINGAPORE 460548,3.0,
BEDOK|75|BEDOK NTH RD,75 BEDOK NTH RD SINGAPORE,1.327914779331835,103.9421444271003,40111.21359436773,34459.85280833393,75 BEDOK NORTH ROAD SINGAPORE 460075,3.0,
BEDOK|550|BEDOK NTH AVE 1,550 BEDOK NTH AVE 1 SINGAPORE,1.332693179527918,103.9266174029073,38383.19158188812,34988.15388883092,550 BEDOK NORTH AVENUE 1 SINGAPORE 460550,3.0,
BEDOK|1|BEDOK STH AVE 1,1 BEDOK STH AVE 1 SINGAPORE,1.320852086897327,103.9337210914409,39173.81235283241,33678.85565201007,1 BEDOK SOUTH AVENUE 1 SINGAPORE 460001,3.0,
BEDOK|151|BEDOK RESERVOIR RD,151 BEDOK RESERVOIR RD SINGAPORE,1.335576194547039,103.9115457796921,36705.86493104883,35306.88483776897,151 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470151,3.0,
BEDOK|54|CHAI CHEE ST,54 CHAI CHEE ST SINGAPORE,1.329478408797616,103.9211051119208,37769.74290996604,34632.6580545418,54 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 460054,4.5,
BEDOK|50|CHAI CHEE ST,50 CHAI CHEE ST SINGAPORE,1.329304314165374,103.9224158073286,37915.61071004346,34613.41276245564,50 CHAI CHEE STREET CHAI CHEE GARDENS SINGAPORE 461050,4.5,
BEDOK|105|BEDOK RESERVOIR RD,105 BEDOK RESERVOIR RD SINGAPORE,1.32914437941095,103.9091127805758,36435.11942090094,34595.67856918648,105 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470105,3.0,
BEDOK|528|BEDOK NTH ST 3,528 BEDOK NTH ST 3 SINGAPORE,1.334902875873981,103.9278381672857,38519.04073989112,35232.49630383402,528 BEDOK NORTH STREET 3 SINGAPORE 460528,3.0,
BEDOK|534|BEDOK NTH ST 3,534 BEDOK NTH ST 3 SINGAPORE,1.333036982130014,103.9248122483452,38182.29501347616,35026.16233429126,534 BEDOK NORTH STREET 3 SINGAPORE 460534,3.0,
BEDOK|77|BEDOK NTH RD,77 BEDOK NTH RD SINGAPORE,1.328696111628869,103.9419955995329,40094.64677669574,34546.2479552459,77 BEDOK NORTH ROAD SINGAPORE 460077,3.0,
BEDOK|116|BEDOK RESERVOIR RD,116 BEDOK RESERVOIR RD SINGAPORE,1.331037845886936,103.9086416347558,36382.67929160688,34805.04696463235,116 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470116,3.0,
BEDOK|18|BEDOK STH RD,18 BEDOK STH RD SINGAPORE,1.320625048712809,103.9347342224278,39286.5650113048,33653.75547249243,18 BEDOK SOUTH ROAD SINGAPORE 460018,3.0,
BEDOK|40|CHAI CHEE AVE,40 CHAI CHEE AVE SINGAPORE,1.326043353030826,103.9264884520261,38368.86840877682,34252.84864509665,40 CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461040,4.5,
BEDOK|57|NEW UPP CHANGI RD,57 NEW UPP CHANGI RD SINGAPORE,1.324245541539848,103.9415687041313,40047.15912516601,34054.12377424911,57 NEW UPPER CHANGI ROAD SINGAPORE 461057,3.0,
BEDOK|105|BEDOK NTH AVE 4,105 BEDOK NTH AVE 4 SINGAPORE,1.333688594579251,103.9364739035916,39480.11442015227,35098.265695991,105 BEDOK NORTH AVENUE 4 NKF DIALYSIS CENTRE SINGAPORE 460105,3.0,
BEDOK|709|BEDOK RESERVOIR RD,709 BEDOK RESERVOIR RD SINGAPORE,1.335416066395263,103.922350069667,37908.27036077622,35289.21956469864,709 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470709,3.0,
BEDOK|42|CHAI CHEE ST,42 CHAI CHEE ST SINGAPORE,1.327978773505604,103.9258047926314,38292.77593869902,34466.85494315252,42 CHAI CHEE STREET PING YI GARDENS SINGAPORE 461042,4.5,
BEDOK|55|CHAI CHEE DR,55 CHAI CHEE DR SINGAPORE,1.326848469483332,103.9190155730782,37537.20851969812,34341.84435663372,55 CHAI CHEE DRIVE PING-AN GARDENS SINGAPORE 460055,4.5,
BEDOK|2|BEDOK STH AVE 1,2 BEDOK STH AVE 1 SINGAPORE,1.32130118793546,103.9332995741811,39126.89958111662,33728.51312448829,2 BEDOK SOUTH AVENUE 1 SINGAPORE 460002,3.0,
BEDOK|37|CHAI CHEE AVE,37 CHAI CHEE AVE SINGAPORE,1.325442003570387,103.9262076342319,38337.61868300755,34186.35324461572,37 CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461037,4.5,
BEDOK|425|BEDOK NTH RD,425 BEDOK NTH RD SINGAPORE,1.329369601545046,103.9290675363232,38655.88053873461,34620.65961392038,425 BEDOK NORTH ROAD GARDEN HILL SINGAPORE 460425,3.0,
BEDOK|117|BEDOK NTH RD,117 BEDOK NTH RD SINGAPORE,1.330654547695232,103.9384962756063,39705.19795274455,34762.78529236838,117 BEDOK NORTH ROAD SINGAPORE 460117,3.0,
BEDOK|423|BEDOK NTH AVE 1,423 BEDOK NTH AVE 1 SINGAPORE,1.327976141185119,103.9275651107631,38488.68164954335,34466.57127160765,423 BEDOK NORTH AVENUE 1 GARDEN HILL SINGAPORE 460423,3.0,
BEDOK|533|BEDOK NTH ST 3,533 BEDOK NTH ST 3 SINGAPORE,1.333580162482761,103.9242186669095,38116.23329266626,35086.22206526995,533 BEDOK NORTH STREET 3 SINGAPORE 460533,3.0,
BEDOK|149|BEDOK RESERVOIR RD,149 BEDOK RESERVOIR RD SINGAPORE,1.33576929801793,103.9127796002013,36843.17557864636,35328.241654668,149 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470149,3.0,
BEDOK|35|BEDOK STH AVE 2,35 BEDOK STH AVE 2 SINGAPORE,1.322332207429211,103.9397662192831,39846.5693833055,33842.54805582203,35 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460035,3.0,
BEDOK|42|BEDOK STH RD,42 BEDOK STH RD SINGAPORE,1.321478478268626,103.940721046918,39952.83646037057,33748.15147661232,42 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460042,3.0,
BEDOK|34|BEDOK STH AVE 2,34 BEDOK STH AVE 2 SINGAPORE,1.322056529259175,103.9383547266598,39689.48532784078,33812.05823805369,34 BEDOK SOUTH AVENUE 2 BEDOK SOUTH PARKVIEW SINGAPORE 460034,3.0,
BEDOK|7|BEDOK STH AVE 2,7 BEDOK STH AVE 2 SINGAPORE,1.322815442673724,103.9354552439101,39366.79774807114,33895.96166400798,7 BEDOK SOUTH AVENUE 2 SINGAPORE 460007,3.0,
BEDOK|8|BEDOK STH AVE 2,8 BEDOK STH AVE 2 SINGAPORE,1.322841769784355,103.9360468150618,39432.63369999081,33898.87550226599,8 BEDOK SOUTH AVENUE 2 SINGAPORE 460008,3.0,
BEDOK|80|BEDOK NTH RD,80 BEDOK NTH RD SINGAPORE,1.328481320172347,103.9406116088366,39940.62354081683,34522.49064509384,80 BEDOK NORTH ROAD SINGAPORE 460080,3.0,
BEDOK|78|BEDOK NTH RD,78 BEDOK NTH RD SINGAPORE,1.327260072203435,103.9408487702136,39967.02309460659,34387.45221503452,78 BEDOK NORTH ROAD SINGAPORE 460078,3.0,
BEDOK|135|BEDOK RESERVOIR RD,135 BEDOK RESERVOIR RD SINGAPORE,1.333141064189517,103.9125235381012,36814.68789719511,35037.62382088229,135 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470135,3.0,
BEDOK|148|BEDOK RESERVOIR RD,148 BEDOK RESERVOIR RD SINGAPORE,1.335340884618148,103.9119049870894,36745.84179429524,35280.86672110856,148 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470148,3.0,
BEDOK|81|BEDOK NTH RD,81 BEDOK NTH RD SINGAPORE,1.328915582251726,103.9405287287736,39931.39773830771,34570.50880357437,81 BEDOK NORTH ROAD SINGAPORE 460081,3.0,
BEDOK|142|BEDOK RESERVOIR RD,142 BEDOK RESERVOIR RD SINGAPORE,1.335636497614654,103.9132693580161,36897.68098327238,35313.55901898257,142 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470142,3.0,
BEDOK|124|BEDOK NTH RD,124 BEDOK NTH RD SINGAPORE,1.329258819445753,103.9390464303205,39766.43120372016,34608.45516940206,124 BEDOK NORTH ROAD SINGAPORE 460124,3.0,
BEDOK|705|BEDOK NTH RD,705 BEDOK NTH RD SINGAPORE,1.336636818060474,103.9189952556726,37534.90978740621,35424.190920908,705 BEDOK NORTH ROAD RESERVOIR RISE SINGAPORE 470705,3.0,
BEDOK|554|BEDOK NTH ST 3,554 BEDOK NTH ST 3 SINGAPORE,1.332627150513152,103.9281721216075,38556.2160893688,34980.85933502205,554 BEDOK NORTH STREET 3 KAKI BUKIT GREEN SINGAPORE 460554,3.0,
BEDOK|602|BEDOK RESERVOIR RD,602 BEDOK RESERVOIR RD SINGAPORE,1.329348986859478,103.911583237057,36710.05541232228,34618.31160535105,602 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470602,3.0,
BEDOK|508|BEDOK NTH AVE 3,508 BEDOK NTH AVE 3 SINGAPORE,1.333400121995126,103.9325194416137,39040.02477746736,35066.34974163212,508 BEDOK NORTH AVENUE 3 KAKI BUKIT VILLE SINGAPORE 460508,3.0,
BEDOK|720|BEDOK RESERVOIR RD,720 BEDOK RESERVOIR RD SINGAPORE,1.335972773547534,103.9248830205406,38190.15915020183,35350.78782171942,720 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470720,3.0,
BEDOK|765|BEDOK RESERVOIR VIEW,765 BEDOK RESERVOIR VIEW SINGAPORE,1.335961068286056,103.9359901135544,39426.26307638548,35349.5423547253,765 BEDOK RESERVOIR VIEW LONGVALE SINGAPORE 470765,6.0,
BEDOK|10|CHAI CHEE RD,10 CHAI CHEE RD SINGAPORE,1.327275723660216,103.9248035992805,38181.35607035365,34389.11105188169,10 CHAI CHEE ROAD SINGAPORE 467010,3.0,
BEDOK|185|BEDOK NTH RD,185 BEDOK NTH RD SINGAPORE,1.326237253226022,103.9408275501779,39964.66642939486,34274.35383565165,185 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460185,3.0,
BEDOK|111|LENGKONG TIGA,111 LENGKONG TIGA SINGAPORE,1.32405877835385,103.9113037627309,36678.97119188774,34033.34595361166,111 LENGKONG TIGA SINGAPORE 410111,6.0,
BEDOK|220B|BEDOK CTRL,220B BEDOK CTRL SINGAPORE,1.325477105257183,103.9343482269867,39243.58562460914,34190.27007304877,220B BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 462220,3.0,
BEDOK|603|BEDOK RESERVOIR RD,603 BEDOK RESERVOIR RD SINGAPORE,1.330001839758382,103.9124640223852,36808.07555347215,34690.5039246548,603 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470603,3.0,
BEDOK|21|CHAI CHEE RD,21 CHAI CHEE RD SINGAPORE,1.325778506042292,103.9224247101312,37916.61554656737,34223.54654300772,21 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 461021,3.0,
BEDOK|672|JLN DAMAI,672 JLN DAMAI SINGAPORE,1.332079129675026,103.9087571011204,36395.52599247173,34920.18728273362,672 JALAN DAMAI EUNOS DAMAI VILLE SINGAPORE 410672,3.0,
BEDOK|415|BEDOK NTH AVE 2,415 BEDOK NTH AVE 2 SINGAPORE,1.329649995329624,103.9302606063652,38788.6559527237,34651.66934484616,415 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460415,3.0,
BEDOK|763|BEDOK RESERVOIR VIEW,763 BEDOK RESERVOIR VIEW SINGAPORE,1.33607209475067,103.9348306063233,39297.22146033216,35361.8137520235,763 BEDOK RESERVOIR VIEW LONGVALE SINGAPORE 470763,6.0,
BEDOK|805|CHAI CHEE RD,805 CHAI CHEE RD SINGAPORE,1.324306049410357,103.9216253666384,37827.66239181534,34060.72646248527,805 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460805,3.0,
BEDOK|723|BEDOK RESERVOIR RD,723 BEDOK RESERVOIR RD SINGAPORE,1.336954393730899,103.9289605617676,38643.94278542046,35459.34778935462,723 BEDOK RESERVOIR ROAD RESERVOIR VIEW SINGAPORE 470723,3.0,
BEDOK|722|BEDOK RESERVOIR RD,722 BEDOK RESERVOIR RD SINGAPORE,1.336636993293451,103.9282077744809,38560.16678767558,35424.24797605723,722 BEDOK RESERVOIR ROAD RESERVOIR VIEW SINGAPORE 470722,3.0,
BEDOK|219C|BEDOK CTRL,219C BEDOK CTRL SINGAPORE,1.32485598421255,103.9335195743188,39151.3675835263,34121.58584332652,219C BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 463219,3.0,
BEDOK|640|BEDOK RESERVOIR RD,640 BEDOK RESERVOIR RD SINGAPORE,1.33210132151894,103.9049531949575,35972.19034466986,34922.62851669081,640 BEDOK RESERVOIR ROAD EUNOS TENAGA VILLE SINGAPORE 410640,3.0,
BEDOK|160|BEDOK STH AVE 3,160 BEDOK STH AVE 3 SINGAPORE,1.319259829863728,103.9452028774726,40451.63170497865,33502.84626731463,160 BEDOK SOUTH AVENUE 3 SIGLAP EAST SINGAPORE 460160,3.0,
BEDOK|94C|BEDOK NTH AVE 4,94C BEDOK NTH AVE 4 SINGAPORE,1.333614296105149,103.9426282545141,40165.03082611598,35090.07968952693,94C BEDOK NORTH AVENUE 4 SINGAPORE 462094,3.0,
BISHAN|22|SIN MING RD,22 SIN MING RD SINGAPORE,1.357284441082401,103.8393966799518,28676.4225484971,37707.13416073844,22 SIN MING ROAD SINGAPORE 570022,3.0,
BISHAN|407|SIN MING AVE,407 SIN MING AVE SINGAPORE,1.363453206277724,103.834214627275,28099.71960229054,38389.24393764325,407 SIN MING AVENUE SIN MING GARDEN SINGAPORE 570407,4.5,
