blk_no,postal_code,entity_id,latitude,longitude,bus_stop_num,bus_roof_num,bus_stop_latitude,bus_stop_longitude,euclidean_distance_to_nearest_bus_stop_km,nearest_bus_stop_estimated_walking_km,walking_time_to_nearest_bus_stop_mins
135,550135,11866,1.367316006863957,103.87480866383324,66311,B04,1.3676359960022264,103.8742982797492,0.067,0.0805,1.01
617,760617,1865,1.4192784619114496,103.83532243038819,59051,B05,1.4197231827908838,103.83430976830891,0.1231,0.1477,1.85
54,150054,1753,1.28910270685091,103.81367995613948,10429,B05,1.2892875227832838,103.8138935925098,0.0314,0.0377,0.47
80,141080,7278,1.2946437403690956,103.80971045788283,10309,B04,1.2963528042911632,103.81077766339769,0.2243,0.2691,3.36
510,650510,5865,1.3525536015231117,103.75492568901576,43541,B02,1.3529467260907746,103.75495337789863,0.0439,0.0526,0.66
473C,533473,11051638,1.3763960821542482,103.90141093098359,64061,B35,1.3756147173760847,103.90119995250248,0.0901,0.1081,1.35
281,680281,11668,1.3804164789474627,103.74252657913895,44521,B01,1.380821576491968,103.7425530531554,0.0452,0.0542,0.68
155,650155,6124,1.3479977486221795,103.74359240821367,43331,B01,1.3489163360307501,103.74315449130056,0.1133,0.1359,1.7
304,570304,834,1.3501735882129395,103.83791042644421,53029,B04,1.3492369978772736,103.83737361649777,0.1202,0.1442,1.8
483,510483,11067,1.3740644559042257,103.96005766385198,78231,B01,1.3734582446428822,103.95979448429792,0.0736,0.0883,1.1
23,320023,6881,1.3249614031992492,103.86302713655756,60251,NIL,1.3246005041368696,103.86174199268763,0.1486,0.1783,2.23
145,521145,4595,1.3487807780176089,103.94369361797257,76069,B02,1.348607654888784,103.94210020615222,0.1784,0.214,2.68
158A,681158,10462,1.3797198651369802,103.75653203366356,44279,B02,1.3790495867408776,103.75635805658848,0.0771,0.0925,1.16
317,600317,9227,1.346825016723642,103.73099660300734,28469,B08,1.346079797182806,103.73192978359492,0.1329,0.1595,1.99
372A,751372,11051372,1.4424945970865108,103.82257549245524,58021,B23,1.4433114240238925,103.82366954753364,0.152,0.1824,2.28
373B,752373,11051373,1.442499724028167,103.8233516658476,58021,B23,1.4433114240238925,103.82366954753364,0.097,0.1164,1.46
216A,361216,11051616,1.3429465129631453,103.87729787488946,62081,B06,1.3439113260618147,103.87765431104101,0.1145,0.1374,1.72
216C,363216,11051617,1.342902919667346,103.87788240544492,62089,B05,1.3437936942636557,103.87830663238066,0.1098,0.1318,1.65
11,271011,3348,1.3089414054746393,103.79405329529354,11381,B02,1.308365371071055,103.7933136934423,0.1043,0.1252,1.57
601D,524601,11055096,1.3614195471620831,103.93670078185268,75279,B12,1.3605819568751802,103.93607231519587,0.1166,0.1399,1.75
172,570172,12276,1.3472306244486532,103.85346179934055,53281,B01,1.3467976926697156,103.85434646870844,0.1096,0.1315,1.64
11,590011,2690,1.337828360328838,103.77263331138609,42161,B03,1.3402992894472836,103.772568914063,0.2752,0.3302,4.13
424,550424,3342,1.3481849008783777,103.87558307469216,62161,B04,1.3474916899531262,103.8760155812628,0.0909,0.1091,1.36
288,570288,5125,1.3569254905204295,103.84515686874636,53389,B04,1.357951597548918,103.84517252559492,0.1142,0.1371,1.71
443B,792443,124,1.391268100092397,103.87394614197682,67491,B06,1.3908801155350192,103.87471118922575,0.0955,0.1146,1.43
576,730576,1971,1.4305147092749022,103.7968562869303,47511,B03,1.4319225339748758,103.7964501580515,0.1631,0.1957,2.45
467A,761467,12940,1.4260298854819515,103.85114715260391,59819,NIL,1.4270329430697204,103.85193167286322,0.1417,0.1701,2.13
489A,520489,3134,1.3610750985548907,103.95725014204976,76261,B04,1.3616570071444984,103.95741648335076,0.0674,0.0808,1.01
453,530453,4490,1.3784877098494284,103.89580309824979,64021,B09,1.3779639029539443,103.8966353085986,0.1094,0.1313,1.64
42,210042,6530,1.3158153458224808,103.84962627433696,50081,B02,1.3164985729639724,103.85036002947251,0.1116,0.1339,1.67
305,400305,11107,1.3294833725248232,103.90219179072508,71109,B02,1.3283929484264336,103.90255449799291,0.1279,0.1535,1.92
403,730403,9623,1.4307160988521697,103.77225714961587,46591,B10,1.4306222374153594,103.77323757059158,0.1096,0.1315,1.64
81,360081,6218,1.3321533035797937,103.88630733657179,70149,B12,1.3328596075198005,103.88643998733977,0.08,0.096,1.2
501,760501,11053479,1.4165799423566288,103.840953863674,59441,B01,1.4158925280144228,103.83947349525302,0.1816,0.218,2.72
537,730537,5313,1.4297773973902503,103.79260682382392,46969,B01,1.430554001383889,103.79263320368393,0.0865,0.1038,1.3
811,760811,1799,1.4164283474969734,103.83217097758181,59041,B03,1.4163042486697415,103.83262011327952,0.0519,0.0622,0.78
448,670448,9439,1.3836299693500238,103.7719869602475,44911,NIL,1.384798463680638,103.77281061121609,0.1591,0.191,2.39
749,760749,1501,1.428353760344721,103.83411792482428,59671,B07A,1.4277174668233874,103.83510197071638,0.1304,0.1565,1.96
892A,730892,2438,1.4373100673490373,103.790214786018,46631,B04A,1.4369861341409196,103.78918437936325,0.1202,0.1442,1.8
499,520499,9406,1.3592219953481548,103.95643926634786,76341,B03,1.359770271346798,103.95533902162934,0.1368,0.1642,2.05
252,650252,6427,1.3504691773265842,103.7572674377209,43431,B06,1.3513997005084828,103.75648599990949,0.1353,0.1623,2.03
688C,733688,1932,1.4434067640830406,103.8073035416094,47619,B12,1.4442505527720775,103.80710273183061,0.0966,0.1159,1.45
234,530234,5087,1.3582147597808978,103.88877320926537,63269,B06,1.3588460165689709,103.8890256902302,0.0757,0.0908,1.14
795,760795,1775,1.4196366523267734,103.83252439992438,59329,B27,1.4197172444134494,103.83177044574524,0.0844,0.1013,1.27
796,760796,1776,1.4196419227173316,103.83347886025774,59051,B05,1.4197231827908838,103.83430976830891,0.0929,0.1115,1.39
2C,166002,5545,1.2868483827747166,103.83281936017941,06071,B05,1.2867497442857898,103.83358908756972,0.0864,0.1036,1.3
131,560131,106,1.3710784814996846,103.8418020876029,54231,B19,1.3696756481469001,103.84200871868934,0.1578,0.1894,2.37
275B,542275,3218,1.383350074339321,103.89455467651582,67601,NIL,1.3832757556522128,103.89326054474343,0.1443,0.1731,2.16
7,081007,2703,1.2771268901528419,103.84306601289713,05429,B01,1.2776222149010528,103.84370114485847,0.0896,0.1076,1.34
863B,522863,882,1.3554000316355412,103.93509303380513,75139,B07,1.3556424949488126,103.9360065015857,0.1052,0.1262,1.58
680,640680,2385,1.3445202595199046,103.70579448478395,21371,B02,1.3451737401141979,103.70620799588325,0.0861,0.1033,1.29
305D,824305,9850,1.4057602981703035,103.90692712406711,65099,B20,1.4044815491082883,103.9071514018568,0.1445,0.1734,2.17
29,730029,9710,1.443081362375811,103.77338092281111,46141,B04,1.4436614092538114,103.77326740918886,0.0658,0.079,0.99
730,760730,1723,1.4269342197145682,103.83158718784769,59319,B25,1.4261852803284079,103.83200273455773,0.0953,0.1144,1.43
3,420003,7307,1.3158298796037253,103.89896907207611,82049,B02,1.3163412744139897,103.89883877317195,0.0587,0.0705,0.88
126,760126,1344,1.4335936205250055,103.83015560425142,59121,B20,1.434512480285883,103.82995929052522,0.1046,0.1255,1.57
138D,614138,9926,1.3284582514975745,103.72328595218379,21569,B02,1.3282268255109195,103.72290888303942,0.0492,0.0591,0.74
188,540188,5240,1.3948015010258221,103.90484298299592,65191,B01,1.3951833419583715,103.90545369414286,0.0802,0.0962,1.2
744,640744,9093,1.3468405134670483,103.69903715378037,27349,B01,1.3468380977022556,103.69780367824427,0.1373,0.1647,2.06
747,640747,9173,1.347626020912074,103.69734271159442,27349,B01,1.3468380977022556,103.69780367824427,0.1016,0.1219,1.52
216B,512216,10867,1.368652607827652,103.9608581984462,78161,B02,1.3689790829337103,103.96047824715693,0.0558,0.0669,0.84
580,730580,1993,1.4305527340155701,103.79627042146733,47511,B03,1.4319225339748758,103.7964501580515,0.1538,0.1846,2.31
75,370075,11621,1.3252671018458333,103.88946181050976,70371,B01,1.3259798128824993,103.88927594595656,0.082,0.0984,1.23
431,820431,12651,1.4174609971935792,103.91062546429312,65129,B26,1.4165440576001156,103.90960204887665,0.1529,0.1835,2.29
943,520943,7849,1.3500716284997352,103.94120371959785,76069,B02,1.348607654888784,103.94210020615222,0.1911,0.2293,2.87
110,090110,3939,1.2739374556874656,103.82699648628994,14381,B02,1.2741368240286544,103.82552085159983,0.1657,0.1989,2.49
119,550119,13133,1.367586931446951,103.87148889900148,66329,B01,1.3660765202098684,103.87231890406017,0.1918,0.2302,2.88
806,530806,4363,1.3711205270349265,103.89415076464311,64041,B31,1.3702197475697142,103.89537925167255,0.1695,0.2035,2.54
413,120413,3370,1.3113432130551168,103.77109390352994,17159,B12,1.3120225428934915,103.76979804620032,0.1628,0.1954,2.44
941,640941,10834,1.3438359449498882,103.68875147350198,27261,B17,1.3438260115667597,103.68696003983133,0.1994,0.2392,2.99
812,760812,1846,1.417011286207722,103.83223000500273,59041,B03,1.4163042486697415,103.83262011327952,0.0899,0.1079,1.35
88A,143088,9339,1.296201002648976,103.80926141987908,10309,B04,1.2963528042911632,103.81077766339769,0.1696,0.2035,2.54
462,560462,9719,1.3669280295961619,103.85800937175473,54389,B06,1.36632586965054,103.85656523636352,0.1741,0.209,2.61
465,560465,3267,1.366181404833354,103.85718014139024,54389,B06,1.36632586965054,103.85656523636352,0.0703,0.0844,1.05
413,790413,6059,1.3897830738184267,103.8782583463944,67489,B03,1.3909843520092906,103.87698409750503,0.1949,0.2339,2.92
973,530973,8572,1.3777398369758864,103.87980077750385,66489,B02,1.3788907038542815,103.8789124485516,0.1618,0.1942,2.43
14,310014,11054851,1.3366678806894603,103.85834982278442,52429,B01,1.3363665878544249,103.85709545046421,0.1436,0.1723,2.15
130A,751130,11050839,1.4447561678155618,103.83186458747409,58531,B02,1.445365632428077,103.83225309838727,0.0805,0.0965,1.21
116A,461116,7892,1.3309865462657084,103.93724605949693,84239,B13,1.3315480019352421,103.93831690394057,0.1346,0.1615,2.02
259,760259,1142,1.4351053441307338,103.83917809694546,59241,B14,1.4342915156405578,103.8391983007543,0.0906,0.1087,1.36
225,510225,2537,1.3711419910330076,103.96108988214584,78201,B04,1.3713163989893504,103.96210001725063,0.1141,0.1369,1.71
127,350127,1727,1.335085767420871,103.865503604287,61079,B06,1.3359968695377167,103.8651674972098,0.1081,0.1297,1.62
262,540262,5776,1.3950906755631254,103.89514277075386,67411,B06,1.3947083983644417,103.89429539125356,0.1035,0.1242,1.55
225,680225,11575,1.3811028597283606,103.74501103979053,44481,B03,1.3818173466758659,103.74504449707656,0.0796,0.0955,1.19
243,760243,1308,1.4335879743556952,103.84066415047191,59249,B13,1.4342992669956387,103.83951961765646,0.15,0.18,2.25
765,730765,9226,1.4459120969080221,103.79681071311363,46841,B07,1.4449937215192548,103.79692035483443,0.103,0.1236,1.54
513,650513,547,1.3540606420787074,103.75235278981592,43809,B02,1.3543777624244433,103.75185807722167,0.0654,0.0785,0.98
235B,692235,13100,1.3603072372006002,103.73191350317072,43751,B14,1.3559168315286185,103.7365479463389,0.7105,0.8527,10.66
4,730004,284,1.4389856749638539,103.77576169582728,46071,B06,1.4386706520333885,103.776865831771,0.1278,0.1533,1.92
156,650156,682,1.3482711556914497,103.74389982406646,43339,UNK,1.3490815057528835,103.74382303660147,0.0906,0.1087,1.36
391,650391,6678,1.3658537705568063,103.75272527162907,43649,B03,1.3654614466666446,103.75063064023034,0.2372,0.2846,3.56
163A,611163,11055930,1.3303042800916558,103.72228069741142,21579,B04,1.3300451856131799,103.72313273363135,0.0991,0.1189,1.49
401,820401,11055931,1.414316227270509,103.90098272089301,65641,NIL,1.4153812892502087,103.89984161106695,0.1737,0.2085,2.61
659,680659,11610,1.4012399869655296,103.74939343599387,45391,NIL,1.4001403940752717,103.74972807984116,0.1279,0.1535,1.92
161,560161,6307,1.3742138730621258,103.8395490665317,54201,B05,1.3759261441032191,103.83918968434678,0.1948,0.2337,2.92
124,160124,6848,1.2839221540950732,103.82826906006093,10121,UNK,1.282619281641266,103.82892502057433,0.1624,0.1948,2.44
261,180261,9268,1.298810333232866,103.85213980980721,07561,B03,1.2994932353615323,103.8526261059181,0.0933,0.112,1.4
184,610184,5416,1.3333305854071391,103.72218769903702,21581,B05,1.332551869847897,103.72325573605156,0.1471,0.1765,2.21
662,520662,13051,1.3698571774849169,103.93333916641446,75369,B02,1.3709408584653262,103.93053435789047,0.3346,0.4016,5.02
236,760236,12258,1.4339667239574028,103.83899681068078,59241,B14,1.4342915156405578,103.8391983007543,0.0425,0.0511,0.64
337B,762337,11052565,1.4331952479328642,103.84687902042612, , ,1.4330868516835422,103.84603455901403,0.0947,0.1137,1.42
337C,763337,11052566,1.4333919155937564,103.84628109793039, , ,1.4330868516835422,103.84603455901403,0.0437,0.0524,0.65
110,320110,6006,1.3220099941067782,103.85889211486375,50349,B01,1.3192413077760694,103.85961316111734,0.3185,0.3822,4.78
124,550124,6921,1.3663019117986073,103.8714337360663,66329,B01,1.3660765202098684,103.87231890406017,0.1017,0.122,1.52
336,400336,3236,1.3258011763761266,103.90206126493877,71111,B03,1.3267145814288541,103.90051744037594,0.1996,0.2396,2.99
192,570192,12609,1.3489815146095627,103.85130191039777,53259,B02,1.3470626353851556,103.85201444047341,0.2279,0.2734,3.42
494,640494,12182,1.34945426972872,103.72493300543226,28581,B07,1.3491757939646387,103.72566366107716,0.087,0.1044,1.31
407,510407,12125,1.3736694347694627,103.95451040788765,78101,B11,1.3750619045469763,103.9539433660506,0.1674,0.2008,2.51
102,470102,7351,1.3285337991222221,103.90926879059788,83351,B01,1.3277011850698122,103.91215996336318,0.3348,0.4018,5.02
43,370043,4998,1.3265005796407012,103.8855506505841,70221,B09,1.3262776038745305,103.88514063103094,0.0519,0.0623,0.78
150,760150,1569,1.430968536819215,103.83370218676231,59159,B01,1.4305529155067558,103.83449197078606,0.0993,0.1192,1.49
37,090037,8290,1.2726798788883262,103.82288157348792,14379,B10,1.2724584161781063,103.82377378042008,0.1023,0.1228,1.53
29,370029,3593,1.3300956044545051,103.8870627477315,70181,B05,1.328815399662141,103.88696849553854,0.1429,0.1715,2.14
805,680805,6902,1.3732590643729765,103.74352338486715,30111,NIL,1.372488205781988,103.74292432238616,0.1087,0.1304,1.63
49,320049,5783,1.327632032968777,103.85637881803984,52099,B01,1.3265937477069163,103.85491245905213,0.2,0.24,3.0
264,310264,11053281,1.3325611617122284,103.855177185574,52339,B04,1.3327995175995082,103.85574641128711,0.0687,0.0824,1.03
543,550543,8660,1.3744366812367068,103.87129580258987,66511,B02,1.375740305065702,103.87165167539875,0.1504,0.1805,2.26
261C,543261,5267,1.393319826711149,103.89488711361211,67401,B09,1.3929944433884,103.89514553277608,0.0463,0.0555,0.69
462A,761462,11052422,1.4276293435952172,103.85013165408803,59599,NIL,1.4269243606107975,103.84968636636978,0.0928,0.1114,1.39
333,730333,10954,1.4297647063688306,103.78004472566995,46621,B06,1.4295618611888865,103.78065569714747,0.0716,0.086,1.07
684,820684,11052957,1.4031496971071744,103.91605703443447,65371,B16,1.4030640794567493,103.91633732622999,0.0326,0.0391,0.49
103C,823103,8318,1.3973793505186503,103.904532433287,65071,B15,1.398506289893645,103.90417086518269,0.1317,0.1581,1.98
441,760441,6136,1.4227796596873186,103.845611460257,59461,B01,1.4233548773157922,103.84691404163807,0.1585,0.1902,2.38
226,680226,11534,1.381384967887236,103.74529322950086,44489,B04,1.3818073855314166,103.74534629782374,0.0474,0.0569,0.71
45,210045,2760,1.3155893804893284,103.85079707258315,50089,B01,1.3165421296490596,103.8505241950098,0.1103,0.1324,1.65
647,560647,7713,1.3789880042788865,103.8435401427263,55201,B09,1.378557968466807,103.84435565337813,0.1026,0.1231,1.54
469,750469,783,1.448758768803124,103.81391128715858,58381,B03,1.4479820300582653,103.81344809073623,0.1007,0.1208,1.51
180,560180,6891,1.3765951984027722,103.83831954048057,55111,B25,1.3769709566521784,103.8376725856202,0.0833,0.0999,1.25
335,520335,3528,1.3525374445640694,103.96063470008109,76449,B03,1.3520916419824769,103.96106860759683,0.0692,0.0831,1.04
486,670486,7330,1.389129160728729,103.771717270382,44691,B01,1.388308191057049,103.77137492976381,0.099,0.1188,1.49
232A,821232,11051456,1.4023070892605956,103.89103851922918,65541,B01,1.40350831137751,103.89125868516305,0.1359,0.1631,2.04
658D,644658,5791,1.3372210353187988,103.70075234881944,22511,B04,1.3374615311012508,103.70020256698429,0.0668,0.0801,1.0
435,560435,7655,1.3677120910151643,103.85424504009362,54279,B14,1.3697111849365813,103.85395264446693,0.2249,0.2699,3.37
19B,323019,7485,1.3277841245515873,103.85963099623996,52049,B01,1.3273276207118903,103.85996603496113,0.063,0.0756,0.95
268,600268,8644,1.3419513412345712,103.74503691565205,28629,B08,1.3419257265017512,103.74420194118387,0.093,0.1116,1.39
632B,522632,12944,1.3636475649077795,103.94165452954712,75579,NIL,1.3636406497042484,103.94309485791027,0.1603,0.1924,2.4
590B,752590,436,1.45016549761128,103.82705883314443,58509,B01,1.4506277296715264,103.82693749690806,0.0532,0.0638,0.8
878,760878,2043,1.4141059607357886,103.83588399776313,59481,B01,1.415413520462043,103.8365131375066,0.1615,0.1938,2.42
412,730412,9571,1.428147756388369,103.77281807688293,46369,B02,1.4275953588400794,103.77317499584873,0.0732,0.0878,1.1
410,570410,11052488,1.3628863757204541,103.8355481678255,53339,B03,1.363108133394166,103.83682316155115,0.144,0.1728,2.16
307D,544307,7974,1.3903978894784594,103.88636728833148,65801,NIL,1.3904872973746711,103.88573045017719,0.0716,0.0859,1.07
510,560510,4194,1.3734309254889319,103.84906932137217,54349,B10,1.3747146803880388,103.84812493658255,0.1774,0.2129,2.66
578,510578,7737,1.3740134441962544,103.94760930907972,77371,B02,1.3745390825086172,103.94820709312587,0.0886,0.1063,1.33
294,520294,11056256,1.3508042723463156,103.95404528538013,76091,B06,1.3507603089415592,103.95281317770315,0.1372,0.1646,2.06
262,310262,11053282,1.333280682283953,103.85561956373343,52339,B04,1.3327995175995082,103.85574641128711,0.0554,0.0665,0.83
238,520238,9901,1.3557396653853373,103.94661705060783,76151,B07,1.3553223362911668,103.94712159212827,0.0729,0.0875,1.09
30,391030,12417,1.3094782398093041,103.88326055397818,81161,B04,1.3105337933461398,103.88310994653578,0.1187,0.1424,1.78
92B,102092,11052087,1.2758756167842222,103.8071967572862,14509,B01,1.2756604251336714,103.80682632722362,0.0477,0.0572,0.72
629B,522629,12952,1.364648163407033,103.94202288888695,75569,NIL,1.3658795388645995,103.94160607300068,0.1447,0.1737,2.17
740,470740,11054496,1.3381376831448797,103.92260214505671,84479,B16,1.337411282456152,103.92252122627053,0.0814,0.0976,1.22
954,530954,2634,1.3766818230065505,103.878170903766,64119,B18,1.3766790106357738,103.877125405214,0.1164,0.1396,1.75
592B,752592,1172,1.450726181472479,103.82769066943061,58501,B02,1.4506967919080078,103.82711804370159,0.0638,0.0766,0.96
377A,531377,11811,1.3630856641338411,103.89461374767113,64201,B05,1.3617310784097818,103.89409309943781,0.1615,0.1938,2.42
82,460082,6868,1.3295021111744518,103.94040227934684,84249,B15,1.3295059259352247,103.93959388662847,0.09,0.108,1.35
483,750483,466,1.4559762647552557,103.81540488164751,58351,B12,1.45588454011128,103.81494398962721,0.0523,0.0628,0.78
142,540142,2860,1.3902232636204284,103.90494515866729,67121,B03,1.3894658050414908,103.90526380472329,0.0915,0.1098,1.37
213,310213,3102,1.3409671135952559,103.85439837007654,52539,B09,1.3399318403907863,103.85390705320107,0.1276,0.1531,1.91
287B,602287,6767,1.3383779748144902,103.74435066044289,28649,B04,1.3390528474605636,103.74596144310387,0.1944,0.2332,2.92
307,600307,11054902,1.3466241599815192,103.73482809980682,28481,B02,1.3460913534631582,103.734211011843,0.0907,0.1089,1.36
309,600309,11054904,1.3476409169660304,103.73401707133993,28481,B02,1.3460913534631582,103.734211011843,0.1738,0.2086,2.61
310,600310,11054905,1.3480898443939628,103.73377900623608,28471,B04,1.3480953845209822,103.73208056146038,0.189,0.2268,2.84
292,650292,11055590,1.344526682074584,103.75529416995852,43141,NIL,1.3442366912117167,103.75592190803053,0.077,0.0924,1.15
269,310269,11056030,1.3328358474861688,103.85924336711365,52311,B01,1.3343430805566343,103.85727492323208,0.2759,0.3311,4.14
206C,363206,12560,1.342124306539888,103.87220236705325,61049,B10,1.3419199507867026,103.87098135144947,0.1378,0.1653,2.07
116,690116,12719,1.3561977979016706,103.7349104717604,43751,B14,1.3559168315286185,103.7365479463389,0.1849,0.2219,2.77
287,680287,11550,1.3790352677430004,103.74160011939368,44569,B03,1.3781492340299037,103.74125941247271,0.1057,0.1268,1.59
26,460026,2629,1.323314186799748,103.92358921958731,84011,B01,1.3226284615204666,103.92243475357957,0.1494,0.1793,2.24
631,530631,8253,1.3706673992964102,103.88147389559346,63389,B14,1.3706692025344849,103.88236949540381,0.0997,0.1196,1.5
806,520806,7937,1.345558810072204,103.93687088000536,75229,B07,1.3450210175549615,103.93669137037199,0.0631,0.0757,0.95
126,460126,6512,1.3281698585462973,103.93889403335027,84241,B16,1.3285303491299605,103.94002516865656,0.1321,0.1586,1.98
216,730216,12524,1.4471328021598435,103.7721695361939,46159,B07,1.4456595028285062,103.77329536873854,0.2064,0.2477,3.1
433B,792433,9222,1.3939237607735466,103.87760718055307,67569,NIL,1.395130124982254,103.87708154837885,0.1465,0.1758,2.2
762,760762,1504,1.4257392249134861,103.8340216968268,59061,B07,1.425637446354079,103.83496646601142,0.1057,0.1269,1.59
84,150084,5848,1.2871631636053316,103.81880405573578,10481,B02,1.2877583511137067,103.81794780250775,0.1161,0.1393,1.74
37C,403037,12887,1.3214090794968196,103.90062834739595,82009,NIL,1.3193923286128422,103.90173666106625,0.2562,0.3074,3.84
159A,541159,8806,1.3878567252340777,103.9072869375336,67531,NIL,1.387849253027732,103.90680297228567,0.0539,0.0646,0.81
593A,751593,1270,1.4516186306020793,103.82779193751577,58051,B29,1.4509093532420219,103.82846461088246,0.1088,0.1306,1.63
7,140007,5693,1.306422556795683,103.79469293991535,11179,B04,1.3062216129558555,103.79434373810405,0.0448,0.0538,0.67
279A,541279,11054268,1.3858447268825176,103.89308482815012,67339,B06,1.3864647256491818,103.89257841597323,0.0891,0.1069,1.34
205D,544205,8850,1.3862240042995566,103.89750105426742,67179,B06,1.3874270981351844,103.89792729159595,0.1421,0.1705,2.13
357,750357,367,1.449965136955462,103.81656204686574,58321,B01,1.4501828153653897,103.81609972664896,0.0569,0.0682,0.85
895E,734895,10801,1.4357953749264192,103.79211720099845,47589,B05,1.4349219839491358,103.79196357720706,0.0987,0.1185,1.48
664,680664,11677,1.40229734811675,103.75043686786016,45421,B03,1.4027214605556177,103.75055645918066,0.0491,0.0589,0.74
19A,131019,3941,1.3073063331676318,103.7847094597084,19011,B03,1.307729498502356,103.78437257831611,0.0602,0.0722,0.9
30A,392030,968,1.3097007684729174,103.88346187557636,81161,B04,1.3105337933461398,103.88310994653578,0.1007,0.1208,1.51
206A,641206,8335,1.3453013889009617,103.71550115151292,21459,B05,1.345640186938697,103.71496552531775,0.0705,0.0846,1.06
273A,821273,5034,1.402288008898141,103.90209644707934,65219,NIL,1.4032306712567626,103.90321930689713,0.1632,0.1958,2.45
86,370086,4081,1.3229116119852427,103.88531800205062,70211,B01,1.3236506270076105,103.88685190672044,0.1895,0.2274,2.84
693A,731693,1908,1.438762289142844,103.80367126161613,47649,B01,1.4390450731666298,103.80368564834725,0.0315,0.0378,0.47
286D,604286,86,1.3396514425021597,103.74459125002045,28639,B06,1.3404278231939621,103.74403266563161,0.1065,0.1278,1.6
441,570441,5289,1.359153649040024,103.8317324162391,53361,B10,1.3593117897114166,103.83028850314734,0.1617,0.194,2.42
268B,542268,7703,1.384521024668309,103.89635096110416,67219,B10,1.383738047213981,103.89746013395454,0.1511,0.1813,2.27
195B,822195,3245,1.4013641981657143,103.9064216611473,65089,B18,1.4013018590760475,103.90580793636133,0.0687,0.0824,1.03
324,820324,11053269,1.4131785052893646,103.89841788234723,65671,NIL,1.411255006454345,103.89877323016718,0.2177,0.2613,3.27
108,510108,6843,1.3674570499890657,103.95703778365665,78171,B01,1.36790036187363,103.95677374796111,0.0574,0.0689,0.86
709A,731709,5339,1.4410427671351524,103.79798732847105,46821,B01,1.4421496181419322,103.7975211846199,0.1337,0.1604,2.01
224,760224,11052678,1.4344227797713838,103.83517151107168,59099,B14,1.4327948220498452,103.83521711419415,0.1813,0.2176,2.72
266B,822266,11054077,1.4055353556706458,103.8978154783384,65149,B01,1.4049714796290538,103.89698300022707,0.1119,0.1343,1.68
566,510566,7696,1.369205845228167,103.94983824353753,77359,B03,1.3680688776861796,103.9500642232804,0.129,0.1548,1.94
623,650623,3239,1.3509439227150415,103.74936820477068,43419,B02,1.3517576388160666,103.74982433886554,0.1038,0.1246,1.56
106,160106,3135,1.2802732645474884,103.82452175987589,10369,B05,1.2803033268102844,103.82388585216584,0.0709,0.085,1.06
619D,824619,6086,1.4021991464174235,103.9110812439592,65389,NIL,1.4020450488216456,103.90994944876259,0.1271,0.1525,1.91
144,310144,3221,1.3354140270598562,103.84410000919976,52149,B09,1.336335920096427,103.84356828223531,0.1185,0.1422,1.78
120,690120,12927,1.3577967636909294,103.73635962891126,43751,B14,1.3559168315286185,103.7365479463389,0.2103,0.2524,3.15
309B,563309,10997499,1.3649536090863368,103.846057497515,54079,B10,1.363878102846676,103.84595532235083,0.1203,0.1443,1.8
253,560253,5206,1.369649230555766,103.83467320925791,54169,B01,1.3709054415628699,103.83479839365697,0.1405,0.1686,2.11
245,560245,5349,1.3676426983615568,103.83475949747294,54061,B15,1.3672553425901817,103.83411257541638,0.0839,0.1007,1.26
118,310118,5749,1.3395426345636317,103.8448890634145,52169,B05,1.3401426007330703,103.84465708334712,0.0716,0.0859,1.07
254,560254,5897,1.3702297189226293,103.83467885018894,54169,B01,1.3709054415628699,103.83479839365697,0.0764,0.0917,1.15
256,560256,6027,1.3705789964189514,103.83597587387221,54181,B01,1.3705936575811628,103.8365205112996,0.0606,0.0728,0.91
117,310117,6974,1.3399799050017174,103.84523193228347,52169,B05,1.3401426007330703,103.84465708334712,0.0665,0.0798,1.0
149,320149,12761,1.318280698842548,103.85939662306758,60101,B09,1.3178703481622565,103.86010979130697,0.0916,0.1099,1.37
21,590021,10064,1.3382243325339258,103.77196412697718,42161,B03,1.3402992894472836,103.772568914063,0.2406,0.2887,3.61
467,790467,10035,1.397585838249968,103.87874695340118,67701,B01,1.3984314858707374,103.87738211464128,0.1787,0.2144,2.68
19,680019,10750,1.3792830955664732,103.75295745107988,44411,B03,1.3784938367416877,103.75326015771685,0.0941,0.1129,1.41
826,640826,11055047,1.34607736057933,103.69439879016194,27409,B02,1.34721424580978,103.69412968165894,0.1301,0.1561,1.95
825,640825,11055048,1.3463188661657124,103.69333980844367,27411,B03,1.3459388698571255,103.69273953431241,0.0791,0.0949,1.19
831,640831,11055049,1.3450038612842676,103.69471207502255,27359,B01,1.3444957336259664,103.69605442474581,0.1597,0.1917,2.4
468,190468,3383,1.3054143416424069,103.86322110600065,01329,B15,1.3049204339935652,103.86357489073806,0.0676,0.0812,1.01
503,560503,8057,1.3754850155571747,103.84892722382774,54349,B10,1.3747146803880388,103.84812493658255,0.1238,0.1486,1.86
638C,823638,8819,1.3997422813403229,103.9155058439028,65329,NIL,1.3998465331135619,103.91632951751103,0.0924,0.1109,1.39
257,560257,7021,1.370171191952134,103.83577740243415,54181,B01,1.3705936575811628,103.8365205112996,0.0951,0.1142,1.43
119,310119,7196,1.3390888560305736,103.84468303424515,52169,B05,1.3401426007330703,103.84465708334712,0.1173,0.1408,1.76
136,520136,6556,1.3479061130448247,103.9563383870284,96139,B01,1.3464901309918995,103.95590753099151,0.1648,0.1977,2.47
