blk_no,postal_code,entity_id,latitude,longitude,supermarket_name,supermarket_blk_house,supermarket_street,supermarket_postcode,supermarket_latitude,supermarket_longitude,euclidean_distance_to_nearest_supermarket_km,nearest_supermarket_estimated_walking_km,walking_time_to_nearest_supermarket_mins
208B,122208,10220,1.32262089131768,103.76244687517259,COLD STORAGE SINGAPORE (1983) PTE LTD,41,SUNSET WAY,597071,1.32325040085144,103.767260053848,0.5402,0.6483,8.1
238,650238,197,1.350004530623835,103.75461829880709,NTUC FAIRPRICE CO-OPERATIVE LTD,280,BUKIT BATOK EAST AVENUE 3,650280,1.34770147779385,103.757044586256,0.3723,0.4468,5.59
88,370088,7907,1.3235529366461696,103.88589179838995,NTUC FAIRPRICE CO-OPERATIVE LTD,114,ALJUNIED AVENUE 2,380114,1.32176644586798,103.886672786663,0.217,0.2604,3.26
44A,441044,8060,1.3051314811307628,103.91314038589518,COLD STORAGE SINGAPORE (1983) PTE LTD,56,MARINE TERRACE,440056,1.30560570262798,103.915376080603,0.2544,0.3052,3.82
671B,642671,4718,1.3440059055328157,103.70189779571486,SHENG SIONG SUPERMARKET PTE LTD,7,JURONG WEST AVENUE 5,649486,1.34878489456242,103.703415655686,0.5582,0.6698,8.37
304C,543304,5915,1.388280557278771,103.88929609020389,U STARS SUPERMARKET PTE. LTD.,215C,COMPASSVALE DRIVE,543215,1.38977025366003,103.892787164081,0.4224,0.5069,6.34
115,560115,11052243,1.3729415875901176,103.83642975831881,COLD STORAGE SINGAPORE (1983) PTE LTD,161,ANG MO KIO AVENUE 4,560161,1.374239506746,103.839489194952,0.3699,0.4438,5.55
858,760858,10196,1.4176271774430937,103.83850131164306,NTUC FAIRPRICE CO-OPERATIVE LTD,598,YISHUN RING ROAD,768698,1.41799925737436,103.841236466066,0.3072,0.3686,4.61
863,760863,10224,1.4169754921813233,103.83863144508996,U STARS PTE. LTD.,507,YISHUN AVENUE 4,760507,1.41517633772651,103.83983039077,0.2407,0.2888,3.61
308,650308,3707,1.3585145564826284,103.74809396764655,COLD STORAGE SINGAPORE (1983) PTE LTD,376,BUKIT BATOK STREET 31,650376,1.35831704701199,103.749579874348,0.1668,0.2002,2.5
229,680229,10762,1.3806706892646863,103.74637540602195,PRIME SUPERMARKET (1996) PTE LTD,253,CHOA CHU KANG AVENUE 1,680253,1.37743962647899,103.744383226701,0.4225,0.507,6.34
255,310255,5291,1.3315620212484127,103.85774411897286,COLD STORAGE SINGAPORE (1983) PTE LTD,260,KIM KEAT AVENUE,310260,1.33211277384514,103.857378075733,0.0736,0.0883,1.1
918,640918,122,1.3406794232264247,103.68720161716924,PRIME SUPERMARKET LIMITED,962,JURONG WEST STREET 91,640962,1.34201783432949,103.691483120672,0.4992,0.5991,7.49
305,760305,1628,1.4309916681347605,103.83959587522556,HAO MART PTE. LTD.,239,YISHUN RING ROAD,760239,1.43359514246154,103.839685380422,0.29,0.348,4.35
417,650417,647,1.3628798673818387,103.74630370454697,NTUC FAIRPRICE CO-OPERATIVE LTD,2,BUKIT BATOK WEST AVENUE 7,659003,1.36650698092595,103.746847123122,0.4083,0.4899,6.12
343,400343,107,1.3264556841812434,103.90047696233182,COLD STORAGE SINGAPORE (1983) PTE LTD,306,UBI AVENUE 1,400306,1.32987219697453,103.901929745106,0.4133,0.4959,6.2
139,760139,1354,1.4316941960428065,103.83153763804417,COLD STORAGE SINGAPORE (1983) PTE LTD,102,YISHUN AVENUE 5,760102,1.43061828496815,103.828762985206,0.3312,0.3974,4.97
936,530936,5555,1.374681019573965,103.87991092503562,NTUC FAIRPRICE CO-OPERATIVE LTD,1,HOUGANG STREET 91,538692,1.3756672808109,103.879450260083,0.1212,0.1454,1.82
407,600407,11906,1.3188972277637048,103.7486380292725,NTUC FAIRPRICE CO-OPERATIVE LTD,37,TEBAN GARDENS ROAD,600037,1.32052027199062,103.742651522893,0.6903,0.8284,10.35
625,470625,971,1.3339639292904657,103.91609682677343,COLD STORAGE SINGAPORE (1983) PTE LTD,631,BEDOK RESERVOIR ROAD,470631,1.3329587272309,103.914941831132,0.1704,0.2045,2.56
146,670146,4954,1.375573184715663,103.76629806083888,SONG FISH DEALER PTE LTD,17,PETIR ROAD,678278,1.37834971351323,103.762741183479,0.5022,0.6027,7.53
542A,551542,5053,1.373579401517794,103.87177650746527,PRIME SUPERMARKET (1996) PTE LTD,542B,SERANGOON NORTH AVENUE 3,552542,1.37368392879254,103.871416983339,0.0417,0.05,0.63
350,650350,8643,1.361721453912585,103.74915871518536,MCP FAIRMART PTE LTD,BLK 371,BUKIT BATOK STREET 31,650371,1.35925940699667,103.75069463728,0.323,0.3876,4.85
808D,684808,11714,1.3749210429656284,103.74555888399861,U STARS PTE. LTD.,810,CHOA CHU KANG AVENUE 7,680810,1.37405796748332,103.746160084444,0.1171,0.1405,1.76
619C,823619,8123,1.4024751811261538,103.91069780103894,COLD STORAGE SINGAPORE (1983) PTE LTD,622D,PUNGGOL CENTRAL,824622,1.40053114255394,103.91053692695,0.2171,0.2606,3.26
339,650339,2719,1.3632057203294399,103.75054629184375,OH BENG GUAN,395A,BUKIT BATOK WEST AVENUE 5,651395,1.36393821477866,103.751896006132,0.1709,0.2051,2.56
891A,521891,3302,1.348767634334032,103.93095983868842,U STARS SUPERMARKET PTE. LTD.,878C,TAMPINES AVENUE 8,523878,1.3512641069979,103.929363838846,0.3298,0.3958,4.95
127A,161127,10958,1.2819670019457499,103.8296678805013,NTUC FAIRPRICE CO-OPERATIVE LTD,18 /20,KIM TIAN ROAD,169252,1.28480734614992,103.829298011427,0.3189,0.3826,4.78
470,670470,7435,1.3884121216772327,103.77325055693665,SHENG SIONG SUPERMARKET PTE LTD,547,SEGAR ROAD,670547,1.3882402152635,103.769575387874,0.4094,0.4913,6.14
229,600229,6087,1.3417925944628433,103.73802360705403,NTUC FAIRPRICE CO-OPERATIVE LTD,249,JURONG EAST STREET 24,600249,1.34259104167685,103.739199499869,0.1582,0.1898,2.37
875,730875,11871,1.4425660598965908,103.78962427961095,COLD STORAGE SINGAPORE (1983) PTE LTD,883,WOODLANDS STREET 82,730883,1.44275332239793,103.79054802026,0.1049,0.1259,1.57
126C,823126,641,1.3940548260376417,103.91067660188381,NTUC FAIRPRICE CO-OPERATIVE LTD,168,PUNGGOL FIELD,820168,1.394184094795,103.912976438987,0.2563,0.3076,3.85
211,460211,10667,1.3254629780234868,103.93197254445629,NTUC FAIRPRICE CO-OPERATIVE LTD,212,BEDOK NORTH STREET 1,460212,1.32594069682932,103.931640028654,0.0648,0.0777,0.97
133,570133,4065,1.3455814119710696,103.85182567789819,NTUC FAIRPRICE CO-OPERATIVE LTD,510,BISHAN STREET 13,570510,1.34888843913817,103.849691986415,0.4381,0.5257,6.57
680,680680,11731,1.4033610804773784,103.74491084018393,NTUC FAIRPRICE CO-OPERATIVE LTD,21,CHOA CHU KANG NORTH 6,689578,1.39730189954737,103.746558069293,0.699,0.8388,10.48
930,520930,2946,1.3460031138693564,103.9396124785634,COLD STORAGE SINGAPORE (1983) PTE LTD,829,TAMPINES STREET 81,520829,1.34922418771454,103.934912522809,0.6342,0.761,9.51
48,380048,7241,1.3177861308050167,103.87943292675436,YEO HOCK HENG,5,ALJUNIED ROAD,389797,1.31357605426931,103.881877796975,0.5419,0.6503,8.13
985,530985,5308,1.3814853544084926,103.88002847563344,COLD STORAGE SINGAPORE (1983) PTE LTD,982,BUANGKOK CRESCENT,530982,1.380850346979,103.879309100327,0.1068,0.1282,1.6
639,820639,4124,1.3994768219661489,103.91606302960022,ANG MO SUPERMARKET PTE LTD,639,PUNGGOL DRIVE,820639,1.39946117297002,103.916054504161,0.002,0.0024,0.03
356C,403356,12826,1.3275025590025347,103.9000786205239,COLD STORAGE SINGAPORE (1983) PTE LTD,306,UBI AVENUE 1,400306,1.32987219697453,103.901929745106,0.3347,0.4016,5.02
606,640606,5362,1.3380238629412815,103.69928641038028,COLD STORAGE SINGAPORE (1983) PTE LTD,638,JURONG WEST STREET 61,640638,1.34159108250934,103.697020082225,0.4704,0.5645,7.06
462,680462,11493,1.3775166886093557,103.73520765253474,COLD STORAGE SINGAPORE (1983) PTE LTD,475,CHOA CHU KANG AVENUE 3,680475,1.37805613765446,103.73893180394,0.4188,0.5025,6.28
531,460531,7139,1.3333004415004048,103.92606854147338,SHENG SIONG SUPERMARKET PTE LTD,539A,BEDOK NORTH STREET 3,461539,1.3324023017993,103.925500600051,0.1183,0.1419,1.77
325,820325,11053266,1.4134765740706727,103.89872775356241,SHENG SIONG SUPERMARKET PTE LTD,312A,SUMANG LINK,821312,1.41081926280608,103.900371678954,0.3478,0.4174,5.22
15,460015,8346,1.3209127784786399,103.93553524843288,"TANG KER AN, TIMOTHY",18,BEDOK SOUTH ROAD,460018,1.3206250589085,103.934734229515,0.0947,0.1137,1.42
417,760417,1663,1.4240251069338203,103.8464525184479,NTUC FAIRPRICE CO-OPERATIVE LTD,414,YISHUN RING ROAD,760414,1.42452848118598,103.846595550971,0.0583,0.0699,0.87
464,790464,12993,1.397606630766757,103.8759934950597,LABIBA ENTERPRISE PTE. LTD.,249,JALAN KAYU,799473,1.39657415558799,103.872851581637,0.3681,0.4417,5.52
113A,161113,8407,1.280203282492373,103.8252442228343,COLD STORAGE SINGAPORE (1983) PTE LTD,26,JALAN MEMBINA,161026,1.28263437748971,103.825595755974,0.2734,0.3281,4.1
358,400358,12995,1.3294914875485893,103.89897990678298,COLD STORAGE SINGAPORE (1983) PTE LTD,306,UBI AVENUE 1,400306,1.32987219697453,103.901929745106,0.331,0.3972,4.97
75B,152075,9253,1.2884584780913517,103.8158859154207,NTUC FAIRPRICE CO-OPERATIVE LTD,20,LENGKOK BAHRU,159053,1.28668027234677,103.813766343919,0.3079,0.3695,4.62
354,530354,6760,1.3724841214659376,103.8994587722921,NTUC FAIRPRICE CO-OPERATIVE LTD,100,HOUGANG AVENUE 10,538767,1.37177995742086,103.894165384101,0.5943,0.7131,8.91
136,730136,8768,1.4383781144091845,103.77773329128676,SHENG SIONG SUPERMARKET PTE LTD,4,WOODLANDS STREET 12,738623,1.43351253350403,103.779746864012,0.5862,0.7034,8.79
120B,822120,10063,1.3947329874663768,103.90756483658848,PRIME SUPERMARKET LIMITED,108,PUNGGOL FIELD,820108,1.39652617622188,103.908850766913,0.2456,0.2947,3.68
109B,342109,12501,1.333418082907084,103.8726715747717,NTUC FAIRPRICE CO-OPERATIVE LTD,6,POTONG PASIR AVENUE 2,358361,1.33253590792541,103.867036838441,0.6347,0.7617,9.52
278,540278,11052968,1.3814615142928877,103.89003374167208,COLD STORAGE SINGAPORE (1983) PTE LTD,21,HOUGANG STREET 51,538719,1.37924528806956,103.887832026894,0.3477,0.4173,5.22
613,470613,11215,1.3319668538785856,103.9170688007969,COLD STORAGE SINGAPORE (1983) PTE LTD,631,BEDOK RESERVOIR ROAD,470631,1.3329587272309,103.914941831132,0.2612,0.3134,3.92
220,600220,10977,1.3410891149182882,103.73748507314454,NTUC FAIRPRICE CO-OPERATIVE LTD,249,JURONG EAST STREET 24,600249,1.34259104167685,103.739199499869,0.2537,0.3044,3.81
250A,541250,3897,1.3916706333305664,103.89986998753535,NTUC FAIRPRICE CO-OPERATIVE LTD,11,RIVERVALE CRESCENT,545082,1.39219777362583,103.90447160757,0.5155,0.6185,7.73
86,440086,12661,1.3018483331652497,103.90691772251206,NTUC FAIRPRICE CO-OPERATIVE LTD,6,MARINE PARADE CENTRAL,449411,1.30141955705642,103.907112664975,0.0524,0.0629,0.79
147,470147,986,1.3348502733492207,103.91174726076339,CHUA & NG PTE. LTD.,632,BEDOK RESERVOIR ROAD,470632,1.33205094619271,103.914145078086,0.4103,0.4923,6.15
54,461054,5030,1.3248594188737692,103.94255404377773,NTUC FAIRPRICE CO-OPERATIVE LTD,57,NEW UPPER CHANGI ROAD,461057,1.32424554991112,103.9415687075,0.1292,0.155,1.94
47,310047,11054727,1.336871951940578,103.85404402653617,SHENG SIONG SUPERMARKET PTE LTD,4,LORONG 7 TOA PAYOH,310004,1.33904479825353,103.855541071679,0.2937,0.3524,4.41
205,600205,5485,1.337522217648867,103.74288155171776,ISETAN (SINGAPORE) LIMITED?,3,GATEWAY DRIVE,608532,1.33402529468935,103.74258601505,0.3907,0.4688,5.86
327,120327,1089,1.3140030581825575,103.76652353876216,NTUC FAIRPRICE CO-OPERATIVE LTD,451,CLEMENTI AVENUE 3,120451,1.31248299329667,103.765476758596,0.2054,0.2465,3.08
615,510615,8615,1.376365501773669,103.94161976823561,U STARS PTE. LTD.,625,ELIAS ROAD,510625,1.37860238037503,103.941978177656,0.2522,0.3026,3.78
354,610354,3970,1.3390461602288461,103.72111138803803,NTUC FAIRPRICE CO-OPERATIVE LTD,399,YUNG SHENG ROAD,610399,1.33504201869474,103.720268020639,0.4555,0.5466,6.83
204,530204,217,1.3588633678395117,103.8850633553387,COLD STORAGE SINGAPORE (1983) PTE LTD,205,HOUGANG STREET 21,530205,1.35949663830554,103.885079928732,0.0705,0.0846,1.06
230,524230,13181,1.3559008688764516,103.95275413456513,YES SUPERMARKET PTE LTD,201B,TAMPINES STREET 21,522201,1.35345315592225,103.953009921086,0.274,0.3288,4.11
61,600061,4400,1.322402001344574,103.73861915465291,SHENG SIONG SUPERMARKET PTE LTD,61,TEBAN GARDENS ROAD,600061,1.32213636288701,103.738292804658,0.0468,0.0562,0.7
271B,642271,6845,1.3505676778692524,103.70434049430874,SHENG SIONG SUPERMARKET PTE LTD,7,JURONG WEST AVENUE 5,649486,1.34878489456242,103.703415655686,0.2236,0.2683,3.35
250,680250,10731,1.3792736137418222,103.74544878356193,PRIME SUPERMARKET (1996) PTE LTD,253,CHOA CHU KANG AVENUE 1,680253,1.37743962647899,103.744383226701,0.2361,0.2833,3.54
117A,751117,11054880,1.4450462321410256,103.83041305028628,SHENG SIONG SUPERMARKET PTE LTD,105,CANBERRA STREET,750105,1.44886402051704,103.832392856092,0.4787,0.5745,7.18
461D,654461,11055633,1.354451919685985,103.74035981966225,SHENG SIONG SUPERMARKET PTE LTD,440,BUKIT BATOK WEST AVENUE 8,650440,1.35572307607651,103.739303106346,0.184,0.2208,2.76
327A,821327,11053513,1.412506125276197,103.89905626013464,SHENG SIONG SUPERMARKET PTE LTD,312A,SUMANG LINK,821312,1.41081926280608,103.900371678954,0.2381,0.2857,3.57
698C,533698,7187,1.37536472266661,103.88831412679954,COLD STORAGE SINGAPORE (1983) PTE LTD,683,HOUGANG AVENUE 8,530683,1.3733212172841,103.886365538231,0.3143,0.3771,4.71
647,730647,1859,1.4378863008865217,103.80102209936246,THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,676,WOODLANDS DRIVE 71,730676,1.43991607901426,103.800701205041,0.2288,0.2745,3.43
131,460131,10590,1.3269971368083502,103.93583043007793,NTUC FAIRPRICE CO-OPERATIVE LTD,212,BEDOK NORTH STREET 1,460212,1.32594069682932,103.931640028654,0.481,0.5771,7.21
550,460550,4991,1.332410766237805,103.92653931846232,SHENG SIONG SUPERMARKET PTE LTD,539A,BEDOK NORTH STREET 3,461539,1.3324023017993,103.925500600051,0.1156,0.1387,1.73
177,610177,3885,1.3333320464133944,103.72140726325982,NTUC FAIRPRICE CO-OPERATIVE LTD,63/66,YUNG KUANG ROAD,610063,1.33205937638185,103.722452888408,0.1833,0.22,2.75
431A,761431,1637,1.4197340876269748,103.84729232902734,SHENG SIONG SUPERMARKET PTE LTD,675,YISHUN AVENUE 4,760675,1.42015550315781,103.843558892177,0.4181,0.5017,6.27
340,120340,9155,1.3187284708911584,103.77007719172448,U STARS SUPERMARKET PTE. LTD.,345,CLEMENTI AVENUE 5,120345,1.31770281913597,103.769076732946,0.1595,0.1914,2.39
406,560406,3731,1.3619776913233688,103.85386033896305,G8 MART PTE. LTD.,421,ANG MO KIO AVENUE 10,560421,1.36538421638439,103.852966963093,0.392,0.4704,5.88
531,670531,3315,1.3855670452010405,103.76428582390218,COLD STORAGE SINGAPORE (1983) PTE LTD,524A,JELAPANG ROAD,671524,1.38529556248789,103.766170532015,0.2119,0.2543,3.18
131,160131,8473,1.2802089530037204,103.82835511663389,HAO MART PTE. LTD.,146,JALAN BUKIT MERAH,160146,1.27784876908556,103.830811469037,0.3792,0.455,5.69
875,520875,6211,1.3526506584615534,103.93197858518978,NTUC FAIRPRICE CO-OPERATIVE LTD,872C,TAMPINES STREET 86,523872,1.35524289885319,103.931623638518,0.2913,0.3495,4.37
63A,601063,10044,1.3211301202230206,103.73898122881107,SHENG SIONG SUPERMARKET PTE LTD,61,TEBAN GARDENS ROAD,600061,1.32213636288701,103.738292804658,0.1357,0.1629,2.04
7,190007,5422,1.3044247972041898,103.8637024991388,LOH NYEN YIU,5001,BEACH ROAD,199588,1.30275121791614,103.865163649373,0.2473,0.2967,3.71
856A,521856,8873,1.3523600087193715,103.93807159506983,NTUC FAIRPRICE CO-OPERATIVE LTD,51,TAMPINES AVENUE 4,528523,1.35349616014431,103.939683594446,0.2195,0.2634,3.29
332,400332,6234,1.3269132747107828,103.90263983046242,COLD STORAGE SINGAPORE (1983) PTE LTD,306,UBI AVENUE 1,400306,1.32987219697453,103.901929745106,0.3387,0.4065,5.08
742,730742,10899,1.4440070685781927,103.79602227677694,COLD STORAGE SINGAPORE (1983) PTE LTD,768,WOODLANDS AVENUE 6,730768,1.44562289934866,103.798140996577,0.2966,0.3559,4.45
338,650338,5734,1.3633875760197263,103.750832642127,OH BENG GUAN,395A,BUKIT BATOK WEST AVENUE 5,651395,1.36393821477866,103.751896006132,0.1333,0.1599,2.0
58,330058,3755,1.3232638431865338,103.86794610432693,NTUC FAIRPRICE CO-OPERATIVE LTD,71,KALLANG BAHRU,330071,1.32099294995032,103.870389995935,0.3713,0.4456,5.57
507,680507,11693,1.3890122153797035,103.74139232225681,NTUC FAIRPRICE CO-OPERATIVE LTD,533,CHOA CHU KANG STREET 51,680533,1.392073879435,103.743099576144,0.3902,0.4682,5.85
455,530455,413,1.3774543631003155,103.89538703403201,COLD STORAGE SINGAPORE (1983) PTE LTD,266,COMPASSVALE BOW,540266,1.38199703135061,103.897031078181,0.5378,0.6453,8.07
661C,823661,10112,1.4021633625145842,103.9173323911746,SHENG SIONG SUPERMARKET PTE LTD,660A,EDGEDALE PLAINS,821660,1.40262196510476,103.916519601442,0.1039,0.1246,1.56
120A,311120,3929,1.3396402853221414,103.84587069329461,NTUC FAIRPRICE CO-OPERATIVE LTD,95,LORONG 4 TOA PAYOH,310095,1.33889072011391,103.848993319083,0.3574,0.4289,5.36
547,560547,1684,1.3742051418875423,103.85821873686568,NTUC FAIRPRICE CO-OPERATIVE LTD,574,ANG MO KIO AVENUE 10,560574,1.3708945610762,103.856396513475,0.4206,0.5048,6.31
766,730766,9247,1.4461177359624244,103.7972367323125,COLD STORAGE SINGAPORE (1983) PTE LTD,768,WOODLANDS AVENUE 6,730768,1.44562289934866,103.798140996577,0.1147,0.1377,1.72
451B,652451,10014,1.3525347127797667,103.74328452340407,SHENG SIONG SUPERMARKET PTE LTD,451,BUKIT BATOK WEST AVENUE 6,650451,1.35303824733614,103.743948448003,0.0927,0.1113,1.39
216,550216,5812,1.3575381834317406,103.87312969577576,TEO BOBBY,253,SERANGOON CENTRAL DRIVE,550253,1.35367102829776,103.870756830653,0.505,0.606,7.58
570,730570,10974,1.4309216514924112,103.78992420443315,NTUC FAIRPRICE CO-OPERATIVE LTD,570B,WOODLANDS AVENUE 1,732570,1.43106395014876,103.790454085829,0.0611,0.0733,0.92
519,550519,5196,1.371749242273492,103.87465332768849,NTUC FAIRPRICE CO-OPERATIVE LTD,152B,SERANGOON NORTH AVENUE 1,552152,1.36979940182639,103.873035798474,0.282,0.3384,4.23
104C,562104,9715,1.3719216227073598,103.83827643877358,COLD STORAGE SINGAPORE (1983) PTE LTD,161,ANG MO KIO AVENUE 4,560161,1.374239506746,103.839489194952,0.2912,0.3494,4.37
217,510217,3818,1.3694152100949522,103.96089217005589,COLD STORAGE SINGAPORE (1983) PTE LTD,440,PASIR RIS DRIVE 4,510440,1.36899800601439,103.958647646173,0.2541,0.3049,3.81
452,510452,4442,1.3715320539226847,103.95737300479779,COLD STORAGE SINGAPORE (1983) PTE LTD,440,PASIR RIS DRIVE 4,510440,1.36899800601439,103.958647646173,0.3157,0.3789,4.74
111,320111,7289,1.3212636354807843,103.85838218086413,SHENG SIONG SUPERMARKET PTE LTD,108,MCNAIR ROAD,321108,1.32161904109972,103.859382727107,0.1182,0.1418,1.77
475,640475,11952,1.3480991259290798,103.72507225431801,NTUC FAIRPRICE CO-OPERATIVE LTD,498,JURONG WEST STREET 41,640498,1.34833334908052,103.72430732776,0.089,0.1068,1.34
172,310172,9016,1.3303896066672514,103.84305595010757,CAVEMEN PTE. LTD.,1,JALAN DUSUN,329363,1.32696540868721,103.843674239785,0.3873,0.4648,5.81
272A,511272,4515,1.364857351215282,103.96505258473105,COLD STORAGE SINGAPORE (1983) PTE LTD,259,PASIR RIS STREET 21,510259,1.36645363325574,103.964598501334,0.1847,0.2217,2.77
623B,522623,11051981,1.3613853339691595,103.94094956338178,SHENG SIONG SUPERMARKET PTE LTD,506,TAMPINES CENTRAL 1,520506,1.35590218547803,103.945912189651,0.8232,0.9878,12.35
23,163023,4302,1.2847369861915807,103.82689522844008,NTUC FAIRPRICE CO-OPERATIVE LTD,302,TIONG BAHRU ROAD,168732,1.28646345680433,103.826935081592,0.1922,0.2307,2.88
219,670219,9651,1.3741869406328915,103.7726867485013,HAO MART PTE. LTD.,205,PETIR ROAD,670205,1.3734302528997,103.773924087036,0.1614,0.1937,2.42
572B,732572,11496,1.4316125739204038,103.78963592003119,NTUC FAIRPRICE CO-OPERATIVE LTD,570B,WOODLANDS AVENUE 1,732570,1.43106395014876,103.790454085829,0.1096,0.1316,1.64
827,520827,908,1.3496393659671964,103.93376684909249,PRIME SUPERMARKET LIMITED,823,TAMPINES STREET 81,520823,1.34873284070164,103.934010241001,0.1045,0.1254,1.57
473B,532473,11051637,1.3760464461473225,103.90112085985274,NTUC FAIRPRICE CO-OPERATIVE LTD,476,UPPER SERANGOON VIEW,530476,1.3774300635181,103.903712868236,0.327,0.3924,4.91
493A,520493,6899,1.3625598898709759,103.9524586737796,NTUC FAIRPRICE CO-OPERATIVE LTD,475,TAMPINES STREET 44,520475,1.36032331726567,103.953125974102,0.2598,0.3118,3.9
304,730304,9732,1.4300399918944455,103.77382225872289,SHENG SIONG SUPERMARKET PTE LTD,301,WOODLANDS STREET 31,730301,1.43150526868815,103.773515667645,0.1666,0.2,2.5
461B,762461,11052426,1.4286299156872653,103.85055965314939,COLD STORAGE SINGAPORE (1983) PTE LTD,418,YISHUN AVENUE 11,760418,1.42489931802522,103.847249793129,0.5551,0.6661,8.33
211A,461211,1038,1.325545981294716,103.93149534768142,NTUC FAIRPRICE CO-OPERATIVE LTD,212,BEDOK NORTH STREET 1,460212,1.32594069682932,103.931640028654,0.0468,0.0562,0.7
32,160032,158,1.2874482381183727,103.82842322111091,YOUR GROCER PRIVATE LIMITED,34,JALAN BUKIT HO SWEE,160034,1.28807688301773,103.827081283638,0.1649,0.1979,2.47
146A,681146,12856,1.3810365213285443,103.75307406507667,NTUC FAIRPRICE CO-OPERATIVE LTD,140,TECK WHYE LANE,680140,1.38003057765068,103.75311841662,0.1121,0.1345,1.68
140C,613140,11052738,1.3274010680315596,103.72417385855773,SHENG SIONG SUPERMARKET PTE LTD,3,YUAN CHING ROAD,618642,1.32546808409855,103.725221546037,0.2447,0.2937,3.67
464,650464,12163,1.3575748454200387,103.74214644650544,SHENG SIONG SUPERMARKET PTE LTD,440,BUKIT BATOK WEST AVENUE 8,650440,1.35572307607651,103.739303106346,0.3777,0.4532,5.66
961,530961,671,1.3776794173154108,103.87876134942228,NTUC FAIRPRICE CO-OPERATIVE LTD,1,HOUGANG STREET 91,538692,1.3756672808109,103.879450260083,0.2367,0.2841,3.55
508,550508,2887,1.3718807719161084,103.87584633198144,NTUC FAIRPRICE CO-OPERATIVE LTD,152B,SERANGOON NORTH AVENUE 1,552152,1.36979940182639,103.873035798474,0.3892,0.4671,5.84
411B,792411,9934,1.390160633983316,103.87704959975888,NTUC FAIRPRICE CO-OPERATIVE LTD,33,SENGKANG WEST AVENUE,797653,1.39139305725169,103.876067662182,0.1754,0.2105,2.63
602,560602,9387,1.380733576214544,103.83533881727833,COLD STORAGE SINGAPORE (1983) PTE LTD,161,ANG MO KIO AVENUE 4,560161,1.374239506746,103.839489194952,0.8579,1.0295,12.87
603C,823603,1045,1.4034139804307042,103.90787996591334,NTUC FAIRPRICE CO-OPERATIVE LTD,612,PUNGGOL DRIVE,820612,1.40461002768949,103.908665607626,0.1593,0.1911,2.39
654A,641654,7252,1.3361162361262002,103.6984132645536,CHD @ SOON LEE PTE. LTD.,51,SOON LEE ROAD,628088,1.33212290136628,103.699070270739,0.4505,0.5406,6.76
210,600210,5847,1.3388347666841165,103.73878010506832,ONE EIGHT SHOP PTE. LTD.,104,JURONG EAST STREET 13,600104,1.33658465251142,103.737623311665,0.2816,0.338,4.22
3,130003,7448,1.3037614272877716,103.7824619684771,NTUC FAIRPRICE CO-OPERATIVE LTD,28,DOVER CRESCENT,130028,1.30476357340306,103.781697201377,0.1403,0.1684,2.1
256B,822256,10218,1.4060534674992027,103.89606559863248,U STARS SUPERMARKET PTE. LTD.,261,PUNGGOL WAY,820261,1.40541353593882,103.896823897364,0.1104,0.1325,1.66
921,530921,8418,1.3763769707413405,103.88416782481725,NTUC FAIRPRICE CO-OPERATIVE LTD,682,HOUGANG AVENUE 4,530682,1.37361830003654,103.88574886332,0.3539,0.4247,5.31
443B,652443,11071,1.3560796786520162,103.73784722613753,SHENG SIONG SUPERMARKET PTE LTD,440,BUKIT BATOK WEST AVENUE 8,650440,1.35572307607651,103.739303106346,0.1668,0.2002,2.5
286,650286,5533,1.346687614470489,103.75827583243374,COLD STORAGE SINGAPORE (1983) PTE LTD,284,BUKIT BATOK EAST AVENUE 3,650284,1.3466990504391,103.757276703167,0.1112,0.1334,1.67
547B,462547,11054923,1.3297365094200435,103.9253927424492,HAO MART PTE. LTD.,537,BEDOK NORTH STREET 3,460537,1.33177301702605,103.924236464013,0.2607,0.3128,3.91
202,120202,11166,1.3206039441053954,103.76271126548737,COLD STORAGE SINGAPORE (1983) PTE LTD,41,SUNSET WAY,597071,1.32325040085144,103.767260053848,0.5857,0.7029,8.79
352A,751352,793,1.450656339608583,103.81965238890912,NTUC FAIRPRICE CO-OPERATIVE LTD,355,SEMBAWANG WAY,750355,1.44956647612199,103.818641141782,0.1655,0.1986,2.48
33A,462033,7019,1.3232355903139257,103.93921888237611,NTUC FAIRPRICE CO-OPERATIVE LTD,57,NEW UPPER CHANGI ROAD,461057,1.32424554991112,103.9415687075,0.2847,0.3416,4.27
633,520633,12641,1.3654417858974763,103.94126559746331,SHENG SIONG SUPERMARKET PTE LTD,527D,PASIR RIS STREET 51,514527,1.36968624846978,103.947922430563,0.8787,1.0544,13.18
829,640829,11055054,1.3449605456180993,103.6940524234382,PRIME SUPERMARKET LIMITED,962,JURONG WEST STREET 91,640962,1.34201783432949,103.691483120672,0.4348,0.5218,6.52
144,350144,11193,1.3326214708801618,103.86556124525747,NTUC FAIRPRICE CO-OPERATIVE LTD,6,POTONG PASIR AVENUE 2,358361,1.33253590792541,103.867036838441,0.1645,0.1974,2.47
809,680809,6331,1.3751007855400843,103.74454419477016,U STARS PTE. LTD.,810,CHOA CHU KANG AVENUE 7,680810,1.37405796748332,103.746160084444,0.214,0.2569,3.21
212,360212,12839,1.3427912551477432,103.87548106048985,COLD STORAGE SINGAPORE (1983) PTE LTD,2,JALAN LOKAM,537846,1.34560771369918,103.882695852672,0.862,1.0344,12.93
